"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"954",39,7,24,9,9,18,91,11,NA,14,14,23,21,NA,12,NA,13,20,13,14
"955",9,86,315,11,7,9,47,16,30,11,244,8,17,13,12,46,11,14,19,10
"956",10,7,16,25,8,51,23,10,49,36,20,13,15,299,292,282,15,288,82,53
"957",17,178,70,16,13,10,34,15,32,20,13,72,19,16,20,12,167,14,150,11
"958",14,25,122,16,20,7,9,20,138,15,13,12,15,17,23,14,124,12,12,24
"959",50,12,15,15,222,16,12,45,40,85,22,15,250,285,14,15,26,13,41,14
"960",8,17,12,NA,14,16,11,NA,8,18,259,470,8,22,13,113,20,25,13,22
"961",12,75,22,30,18,26,176,255,36,33,231,10,23,17,43,16,13,68,127,29
"962",12,93,55,12,8,95,16,17,8,9,NA,34,10,35,24,12,NA,35,61,71
"963",241,10,10,177,10,21,25,280,14,281,20,12,21,14,21,40,14,136,20,282
"964",10,439,11,488,24,35,25,46,18,12,38,28,30,13,33,16,9,15,40,17
"965",50,12,53,21,27,14,24,9,10,14,19,24,12,11,17,11,20,23,11,14
"966",11,18,17,26,23,NA,19,15,32,67,24,12,11,79,102,NA,10,26,21,22
"967",15,8,36,59,24,9,8,63,13,11,18,15,13,13,32,38,9,54,13,8
"968",12,15,13,10,19,118,15,15,39,41,8,6,12,42,12,95,128,23,11,12
"969",14,26,21,13,32,20,11,36,267,126,18,84,17,33,11,10,19,185,298,14
"970",12,15,15,46,12,15,19,15,10,14,13,14,159,165,24,134,64,120,14,15
"971",51,15,48,13,27,17,50,17,10,12,10,18,28,9,38,23,11,16,13,15
"972",13,NA,89,21,38,10,16,25,11,NA,80,NA,14,12,NA,40,12,NA,15,16
"973",461,8,18,44,24,334,27,14,13,17,184,17,71,17,46,10,18,22,NA,NA
"974",11,14,16,11,21,17,31,20,15,43,81,79,16,14,11,19,86,30,16,14
"975",14,19,20,16,12,11,9,89,62,398,10,14,21,11,9,19,47,8,436,36
"976",15,12,11,8,8,10,14,25,NA,33,22,9,NA,18,12,13,22,11,NA,69
"977",24,19,9,31,22,22,23,21,27,27,10,16,11,31,14,14,12,28,8,17
"978",12,21,36,52,14,11,18,56,13,9,21,13,31,9,8,11,23,10,55,19
"979",60,11,19,23,9,8,14,18,101,16,11,27,20,11,91,9,13,14,17,108
"980",19,NA,14,NA,61,14,51,NA,52,12,184,11,10,11,NA,NA,67,20,10,NA
"981",13,21,53,14,15,28,48,17,21,21,22,16,32,13,23,47,21,20,26,17
"982",19,25,28,15,21,100,255,20,11,123,15,16,45,18,15,77,18,60,10,26
"983",9,153,18,154,12,11,17,13,9,21,13,13,14,11,10,12,19,153,16,12
"984",24,14,25,48,30,12,10,10,61,85,13,25,87,14,85,86,23,13,11,56
"985",10,13,59,47,13,31,12,18,72,68,10,17,12,7,10,17,16,11,13,35
"986",246,8,8,8,28,33,224,12,11,20,12,14,22,32,95,10,9,12,10,29
"987",32,26,100,19,17,29,28,14,19,93,10,109,17,48,25,26,12,34,10,24
"988",13,15,10,11,11,16,10,12,146,14,21,172,20,9,13,59,169,13,16,35
"989",9,74,16,28,33,16,19,20,20,12,10,31,11,11,15,40,82,13,19,78
"990",22,72,11,22,8,47,8,9,28,42,12,7,76,16,82,12,13,8,8,17
"991",16,13,21,17,431,26,13,17,10,17,13,25,28,11,432,14,64,14,31,15
"992",29,11,25,20,10,11,12,15,10,12,10,13,17,10,9,11,15,38,37,13
"993",19,49,50,46,24,33,14,28,29,13,17,17,18,42,22,14,24,12,28,10
"994",19,8,15,10,15,12,11,13,10,11,173,175,200,94,15,15,157,8,16,82
"995",46,88,93,16,23,21,19,28,82,17,11,14,21,24,19,16,29,18,12,16
"996",7,54,10,NA,9,11,65,15,30,239,10,15,79,15,12,12,9,NA,8,35
"997",8,18,35,22,12,59,18,24,31,39,15,59,18,17,11,27,27,10,16,47
"998",29,11,12,33,168,18,10,122,13,25,NA,23,14,19,10,23,11,104,11,86
"999",26,15,12,15,13,12,21,13,13,11,13,100,14,9,84,15,101,14,27,14
"1000",70,24,72,301,8,19,15,10,11,9,17,16,14,58,37,15,13,12,13,11
