"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"315",9,11,19,31,10,12,25,11,10,10,22,23,34,15,13,35,11,20,14,12
"316",20,19,90,104,33,24,34,9,17,85,29,26,15,11,29,19,14,16,23,16
"317",16,49,22,11,7,16,34,13,26,9,20,10,12,14,13,11,16,51,35,16
"318",38,14,44,11,10,12,10,16,315,63,15,54,41,7,18,38,50,57,16,13
"319",24,23,NA,23,54,NA,138,19,NA,11,10,135,14,11,15,30,13,174,12,14
"320",36,70,17,9,11,13,10,10,13,22,11,14,70,10,21,13,63,10,10,10
"321",10,NA,18,24,14,NA,12,NA,18,13,NA,17,20,10,27,9,12,14,12,17
"322",13,NA,11,46,177,25,222,45,9,NA,37,51,18,NA,34,11,19,18,7,11
"323",82,32,82,17,16,12,14,15,17,15,18,78,12,21,12,28,27,9,82,37
"324",31,21,14,15,55,34,19,83,17,17,16,133,396,407,93,41,16,9,35,47
"325",14,53,108,24,13,18,13,26,17,9,18,14,15,31,14,74,136,150,11,20
"326",19,17,14,85,16,20,11,26,9,62,11,18,71,16,21,13,51,34,9,14
"327",9,10,14,16,12,11,181,14,19,10,197,63,32,13,19,12,127,21,11,16
"328",8,99,86,5,16,96,39,17,9,39,10,22,70,12,14,14,10,47,14,40
"329",19,9,15,13,16,27,12,29,13,15,12,20,11,30,17,12,10,14,18,32
"330",98,9,94,20,26,111,16,49,149,96,52,29,10,13,95,14,152,10,31,140
"331",31,64,21,74,9,24,9,16,44,21,18,11,53,13,9,34,27,11,11,12
"332",50,19,21,13,13,12,15,42,35,16,17,16,10,15,32,50,15,23,11,10
"333",26,147,22,17,96,13,153,49,21,7,16,19,10,13,33,10,41,33,14,25
"334",9,10,46,20,22,90,14,11,25,14,13,16,17,79,13,17,13,10,69,16
"335",17,22,13,31,26,31,26,13,13,10,18,22,19,15,10,8,14,10,27,20
"336",12,17,31,16,61,15,8,15,11,87,65,78,13,12,17,87,14,13,13,284
"337",14,9,12,62,16,21,12,32,20,73,15,14,76,14,14,23,52,26,31,19
"338",8,8,15,9,12,58,10,13,89,10,11,8,12,7,78,16,94,16,12,10
"339",51,19,19,13,12,42,20,30,11,14,11,9,15,11,17,23,12,56,10,17
"340",12,107,10,76,11,52,23,21,15,16,37,13,28,109,18,18,16,27,18,20
"341",56,88,19,8,12,16,418,29,16,99,405,16,18,9,43,16,22,21,12,34
"342",9,109,22,8,23,30,30,66,23,9,119,27,12,30,22,25,15,19,10,16
"343",13,NA,152,12,9,NA,NA,133,10,15,8,13,19,8,93,17,11,14,12,14
"344",9,20,NA,12,NA,13,9,24,21,19,NA,17,9,11,8,18,51,23,27,16
"345",NA,17,NA,324,NA,NA,16,NA,NA,NA,28,NA,26,NA,32,11,12,12,13,NA
"346",11,96,12,64,10,17,17,72,27,38,61,19,31,92,26,16,21,92,17,25
"347",9,29,12,17,17,20,33,35,17,11,17,14,23,15,9,13,13,36,14,25
"348",13,23,7,9,14,9,8,11,10,7,14,19,25,7,9,8,20,9,8,28
"349",16,47,30,15,166,18,22,24,17,11,9,21,267,12,11,8,12,204,26,37
"350",29,10,11,15,427,24,25,14,16,20,31,283,10,13,434,30,22,16,34,10
"351",46,11,37,30,68,41,24,14,16,17,18,67,11,14,19,30,15,19,24,18
"352",61,85,17,23,12,19,16,9,62,21,188,11,17,151,15,197,153,24,14,17
"353",21,20,42,11,77,18,17,10,32,7,11,9,41,30,19,8,12,14,76,13
"354",16,54,24,17,55,10,22,16,32,41,21,21,17,14,48,14,17,64,22,15
"355",71,15,22,12,12,16,44,18,18,12,13,13,22,27,27,16,40,76,16,11
"356",15,23,15,17,162,9,13,98,17,11,123,14,12,15,15,10,12,12,18,134
"357",30,NA,205,13,18,10,19,92,9,20,14,78,35,106,25,7,82,22,42,6
"358",9,12,16,12,15,15,37,30,14,17,40,13,10,21,14,12,30,14,14,15
"359",151,23,10,32,14,11,92,14,105,23,143,12,24,14,26,35,42,11,17,18
"360",10,189,9,12,8,9,27,160,20,23,14,20,13,197,16,10,10,186,13,12
"361",8,36,128,8,9,109,123,29,13,12,119,11,15,26,21,18,9,16,8,18
"362",34,68,32,10,9,469,98,NA,15,NA,12,38,7,14,19,13,NA,19,70,23
"363",13,120,73,10,11,24,28,8,137,14,16,233,14,13,8,11,60,18,12,22
"364",25,17,25,108,22,22,87,47,13,11,40,40,36,11,13,12,22,33,111,15
"365",25,15,19,13,108,164,16,10,81,14,11,14,161,10,12,12,15,13,95,24
"366",14,14,21,195,8,13,8,37,14,180,185,8,40,33,13,12,12,27,11,12
"367",12,10,25,14,16,13,13,21,96,9,18,39,25,85,15,59,10,67,40,13
"368",NA,17,150,23,11,25,36,24,17,11,13,15,23,15,11,18,NA,13,11,NA
"369",36,10,12,23,10,9,9,23,29,12,16,23,10,18,116,11,20,122,106,328
"370",10,6,20,21,22,9,NA,9,15,23,9,9,17,153,15,239,11,NA,10,10
"371",21,11,21,11,23,28,41,25,35,23,11,28,18,16,37,10,27,13,9,8
"372",151,14,9,15,37,18,460,12,44,91,15,14,10,23,45,19,152,9,10,467
"373",23,10,29,31,16,28,47,NA,70,25,23,10,27,29,13,11,26,12,17,12
"374",12,9,116,94,9,11,9,12,18,26,13,13,16,17,17,19,13,87,8,52
"375",12,18,61,13,22,26,9,19,18,13,45,57,14,51,10,11,31,10,65,60
"376",12,27,13,12,11,16,13,16,10,9,208,251,26,12,38,12,19,53,10,78
"377",NA,16,17,NA,14,NA,22,17,11,17,14,16,15,17,NA,10,432,9,12,12
"378",192,12,43,15,16,11,40,13,33,11,37,196,202,18,185,14,33,17,11,170
"379",9,59,13,9,7,19,79,11,150,25,144,18,33,8,8,15,12,32,16,24
"380",39,20,18,17,130,30,21,131,21,111,16,17,12,14,18,11,33,21,20,13
"381",19,16,17,52,13,30,15,12,103,14,133,16,8,131,13,10,17,14,12,24
"382",19,16,79,49,28,9,58,16,8,69,17,12,9,10,12,15,12,14,14,13
"383",28,14,24,16,21,17,21,14,28,25,24,33,67,10,61,19,13,19,17,15
"384",8,11,9,19,10,12,7,15,10,18,9,32,23,21,15,15,11,32,12,11
"385",24,43,9,11,13,7,259,14,10,91,15,16,11,338,10,24,400,324,18,25
"386",10,12,99,16,11,10,9,16,11,33,9,10,112,44,9,16,15,22,109,16
"387",11,17,19,14,169,29,22,15,215,15,10,9,25,29,8,87,7,9,135,24
"388",15,14,33,55,9,9,9,7,9,8,10,12,21,82,25,8,24,84,11,37
"389",21,32,13,16,29,20,17,13,12,13,9,24,23,15,20,18,11,15,9,10
"390",25,35,67,12,8,28,20,16,29,20,66,11,12,15,26,68,15,12,11,13
"391",27,26,130,14,453,16,NA,10,20,17,18,14,NA,12,16,41,29,345,62,64
"392",18,15,25,10,18,10,55,46,156,147,13,15,19,126,27,11,38,26,11,12
"393",10,12,28,102,56,14,24,104,10,9,17,10,70,67,42,10,8,99,24,8
"394",24,27,17,19,29,18,14,26,27,168,30,37,15,17,14,32,20,208,214,58
"395",15,92,21,21,24,65,18,34,23,126,31,28,478,463,489,18,33,24,11,43
"396",10,73,10,11,9,9,9,26,13,12,16,17,40,11,32,19,73,14,20,18
"397",10,13,NA,22,24,NA,13,14,9,26,14,18,12,8,16,12,50,NA,NA,9
"398",17,27,18,19,48,23,9,12,15,19,184,24,85,12,14,13,10,89,24,101
"399",13,12,20,10,15,17,21,13,13,11,14,25,14,21,25,18,14,8,28,9
"400",10,32,41,12,26,37,13,52,17,11,11,476,13,48,11,24,17,12,22,12
"401",11,9,19,14,43,15,12,15,87,21,119,14,10,11,10,14,17,9,22,107
"402",10,12,72,21,52,10,59,14,15,23,9,9,27,74,10,10,8,11,10,20
"403",17,22,9,12,27,13,216,25,27,9,126,187,19,16,10,18,175,14,19,21
"404",15,9,11,15,10,12,12,9,228,20,37,15,20,40,197,210,22,23,10,14
"405",119,16,10,86,8,15,15,15,13,145,15,22,119,152,10,20,12,16,10,116
"406",12,11,24,11,18,12,15,16,17,18,23,28,9,9,222,174,11,15,17,232
"407",11,43,19,19,14,12,26,42,11,46,20,10,29,14,10,19,12,15,13,16
"408",24,195,24,24,14,9,26,13,21,NA,NA,14,7,10,42,69,162,13,9,12
"409",20,11,55,12,11,10,18,9,14,9,15,11,12,11,14,9,11,49,9,67
"410",8,11,374,12,12,407,16,8,11,259,79,13,10,69,9,262,7,9,17,11
"411",12,16,17,16,20,16,98,17,21,10,19,44,77,19,74,88,19,18,10,23
"412",28,32,23,16,44,19,316,73,14,291,27,35,345,53,280,24,11,21,13,25
"413",20,29,15,118,20,14,11,35,95,10,94,14,11,123,22,16,13,13,14,14
"414",123,13,15,10,24,57,28,14,419,37,22,138,14,34,17,12,11,44,33,18
"415",17,106,16,106,12,53,91,9,20,8,13,9,16,10,11,14,17,9,23,9
"416",27,16,9,13,67,16,53,22,25,29,27,10,25,9,15,81,18,10,86,13
"417",8,11,11,146,9,9,148,10,17,19,17,14,145,143,9,51,13,135,21,10
"418",10,29,15,8,35,21,35,32,14,9,13,14,31,8,16,14,12,9,40,18
"419",77,23,14,14,20,48,160,15,55,25,14,17,191,10,19,19,16,9,201,195
"420",14,16,NA,29,12,14,NA,74,38,21,21,22,8,58,NA,38,NA,23,NA,11
"421",8,59,58,38,13,17,15,17,18,13,48,15,14,9,18,28,14,15,28,18
"422",13,13,14,8,26,11,43,11,44,30,10,9,10,29,12,16,10,42,44,20
"423",32,17,14,10,NA,15,13,13,18,22,455,22,15,15,28,10,22,85,475,24
"424",18,130,15,16,14,14,23,11,18,144,17,18,18,13,16,12,13,21,37,156
"425",16,14,15,282,20,294,25,293,12,113,10,13,17,26,18,16,20,11,279,11
"426",17,23,14,484,34,476,26,24,11,110,13,441,28,15,40,10,105,20,14,9
"427",14,16,15,9,37,36,33,13,188,22,479,38,9,37,364,16,20,364,11,17
"428",12,10,35,24,12,17,10,9,11,37,18,12,34,20,14,8,37,17,12,18
"429",13,9,9,9,18,17,91,15,13,9,88,12,63,91,13,13,12,30,13,15
"430",26,209,33,215,20,17,12,83,80,23,13,14,131,20,12,11,36,192,26,18
"431",169,16,15,46,13,19,15,25,15,9,15,11,14,20,13,150,160,14,45,153
"432",9,19,16,14,12,32,23,57,64,32,8,136,29,14,145,62,16,137,11,12
"433",12,35,19,124,9,50,17,10,26,122,9,14,16,10,9,82,10,44,22,8
"434",95,13,13,219,7,26,20,11,39,48,220,13,54,17,18,67,23,8,228,21
"435",14,15,19,32,169,16,368,142,13,11,51,16,18,260,11,21,24,25,14,38
"436",29,16,95,26,16,9,13,13,13,27,10,91,55,14,83,16,11,29,10,13
"437",47,84,33,253,10,15,15,29,17,24,49,15,14,312,334,12,39,24,29,57
"438",16,13,107,13,13,11,18,9,7,149,130,14,147,21,9,13,19,10,142,13
"439",16,17,50,9,12,13,15,23,13,18,10,102,120,118,17,19,15,12,14,18
"440",121,15,13,10,37,12,112,11,11,24,151,16,13,11,9,19,11,80,9,14
"441",33,75,15,20,17,45,14,192,73,28,13,9,13,170,17,14,10,156,27,29
"442",51,10,11,21,12,22,18,14,34,24,37,18,13,10,120,13,26,130,135,13
"443",10,10,155,9,13,8,13,10,21,12,32,54,156,10,9,26,10,42,12,160
"444",8,33,18,45,16,40,38,17,18,12,34,10,15,10,13,13,22,10,10,49
"445",39,33,232,23,345,21,11,34,17,14,31,47,12,28,38,23,41,17,20,330
"446",15,16,14,19,18,19,297,18,15,298,14,13,258,13,11,11,14,8,14,203
"447",13,42,45,16,10,10,17,11,15,20,24,44,22,21,14,11,17,14,16,33
"448",21,393,22,385,20,19,394,11,28,393,16,17,21,11,22,17,10,12,18,24
"449",NA,22,31,25,14,18,14,NA,NA,45,11,41,21,39,10,33,14,15,478,9
"450",24,15,12,13,23,151,38,14,53,26,13,13,147,19,14,19,13,18,10,12
"451",24,32,33,26,13,10,9,40,22,41,24,7,10,49,15,10,22,26,44,12
"452",43,163,13,15,9,10,21,11,18,11,34,162,149,22,11,140,18,13,21,11
"453",12,9,77,12,464,62,15,8,94,26,11,9,25,31,9,73,467,94,25,124
"454",13,7,38,341,15,8,340,12,179,12,52,13,25,43,8,11,210,49,26,343
"455",11,16,11,49,14,28,10,15,11,11,13,33,24,12,12,52,57,10,17,49
"456",121,8,51,29,9,39,118,56,19,17,10,33,11,110,48,12,39,35,9,52
"457",19,12,16,130,9,24,79,16,14,11,26,12,12,29,14,13,21,121,120,11
"458",10,154,8,20,28,21,138,18,155,60,19,21,13,9,10,21,75,144,36,108
"459",10,16,9,22,34,12,29,14,26,10,14,24,20,10,18,12,19,8,10,17
"460",29,23,26,28,13,14,12,78,NA,28,16,23,21,19,19,NA,NA,20,14,14
"461",11,16,20,65,16,17,35,11,16,122,123,10,13,62,12,14,12,12,10,22
"462",18,NA,11,13,14,488,171,12,25,17,16,35,11,NA,18,15,13,7,NA,14
"463",91,22,NA,13,16,12,446,6,15,18,16,14,22,19,23,18,12,17,NA,14
"464",NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,74,NA,NA,NA,NA,24,NA,17,NA
"465",202,18,19,12,10,39,12,19,98,9,36,38,14,204,102,7,125,12,32,15
"466",30,14,50,27,133,58,26,11,126,40,15,19,46,10,11,12,19,26,16,14
"467",12,12,78,11,94,13,26,42,108,12,9,20,14,52,13,12,11,10,8,11
"468",22,13,24,22,26,23,26,191,53,12,185,20,9,13,13,43,18,14,11,158
"469",21,21,155,11,11,22,11,56,11,145,17,161,20,11,99,28,78,17,23,78
"470",7,16,11,21,10,11,11,33,11,13,27,22,9,18,29,12,8,37,14,42
"471",21,13,14,21,46,10,13,10,18,9,11,16,38,46,12,20,12,18,7,8
"472",25,11,162,19,186,10,15,11,19,18,15,13,18,15,66,23,30,21,20,180
"473",18,10,63,62,11,38,15,42,55,15,14,10,12,39,11,11,15,23,10,29
"474",18,87,16,20,80,82,13,14,17,15,19,40,12,34,18,32,14,13,12,11
"475",17,28,17,19,76,21,19,10,87,17,53,14,19,80,10,90,17,18,18,19
"476",12,9,272,30,19,26,45,15,37,18,8,13,19,14,15,18,17,21,25,42
"477",20,28,90,13,10,26,33,29,23,14,9,14,15,78,22,57,21,17,89,18
"478",19,33,17,41,10,10,47,51,20,22,11,22,18,15,34,20,15,17,56,51
"479",21,20,21,18,18,33,12,18,29,56,12,21,14,15,21,23,18,11,59,13
"480",28,11,22,15,14,12,17,27,17,29,10,10,32,18,11,9,23,8,14,13
"481",15,72,41,10,12,17,19,15,69,16,282,11,10,61,8,306,20,123,325,24
"482",11,100,7,13,95,10,47,121,9,78,17,8,26,16,9,28,22,10,7,12
"483",22,55,84,13,24,16,15,23,23,74,19,25,24,17,47,14,86,13,8,12
"484",35,21,21,13,14,14,11,16,54,11,9,63,92,18,53,16,32,74,15,14
"485",35,12,NA,17,22,9,NA,14,27,156,49,36,94,50,62,15,67,12,34,19
"486",13,13,21,14,13,19,13,13,22,11,20,32,24,33,11,23,19,16,28,13
"487",11,12,57,36,16,27,42,14,12,23,14,32,23,255,47,18,105,14,43,28
"488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,10
"489",64,50,16,13,32,18,49,16,10,NA,NA,17,16,30,18,18,NA,10,17,42
"490",10,13,13,NA,17,18,56,14,11,58,11,NA,119,NA,12,21,35,22,7,11
"491",15,12,11,20,15,10,19,21,33,9,13,11,54,12,10,9,19,11,51,56
"492",32,10,7,13,13,10,10,13,12,12,36,39,20,13,11,18,14,11,24,25
"493",12,14,10,67,15,220,19,46,8,17,18,40,9,39,7,15,169,22,221,15
"494",19,21,14,12,44,15,12,59,48,18,21,16,18,18,17,11,11,10,14,34
"495",21,132,23,9,12,16,28,123,16,18,19,14,7,12,23,94,31,27,10,4
"496",17,26,32,37,14,NA,14,14,14,27,21,17,13,12,47,NA,22,41,54,16
"497",13,29,13,13,58,11,16,12,13,55,11,11,19,10,12,13,21,16,51,14
"498",21,16,46,26,16,15,30,181,19,25,21,232,19,16,18,18,12,184,13,191
"499",14,9,12,16,14,15,195,13,17,15,9,55,30,15,10,29,183,23,33,13
"500",9,10,33,13,37,33,194,13,10,13,10,21,51,19,60,24,213,19,17,16
"501",14,29,24,13,19,100,14,15,74,NA,12,NA,17,33,10,9,11,92,12,12
"502",11,61,16,9,9,19,72,16,18,12,22,75,10,43,14,11,9,18,9,28
"503",22,20,11,22,169,124,10,55,180,10,17,17,17,23,22,15,11,140,23,13
"504",12,37,10,15,10,90,8,25,83,10,68,82,40,18,11,86,18,14,10,14
"505",16,17,92,47,14,36,16,111,110,8,28,30,47,29,31,9,19,18,16,16
"506",13,25,144,388,69,25,13,19,60,NA,10,12,34,23,145,13,35,34,125,14
"507",203,15,247,20,16,14,24,12,9,199,9,50,241,55,9,16,23,14,226,172
"508",10,134,10,11,19,19,12,8,64,31,15,87,238,16,12,12,10,8,76,9
"509",12,11,16,11,8,11,10,91,66,56,51,37,10,11,10,62,14,9,23,11
"510",12,17,266,15,13,154,10,31,21,28,21,275,15,48,21,15,17,20,17,12
"511",10,NA,13,58,16,12,17,16,25,NA,44,72,NA,12,14,10,15,10,12,10
"512",26,8,33,10,480,17,12,NA,13,9,11,9,NA,12,10,11,NA,11,30,NA
"513",53,9,20,23,11,11,73,22,46,16,18,10,46,16,37,8,31,10,11,12
"514",10,17,17,14,59,12,24,19,37,10,13,59,52,31,24,10,13,13,27,28
"515",101,14,42,26,13,10,19,31,17,17,20,44,7,49,16,10,9,110,12,12
"516",95,90,9,22,23,46,17,92,12,21,11,16,15,14,19,16,21,46,85,23
"517",10,26,17,15,18,37,13,24,15,24,14,22,23,29,48,21,15,21,47,44
"518",37,20,12,18,18,16,14,42,125,17,106,11,9,10,121,28,15,123,17,22
"519",24,157,14,9,11,22,12,179,14,22,454,12,9,19,199,12,12,11,39,11
"520",12,34,13,29,7,238,23,33,44,124,22,95,7,11,104,20,20,12,19,14
"521",14,16,10,31,16,15,25,23,53,23,9,13,13,48,10,52,13,10,40,11
"522",17,9,10,58,22,7,121,11,11,109,11,10,9,11,12,102,11,11,10,11
"523",439,133,436,107,30,177,23,12,18,18,14,19,13,98,9,12,14,19,86,6
"524",47,29,23,11,166,21,147,10,23,32,154,14,25,35,155,34,38,11,18,17
"525",8,14,11,12,13,10,10,10,13,20,10,15,12,15,24,11,10,20,24,14
"526",10,NA,NA,213,11,22,NA,38,41,10,13,8,13,13,NA,NA,NA,10,15,15
"527",95,96,18,13,11,11,13,9,19,14,33,12,102,11,13,21,9,18,12,96
"528",9,15,9,8,9,17,18,11,10,NA,56,15,28,13,64,17,17,17,NA,15
"529",49,434,7,44,14,15,43,13,374,22,10,15,19,31,20,13,9,11,76,10
"530",10,36,17,323,15,11,24,9,12,12,436,12,9,33,9,14,12,353,12,11
"531",18,19,39,9,26,283,60,12,10,13,13,24,19,31,8,16,12,11,8,128
"532",243,16,17,177,21,251,47,17,10,19,20,27,18,9,210,14,44,17,9,17
"533",215,12,309,178,19,28,12,35,17,10,27,14,286,11,38,59,11,30,21,11
"534",10,36,15,8,12,10,18,12,13,11,110,9,76,22,32,12,19,14,10,23
"535",18,11,10,14,10,13,10,16,65,39,9,14,13,13,60,51,34,12,10,9
"536",42,24,16,16,13,13,242,31,14,12,NA,40,13,39,38,29,16,67,23,NA
"537",14,30,42,9,33,55,45,17,24,14,40,16,131,104,101,95,125,26,15,19
"538",16,10,70,42,17,14,77,18,13,28,10,17,26,19,15,14,16,19,72,21
"539",12,88,72,17,227,28,24,11,21,45,15,10,13,18,9,39,51,8,11,10
"540",9,36,12,13,32,15,8,48,77,73,10,69,13,26,22,17,21,11,9,27
"541",11,16,9,11,14,10,14,NA,155,14,18,31,204,NA,10,19,13,15,73,41
"542",45,88,27,14,10,10,10,261,7,27,44,115,37,23,30,262,10,78,20,265
"543",21,11,206,11,202,91,8,12,12,35,11,8,236,10,15,32,9,82,16,24
"544",12,57,422,11,13,13,11,16,32,15,386,27,11,25,11,24,13,13,433,9
"545",12,11,89,14,16,13,30,27,82,25,79,19,25,46,21,21,10,36,23,15
"546",14,8,9,9,34,11,9,49,10,9,12,10,11,42,12,9,18,109,35,8
"547",20,10,11,9,14,8,17,229,16,10,22,16,47,12,10,13,195,11,10,81
"548",36,12,10,306,24,18,13,16,12,13,284,11,34,11,12,23,11,281,39,10
"549",10,12,21,95,11,10,19,71,7,21,36,34,11,99,85,16,37,65,17,25
"550",9,19,9,10,63,19,17,9,29,28,31,66,11,18,57,14,10,12,15,29
"551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,39,NA,NA,NA,NA,NA,NA
"552",11,18,8,28,9,14,13,11,29,17,16,24,11,13,22,10,21,13,11,8
"553",11,41,31,39,11,13,17,10,70,42,30,18,17,18,24,29,13,9,74,24
"554",14,13,13,14,21,35,9,25,28,108,16,16,17,13,21,109,20,13,15,16
"555",26,103,102,10,14,270,16,11,339,15,11,8,315,63,294,14,13,11,10,16
"556",11,83,288,28,9,159,15,11,16,20,107,50,140,13,282,14,291,28,28,15
"557",12,8,10,316,14,13,180,311,62,59,19,31,35,12,15,11,10,13,17,13
"558",112,377,11,17,21,11,387,16,22,12,10,383,12,20,10,24,13,17,8,14
"559",122,23,140,48,27,20,18,12,17,27,23,134,21,12,30,16,13,45,15,22
"560",14,9,18,21,45,16,12,17,12,53,16,42,13,19,23,48,10,11,17,12
"561",31,105,37,14,14,49,109,22,62,12,23,114,33,48,17,23,12,116,9,27
"562",74,9,10,53,79,15,80,41,11,11,12,11,12,12,12,13,16,14,14,32
"563",127,29,15,16,36,71,8,10,11,9,19,130,20,16,18,14,10,51,11,31
"564",14,40,7,40,14,16,14,23,61,9,12,12,35,27,56,43,12,23,10,11
"565",11,9,61,13,9,12,12,64,10,16,26,17,21,32,34,9,69,23,12,17
"566",24,21,10,14,11,68,14,16,76,14,12,14,71,8,22,17,22,13,8,11
"567",9,16,32,18,12,12,30,18,66,117,117,24,108,19,11,38,12,11,9,11
"568",10,81,18,93,12,12,16,14,8,10,8,21,12,11,114,36,8,11,19,14
"569",21,125,16,13,27,14,16,30,105,15,25,13,22,12,81,13,118,35,121,15
"570",19,325,24,172,10,59,251,98,14,25,13,11,14,59,17,16,12,15,18,17
"571",16,39,12,94,12,13,9,15,12,97,15,19,16,10,98,15,19,15,11,8
"572",14,20,8,10,79,18,414,10,424,10,13,53,13,11,8,412,14,18,18,10
"573",14,12,61,44,18,20,28,11,153,8,14,10,20,167,12,66,159,7,32,23
"574",103,10,63,98,23,8,129,11,47,15,8,14,24,11,9,15,94,14,96,22
"575",NA,54,33,15,12,17,8,13,9,13,14,16,11,14,NA,9,NA,11,NA,18
"576",156,11,17,9,NA,14,NA,16,41,35,33,68,14,41,30,11,NA,61,50,25
"577",37,13,30,26,8,9,10,22,70,22,13,21,14,15,60,13,43,16,88,26
"578",202,19,23,14,12,14,15,18,12,34,17,15,19,26,111,22,115,124,15,8
"579",17,11,24,19,NA,28,10,30,NA,17,38,15,12,NA,17,13,45,28,NA,14
"580",11,12,32,21,76,333,27,16,19,9,11,354,19,13,NA,14,25,NA,173,11
"581",11,9,29,8,8,37,12,40,28,10,14,16,9,12,13,10,10,10,9,11
"582",11,19,46,71,10,17,13,45,11,14,11,13,82,12,15,11,12,82,20,10
"583",12,9,23,12,24,50,52,20,22,11,111,16,18,115,15,76,15,91,13,14
"584",22,62,19,8,9,33,18,17,53,12,12,54,13,58,8,8,30,43,9,11
"585",10,38,11,10,34,60,11,18,9,16,26,16,10,12,9,10,9,79,14,12
"586",13,16,12,12,13,22,11,12,81,12,10,10,10,10,10,64,13,15,86,38
"587",NA,NA,12,NA,NA,10,NA,12,10,NA,34,NA,16,13,19,NA,NA,21,14,NA
"588",13,106,150,27,166,22,10,10,14,159,10,13,12,10,82,11,92,11,73,8
"589",67,266,35,17,10,264,72,11,15,10,262,15,36,11,13,9,18,31,61,14
"590",9,11,12,16,10,56,62,20,11,12,28,43,8,7,7,58,7,22,11,40
"591",17,14,14,33,46,18,13,17,59,22,16,189,13,12,12,12,200,10,22,17
"592",52,9,12,10,9,21,8,12,9,32,75,15,10,11,68,19,61,10,8,11
"593",46,33,9,33,9,11,17,13,15,67,31,16,11,15,8,10,15,12,8,12
"594",8,11,9,13,9,156,13,8,13,116,9,9,11,8,10,25,7,11,117,9
"595",10,84,79,60,10,43,10,35,13,12,16,11,20,13,15,8,20,15,22,90
"596",31,11,10,21,31,17,10,16,114,18,68,20,NA,52,17,9,14,9,56,8
"597",10,13,18,56,12,12,38,25,14,26,9,11,135,18,31,144,19,54,12,26
"598",25,15,74,10,142,13,20,11,27,10,7,15,10,9,8,151,162,20,21,10
"599",15,20,356,11,421,11,27,27,71,18,11,79,10,116,85,16,8,9,15,79
"600",8,9,15,11,16,193,12,10,24,21,20,17,8,11,99,15,9,10,40,179
"601",14,14,14,12,15,11,10,17,7,91,47,10,43,8,15,10,72,12,10,91
"602",31,16,11,17,15,14,11,17,26,18,15,14,32,16,16,17,108,264,18,13
"603",19,12,128,21,19,114,12,20,44,30,125,15,13,9,19,16,42,14,16,9
"604",17,15,22,14,43,91,13,65,12,96,11,75,21,14,13,28,22,24,103,27
"605",27,8,113,17,13,8,19,10,9,20,11,10,17,20,9,9,11,24,76,31
"606",11,24,17,19,10,37,166,19,129,29,27,29,17,29,12,13,14,11,12,15
"607",14,10,114,10,18,13,151,16,27,24,48,46,27,11,405,23,17,37,14,9
"608",69,42,12,15,31,26,28,40,10,34,18,18,13,10,14,67,10,60,33,18
"609",12,38,66,10,13,10,79,10,69,12,13,13,11,12,13,31,65,7,8,14
"610",17,32,31,19,183,34,19,272,11,34,31,32,45,21,17,21,36,20,198,9
"611",11,22,20,71,15,40,23,42,22,21,11,24,69,73,21,37,22,18,18,13
"612",15,38,24,76,12,10,25,29,10,10,14,21,32,16,75,22,17,101,70,13
"613",28,30,15,34,27,119,139,32,21,13,15,34,45,39,14,17,129,23,47,16
"614",10,24,12,12,17,21,12,9,15,15,153,14,192,22,12,144,15,9,164,21
"615",26,347,12,44,13,9,12,12,145,29,97,21,26,264,149,14,59,22,32,31
"616",18,17,184,9,8,26,15,32,14,15,11,18,8,16,173,162,12,203,9,26
"617",16,41,17,163,26,20,167,10,9,16,10,11,11,161,15,17,13,13,19,10
"618",21,39,17,17,80,55,17,10,23,11,87,17,81,39,13,11,12,14,10,16
"619",15,9,101,98,22,19,16,26,45,17,94,48,15,15,100,21,42,13,16,13
"620",411,9,19,40,22,23,20,16,142,20,28,16,31,12,13,12,19,31,106,9
"621",9,9,17,10,29,12,20,81,10,14,26,13,14,14,26,16,121,120,12,32
"622",135,20,50,18,15,12,121,142,133,17,25,30,12,126,22,18,23,16,31,9
"623",10,67,44,59,42,26,9,16,15,21,19,42,15,25,22,55,63,17,17,12
"624",93,18,24,55,80,25,18,8,104,17,11,12,21,23,31,16,8,137,116,11
"625",33,11,10,12,13,28,13,10,16,10,22,23,16,15,29,11,30,25,15,13
"626",11,11,148,56,12,15,25,332,18,153,184,27,11,324,16,16,14,15,20,14
"627",36,183,13,487,10,53,21,161,74,16,30,13,NA,47,15,12,15,33,14,17
"628",19,23,15,17,10,10,22,49,33,205,16,201,61,215,104,13,19,42,13,15
"629",17,90,83,12,69,11,10,97,38,12,19,23,11,19,14,42,15,129,15,13
"630",15,53,10,37,28,180,11,18,12,20,15,8,34,163,175,16,12,19,24,12
"631",47,25,11,18,25,23,10,17,17,NA,20,12,15,46,25,NA,14,NA,19,NA
"632",18,265,12,10,29,15,46,17,11,478,12,42,487,28,25,19,11,446,93,54
"633",69,23,12,11,12,15,46,14,12,14,14,20,18,15,23,89,7,155,42,153
