"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"425",16,15,12,11,222,12,15,8,11,15,15,13,10,13,17,13,15,10,201,13,9,12,14,14,18,13,326,12,16,12
"426",19,143,15,14,20,17,12,19,12,22,12,16,9,15,10,12,55,45,44,9,11,17,14,12,10,16,12,138,13,30
"427",10,16,11,10,189,30,12,10,14,17,18,9,9,21,49,124,11,30,186,9,22,15,8,33,28,13,7,15,16,21
"428",21,12,14,9,21,13,25,9,8,22,14,13,9,18,15,13,17,11,10,35,14,13,14,19,22,19,29,11,11,17
"429",18,9,11,14,14,10,16,13,79,42,91,19,11,15,9,14,10,17,15,25,15,17,22,18,8,21,9,90,10,16
"430",22,11,7,10,40,9,11,14,11,23,21,20,12,10,9,9,45,9,9,15,19,20,30,20,32,16,8,13,14,42
"431",11,11,14,10,15,11,17,11,13,12,14,15,11,13,14,16,13,15,14,28,15,14,28,9,12,8,9,13,15,15
"432",13,20,16,25,14,15,10,25,13,11,23,15,11,26,50,13,14,51,9,8,11,19,22,20,14,8,14,27,22,19
"433",12,10,12,15,20,9,13,25,17,119,21,12,9,12,13,83,23,15,24,12,20,114,12,13,26,17,23,12,14,17
"434",9,74,11,17,11,9,17,12,10,9,31,36,13,8,16,13,63,59,9,9,15,17,9,9,19,70,26,27,8,14
"435",11,14,21,9,11,14,14,11,15,10,8,16,12,NA,9,13,NA,9,15,10,10,13,NA,9,9,11,9,21,10,11
"436",19,7,9,21,14,16,10,13,18,14,13,18,10,16,8,8,13,9,19,11,47,15,8,24,7,44,9,17,13,12
"437",18,128,18,24,14,7,17,13,24,24,15,22,16,9,11,14,9,64,11,18,8,11,21,18,20,13,19,121,44,11
"438",26,17,92,16,12,17,12,9,90,17,18,12,11,26,13,20,24,13,31,57,11,28,31,8,12,12,8,16,10,22
"439",17,26,19,21,26,81,27,14,19,25,10,39,8,30,12,83,7,22,20,9,25,22,15,13,14,12,12,67,14,25
"440",12,17,15,12,8,18,10,13,26,12,9,9,16,58,27,16,11,55,16,16,18,12,14,26,26,13,21,11,22,9
"441",88,15,11,12,21,11,8,10,12,18,15,21,16,14,29,28,10,10,28,10,72,15,9,12,10,11,84,23,11,15
"442",37,14,18,47,13,11,17,13,13,11,12,25,16,11,13,14,25,13,35,37,11,47,12,36,16,9,27,10,11,10
"443",11,21,12,13,64,11,10,11,20,30,9,61,16,41,11,10,12,15,11,16,11,12,18,10,9,13,18,44,17,14
"444",17,11,13,9,10,8,19,11,17,14,10,15,17,18,8,14,29,13,13,10,12,12,10,17,27,12,13,15,16,15
"445",10,13,59,37,41,12,13,11,12,16,14,24,30,38,19,33,11,60,38,16,17,30,13,14,15,8,37,11,12,8
"446",13,27,NA,27,9,10,23,22,13,26,19,23,13,17,21,16,13,23,12,24,18,18,21,NA,92,17,14,17,17,30
"447",20,15,28,16,16,25,18,27,11,12,14,14,11,14,19,13,20,14,15,40,10,12,14,13,38,13,11,15,15,15
"448",12,9,13,13,11,21,60,16,47,11,13,13,27,10,10,21,11,11,9,20,13,14,22,61,17,19,16,10,13,8
"449",13,11,16,21,22,21,12,25,12,10,26,14,12,19,13,8,21,11,20,18,21,103,14,80,23,13,18,14,14,17
"450",13,11,10,10,20,21,11,13,14,11,16,42,8,21,17,11,13,12,11,12,10,10,13,10,18,17,16,15,43,11
"451",10,15,9,9,11,30,12,32,8,12,9,10,13,13,12,10,10,14,11,12,10,9,15,10,11,7,9,12,8,8
"452",76,30,18,9,9,9,13,10,10,16,20,18,14,74,15,41,11,16,43,11,10,8,9,17,15,11,12,9,9,13
"453",17,10,16,10,9,12,11,13,31,8,13,9,10,12,14,10,12,17,9,9,11,10,11,11,14,9,16,13,17,30
"454",21,10,25,11,16,21,17,49,20,188,9,14,15,29,85,16,26,191,127,14,9,11,19,18,16,21,15,22,25,14
"455",12,11,106,22,12,8,117,14,23,16,16,13,16,8,20,24,10,20,18,17,11,8,11,13,115,14,12,15,23,12
"456",8,14,33,19,15,7,11,9,16,48,17,12,9,12,19,13,10,16,17,18,21,12,19,46,33,16,19,9,9,16
"457",10,14,10,14,10,13,15,105,12,43,8,12,10,11,18,14,36,11,10,12,10,14,13,10,8,8,15,11,111,13
"458",10,19,22,12,11,10,17,11,18,11,17,11,63,11,10,11,13,60,10,8,10,9,10,26,18,11,17,12,10,11
"459",16,9,18,10,9,18,14,9,14,12,17,9,10,11,10,19,15,11,113,29,19,127,12,19,12,21,13,8,30,26
"460",7,9,14,12,9,10,23,19,150,16,18,11,8,21,18,16,64,15,13,8,15,147,13,32,14,11,21,14,30,10
"461",11,18,NA,11,19,14,15,18,14,15,78,10,10,10,7,14,9,NA,17,19,15,18,10,33,41,33,NA,16,15,24
"462",33,12,23,19,19,19,18,8,33,20,9,10,63,11,9,18,38,12,22,16,22,14,12,35,22,13,12,60,17,17
"463",78,14,14,16,8,19,19,46,12,10,120,11,10,13,15,18,12,105,13,17,9,10,10,10,10,16,11,12,15,10
"464",17,17,11,15,20,17,81,8,12,17,16,10,16,57,11,16,81,14,9,10,19,17,20,13,21,16,15,10,17,10
"465",13,10,10,6,8,15,9,12,11,13,8,9,35,12,8,10,33,18,11,13,22,13,12,12,15,18,12,17,17,10
"466",18,19,8,7,19,10,18,17,39,19,10,13,18,15,18,16,23,42,16,14,16,13,8,9,18,12,13,15,21,11
"467",17,17,10,12,15,11,16,13,10,10,9,26,12,11,15,12,10,10,24,10,22,10,9,13,9,17,30,14,12,13
"468",9,7,20,16,18,17,10,10,10,27,12,14,23,10,16,11,19,15,19,10,8,11,15,12,17,17,12,11,17,32
"469",11,11,17,11,8,25,14,19,20,19,16,8,9,8,10,26,12,35,13,9,12,25,14,8,15,37,21,9,11,22
"470",11,12,9,10,11,19,231,9,10,9,17,16,11,33,15,11,9,14,10,122,16,14,14,13,236,141,11,17,17,9
"471",10,10,11,14,61,10,36,11,33,14,9,12,10,13,26,31,12,9,10,21,13,7,36,11,10,61,8,37,10,10
"472",17,15,10,12,13,25,40,11,11,51,14,11,35,21,12,10,14,6,15,47,9,14,11,27,22,32,16,8,21,8
"473",13,10,13,12,13,8,11,59,10,10,58,15,12,11,12,12,10,14,9,11,10,14,19,15,9,9,15,15,12,11
"474",39,11,10,18,22,8,23,15,11,20,12,35,11,9,11,10,10,17,11,13,7,12,24,12,9,16,10,18,9,10
"475",9,19,19,8,10,16,34,19,11,21,13,16,15,8,14,34,18,8,15,10,20,18,19,15,12,11,8,11,7,17
"476",12,15,19,12,10,54,9,9,20,9,19,11,21,16,13,10,13,8,10,8,21,54,18,17,32,15,10,9,12,13
"477",11,33,19,14,13,9,22,15,19,20,18,13,12,12,10,34,303,13,9,108,10,19,303,11,14,27,23,15,21,15
"478",11,10,14,10,11,11,10,10,56,27,15,14,11,23,7,9,14,10,123,18,19,10,116,8,7,12,13,8,28,10
"479",20,8,11,11,13,13,11,17,17,11,54,11,12,20,52,15,15,18,15,20,15,15,12,17,8,10,12,15,13,16
"480",15,18,11,36,10,23,12,11,16,18,14,23,10,10,14,22,11,19,13,21,39,14,15,19,17,15,13,18,12,14
"481",21,11,8,31,13,15,9,8,9,18,10,34,8,28,65,19,16,23,8,20,81,31,12,27,17,10,24,25,84,13
"482",7,13,10,12,12,10,9,8,8,10,11,12,12,10,30,10,10,13,15,11,15,12,15,11,16,27,16,9,13,11
"483",10,12,10,21,99,23,8,10,15,21,10,66,79,15,9,12,16,12,100,13,14,14,22,13,15,9,12,29,8,15
"484",9,17,60,18,8,14,14,10,24,18,12,20,9,13,19,27,74,71,11,13,24,11,21,15,13,12,26,24,22,21
"485",10,18,18,15,7,10,11,18,10,28,57,27,8,32,27,27,13,9,26,13,14,30,59,10,12,22,16,25,13,10
"486",18,17,13,10,9,11,15,33,12,17,23,12,13,8,14,11,13,25,17,20,10,13,34,11,10,9,12,10,13,41
"487",15,40,20,17,11,17,8,17,132,22,48,11,15,50,13,11,10,75,13,11,13,51,14,12,35,51,132,21,9,23
"488",14,12,12,13,29,10,11,17,14,14,11,22,17,12,10,12,21,73,11,18,10,35,71,9,34,12,31,17,14,22
"489",11,41,7,19,11,12,8,26,8,8,13,8,13,12,8,13,8,16,16,23,13,17,9,10,11,10,13,44,8,21
"490",13,18,10,19,42,47,19,15,7,68,15,10,11,35,15,49,17,19,24,10,13,14,65,24,24,10,22,20,14,9
"491",10,8,10,13,9,11,10,23,7,9,17,9,6,14,18,14,26,45,12,18,7,8,15,40,22,20,23,9,12,13
"492",10,13,12,10,14,41,16,8,11,17,8,10,9,12,31,8,7,8,20,19,16,12,13,12,41,11,8,24,9,31
"493",12,11,11,9,14,8,10,9,12,31,9,9,11,15,9,13,10,30,11,11,8,10,11,8,10,10,11,9,12,14
"494",12,15,12,10,10,27,46,13,10,11,12,14,14,10,16,12,10,9,13,14,12,12,13,10,10,14,11,10,15,11
"495",31,14,10,19,9,192,12,13,9,7,13,11,8,9,36,148,13,9,16,11,8,13,137,195,19,34,15,11,38,12
"496",12,14,14,19,17,18,11,35,8,18,12,19,22,19,21,12,17,21,16,37,8,17,21,15,12,13,19,23,17,13
"497",13,12,9,16,20,9,13,19,8,13,19,14,10,10,11,10,12,13,8,10,11,11,14,10,9,16,14,15,41,42
"498",18,17,27,15,17,36,30,18,17,9,18,13,9,19,11,21,6,28,17,15,19,21,17,11,15,16,9,10,17,10
"499",20,17,46,12,18,16,11,17,20,10,22,11,21,11,9,16,14,22,16,30,14,176,12,44,15,72,20,10,193,8
"500",10,11,17,14,13,21,14,9,16,13,10,34,11,18,16,16,14,19,33,59,10,17,16,9,62,13,33,29,9,14
"501",13,9,13,11,18,24,11,17,14,10,8,11,10,11,12,15,9,27,8,16,12,9,12,12,12,12,10,10,11,9
"502",10,10,9,11,13,13,12,9,77,11,10,11,9,8,11,10,12,12,11,9,10,9,115,10,9,13,14,11,12,10
"503",11,12,9,37,9,10,19,10,9,10,15,7,10,9,19,9,16,8,10,35,26,23,10,11,17,15,8,19,18,23
"504",41,42,12,15,10,7,9,10,18,15,10,11,10,12,8,9,8,10,12,9,37,14,14,9,11,10,71,60,11,14
"505",9,11,22,45,19,16,7,13,11,18,20,12,8,13,87,13,29,17,9,17,26,11,9,35,10,8,92,21,22,38
"506",12,15,12,9,13,14,18,15,13,18,17,10,13,15,16,11,12,18,8,33,17,19,15,15,27,11,9,18,8,8
"507",13,12,14,14,10,12,12,7,13,10,13,15,15,9,10,15,13,14,38,7,11,8,11,11,11,15,14,17,34,11
"508",16,9,16,9,12,14,11,19,28,11,9,88,17,16,141,19,136,21,14,15,12,84,14,18,22,16,12,27,12,14
"509",21,13,20,12,11,17,16,10,16,16,16,12,15,15,12,11,54,11,13,14,9,14,65,9,20,19,10,12,17,9
"510",16,8,12,249,11,385,11,15,27,12,211,24,15,13,28,13,11,20,13,10,8,9,14,10,13,20,12,12,103,11
"511",31,55,10,17,54,16,14,9,10,24,85,38,25,20,49,19,22,16,42,15,8,13,11,81,12,10,25,15,21,30
"512",13,22,77,13,7,18,13,60,8,9,80,19,10,19,11,14,9,10,9,21,8,11,13,12,10,21,11,14,19,11
"513",16,11,12,15,11,10,31,24,16,65,13,10,19,82,23,29,22,10,88,10,14,10,18,9,10,10,11,24,10,15
"514",9,59,9,11,19,10,67,12,16,14,10,15,10,11,8,11,10,11,9,9,11,9,9,11,28,11,9,8,10,11
"515",88,71,25,10,11,7,17,11,29,20,16,11,32,13,22,9,46,84,51,15,12,21,16,15,10,10,31,11,12,9
"516",8,8,11,8,16,15,10,10,26,11,11,10,15,16,10,16,15,7,17,15,10,12,11,14,17,18,23,13,19,10
"517",12,21,11,8,12,13,11,16,13,9,7,NA,16,18,13,12,9,12,NA,14,12,13,13,13,13,NA,13,15,14,15
"518",9,13,10,84,20,13,11,19,10,33,92,10,18,16,17,18,12,11,12,13,11,11,8,15,12,11,9,14,12,12
"519",15,16,15,18,9,29,8,16,16,17,16,15,11,16,9,15,10,7,10,17,11,32,15,15,17,11,16,14,10,12
"520",12,18,17,21,39,19,16,23,11,11,39,10,23,9,12,10,11,13,16,13,26,21,19,12,19,23,16,16,19,13
"521",15,14,10,9,11,9,7,8,12,9,12,12,10,10,11,14,29,14,13,12,13,14,8,11,8,15,15,14,29,10
"522",10,24,18,9,19,10,10,9,16,19,11,23,15,19,11,9,13,14,65,9,15,70,12,24,9,11,8,15,13,14
"523",18,11,12,9,9,18,41,22,21,9,7,15,9,21,15,9,14,9,17,9,21,10,14,16,14,8,22,41,11,21
"524",21,14,19,22,12,11,13,9,17,8,8,10,11,11,27,16,9,11,10,68,17,10,9,10,66,25,13,13,18,25
"525",16,10,17,17,14,15,8,17,31,15,12,15,8,12,12,9,44,7,12,43,16,18,15,16,10,15,13,12,15,18
"526",14,11,21,16,15,16,11,21,14,14,13,9,11,35,12,21,18,16,17,15,36,15,11,9,17,16,15,11,9,12
"527",16,11,8,29,11,18,10,9,15,17,12,13,18,31,23,12,14,16,19,19,13,15,19,21,17,16,16,23,11,12
"528",13,6,16,9,10,12,49,13,18,10,16,42,9,16,10,13,15,8,12,19,16,11,18,15,11,15,13,14,21,11
"529",18,412,30,11,21,10,23,9,229,15,10,10,12,21,409,11,22,18,23,21,12,16,25,9,13,21,18,28,13,398
"530",14,10,12,14,17,18,11,15,12,14,16,7,8,80,75,9,7,13,9,11,10,14,14,13,7,77,9,9,18,30
"531",11,10,13,11,11,10,11,9,10,10,11,13,11,8,15,45,13,9,14,10,11,36,12,10,13,8,9,8,9,11
"532",9,17,10,40,10,19,11,12,12,21,11,12,17,37,22,28,18,20,19,15,10,13,12,11,12,16,22,16,11,19
"533",18,12,25,9,13,12,11,13,68,47,10,70,12,18,22,14,12,21,9,14,15,9,21,14,24,18,22,10,16,13
"534",14,150,14,55,17,10,13,10,43,22,19,14,99,11,35,19,12,52,149,37,23,20,13,17,20,15,12,22,14,14
"535",18,9,16,12,17,14,15,13,13,13,9,12,15,48,14,14,13,11,11,16,11,13,16,9,9,18,14,45,12,11
"536",16,11,9,11,11,14,12,11,10,11,10,13,8,10,9,14,8,13,11,10,9,38,12,14,44,10,12,9,12,12
"537",15,13,16,22,9,34,14,9,32,27,16,27,23,15,22,19,12,53,33,14,25,59,12,24,19,29,21,10,14,10
"538",9,8,11,11,11,8,16,15,9,13,11,14,13,9,15,9,33,8,9,12,10,9,11,9,13,9,10,10,13,42
"539",10,9,13,12,9,31,8,13,10,30,11,8,11,42,12,12,40,11,17,11,10,14,7,15,9,8,12,11,16,10
"540",10,23,26,14,18,15,11,15,24,11,10,23,13,16,13,11,9,18,17,11,37,20,11,18,18,14,21,23,38,11
"541",51,18,13,13,14,32,14,7,9,56,6,16,10,23,15,11,10,17,9,9,16,13,22,8,14,25,63,13,29,10
"542",20,10,18,12,22,14,13,10,111,12,11,10,19,10,97,12,13,12,16,15,112,18,22,15,19,13,18,18,17,9
"543",8,12,11,10,76,18,13,15,15,15,11,10,9,15,50,11,87,8,19,12,12,14,15,10,16,9,86,14,16,15
"544",9,11,14,13,11,25,10,15,11,13,15,11,24,14,13,9,12,10,15,9,11,11,12,16,12,13,14,14,13,14
"545",9,11,27,11,18,9,23,9,12,12,13,9,8,16,12,10,12,9,11,12,17,12,11,16,29,11,9,11,14,9
"546",12,11,13,8,9,11,17,13,17,30,17,10,11,12,18,8,12,12,15,58,9,9,14,52,15,22,13,13,11,17
"547",16,28,16,20,19,15,19,22,18,11,11,14,22,15,22,20,174,24,18,30,20,14,17,16,8,9,20,25,126,18
"548",NA,9,13,31,8,15,25,NA,12,10,15,10,12,12,11,13,20,16,NA,13,10,8,17,11,12,12,13,12,9,16
"549",11,48,37,13,9,13,19,16,16,16,18,11,21,24,12,17,14,21,8,16,15,15,10,19,32,13,16,36,12,8
"550",17,8,12,7,23,9,16,22,24,20,11,10,10,25,13,20,25,20,58,11,22,10,10,21,24,59,17,11,8,9
"551",34,9,10,10,134,11,23,13,11,40,15,17,15,13,13,14,34,18,15,11,17,14,14,143,46,12,10,12,14,15
"552",61,9,11,18,29,13,8,14,30,21,26,11,12,11,28,22,13,29,31,10,18,12,13,9,8,56,32,12,24,15
"553",11,12,13,14,15,12,9,10,11,15,9,12,30,17,29,9,12,9,12,10,14,13,13,8,10,10,14,13,7,10
"554",11,79,12,12,8,10,11,17,8,8,11,10,7,17,12,10,10,10,12,11,77,10,9,11,16,20,7,11,13,36
"555",11,11,9,12,7,11,65,8,8,18,18,17,14,41,14,7,12,10,11,7,18,10,14,17,14,10,67,12,8,13
"556",22,19,9,22,124,18,121,25,18,14,13,23,11,12,39,11,20,10,22,22,25,11,14,18,32,12,20,11,24,21
"557",12,10,14,33,15,8,15,12,10,12,13,12,13,12,8,11,15,11,10,16,15,12,27,17,15,9,12,12,14,12
"558",9,14,19,57,17,15,17,16,12,16,56,12,9,12,14,21,12,15,9,18,18,20,18,9,13,15,9,13,16,12
"559",14,21,11,11,13,26,16,11,15,20,9,10,9,8,10,17,55,20,9,9,14,489,16,15,75,18,18,13,9,244
"560",11,10,20,21,39,22,15,9,11,27,20,38,19,20,19,26,13,23,12,19,13,28,20,50,11,11,13,9,57,14
"561",10,23,15,18,9,11,18,8,12,17,13,8,13,75,15,8,9,12,9,62,12,16,11,11,9,8,14,76,18,16
"562",9,15,18,26,15,23,24,23,11,438,13,15,31,13,9,22,10,10,18,9,25,12,23,NA,18,17,NA,15,21,22
"563",9,16,11,14,9,13,13,11,14,11,27,11,10,9,12,30,7,11,8,14,10,10,13,10,10,9,9,9,7,8
"564",18,20,13,11,13,21,17,17,16,9,41,20,17,14,19,9,11,11,21,9,8,23,18,15,44,18,11,18,11,21
"565",11,9,12,23,12,11,21,15,18,11,94,8,18,12,11,13,9,19,17,12,18,20,15,20,10,18,7,81,15,11
"566",9,23,21,44,14,10,17,9,17,11,8,28,12,20,20,26,7,27,37,12,20,32,21,31,9,19,10,22,25,22
"567",11,11,41,10,13,9,12,10,10,9,10,10,10,6,11,16,16,34,9,7,9,13,8,9,24,13,9,7,11,20
"568",9,10,13,11,14,10,14,10,15,10,14,14,14,13,17,13,14,12,11,11,10,11,9,12,15,16,26,25,13,12
"569",25,88,17,12,16,17,11,10,11,10,11,14,63,9,13,11,8,11,14,19,24,7,16,13,12,NA,10,11,19,NA
"570",12,14,16,14,15,15,14,18,20,18,11,15,18,13,15,10,20,26,29,16,14,10,10,10,17,15,13,13,10,8
"571",8,15,18,18,16,17,15,40,9,16,11,16,15,12,15,44,14,18,16,12,8,8,10,16,17,22,17,8,17,6
"572",18,13,9,358,8,12,19,15,13,9,15,16,19,11,13,9,9,34,26,28,50,19,12,10,79,13,10,21,14,23
"573",10,17,11,13,12,68,19,17,16,14,12,16,10,9,16,69,13,15,9,34,16,14,10,11,18,12,15,37,10,12
"574",13,14,11,11,69,12,16,11,77,16,9,7,17,15,12,37,15,19,10,32,9,8,77,62,8,11,15,11,17,8
"575",136,14,175,13,10,8,13,8,8,10,15,179,13,13,21,16,10,11,12,10,15,25,13,12,14,12,14,11,19,9
"576",12,12,44,16,11,10,25,21,22,24,20,10,27,12,10,13,15,22,12,10,21,12,26,11,39,19,37,14,19,15
"577",12,11,11,17,11,14,55,17,16,44,12,19,15,13,10,56,14,12,14,11,16,12,8,8,16,16,14,15,12,13
"578",75,19,17,12,10,20,14,19,86,24,26,12,16,15,8,12,20,18,8,14,27,15,12,41,64,13,25,27,16,26
"579",19,10,11,10,55,10,9,17,24,18,9,8,10,54,12,22,11,25,13,25,12,23,25,8,9,9,10,12,20,22
"580",16,427,15,14,19,10,12,16,9,12,11,13,23,14,21,12,489,14,79,472,14,18,14,18,20,24,70,10,14,284
"581",12,19,15,45,9,15,14,55,20,11,12,21,10,12,10,9,11,14,14,14,9,12,17,11,12,10,16,21,16,9
"582",9,7,12,14,9,8,32,66,10,8,11,11,11,9,10,11,13,12,7,8,12,10,7,8,10,8,11,12,11,13
"583",14,10,10,19,13,10,12,71,10,11,8,48,12,25,21,9,11,13,13,23,9,7,18,18,14,16,12,77,17,10
"584",17,9,9,13,14,10,16,12,10,19,14,12,14,15,10,12,12,13,10,18,17,9,39,12,17,10,38,20,13,12
"585",13,9,15,10,10,14,17,40,17,33,13,16,14,16,17,16,17,9,17,16,11,18,18,14,15,14,13,16,17,11
"586",17,17,13,17,22,19,17,17,44,9,15,15,9,39,8,19,15,21,23,14,9,24,17,19,19,9,9,16,15,10
"587",12,29,8,11,14,13,13,12,18,9,10,13,16,13,12,9,16,9,9,12,11,10,11,10,10,15,11,10,29,11
"588",13,16,11,12,23,15,52,15,11,9,11,17,15,15,19,42,19,25,10,13,14,9,7,17,17,50,19,9,10,10
"589",10,12,16,13,23,19,22,38,9,11,20,13,11,21,8,64,11,16,28,14,34,10,9,9,13,65,22,12,14,35
"590",17,20,17,18,13,16,15,26,12,11,15,12,37,18,8,21,12,11,26,32,35,10,18,14,20,11,10,13,29,16
"591",25,11,13,11,11,11,10,10,10,13,11,13,12,12,9,10,10,13,12,10,12,11,25,12,12,8,9,14,10,9
"592",10,10,15,12,7,13,165,21,163,9,11,10,16,127,14,14,13,16,17,11,11,16,17,11,35,27,10,16,18,10
"593",9,11,9,10,10,9,8,8,10,14,11,12,12,14,8,7,11,14,15,11,14,8,13,8,21,10,15,29,8,10
"594",24,16,31,9,16,14,12,9,17,14,14,15,11,9,244,72,13,11,10,24,11,17,41,253,19,10,250,12,9,26
"595",15,10,14,16,20,13,11,18,21,12,13,17,12,15,10,15,24,32,20,18,11,11,16,12,11,12,16,28,9,10
"596",15,16,13,16,14,11,19,16,34,13,12,16,15,10,11,14,16,12,13,34,16,16,13,14,14,13,14,16,9,9
"597",10,27,13,14,14,12,10,11,17,11,16,12,22,14,11,29,13,17,9,9,11,10,17,20,14,12,10,30,13,17
"598",18,10,11,23,8,9,10,9,9,11,10,9,11,11,9,8,11,11,11,9,12,12,10,12,12,8,9,9,10,11
"599",13,11,17,30,8,17,17,8,10,30,10,8,9,11,12,13,15,10,15,11,10,13,8,21,12,12,18,7,24,14
"600",8,13,9,14,14,10,11,38,15,8,10,13,11,9,10,10,10,11,11,7,12,8,11,11,40,12,13,11,9,14
"601",10,9,11,16,15,12,19,18,7,11,7,11,10,33,18,8,14,17,33,11,8,9,12,19,8,14,15,13,9,9
"602",12,12,14,9,14,13,15,18,11,11,16,13,10,76,10,15,17,12,10,6,20,74,10,9,20,14,12,8,12,15
"603",10,25,66,68,16,17,22,11,15,23,7,10,9,20,50,26,20,12,25,11,14,17,18,25,10,14,12,10,10,8
"604",11,12,9,11,12,6,9,11,13,12,14,15,7,14,9,13,9,10,21,12,12,14,10,10,11,11,22,11,10,10
"605",13,46,11,10,13,12,10,10,12,21,8,13,12,10,12,25,8,8,36,21,11,10,10,11,23,22,45,23,22,34
"606",13,9,9,12,78,7,12,8,74,13,12,9,13,10,13,8,7,43,9,8,13,71,15,12,16,12,12,9,11,9
"607",44,9,16,19,11,23,22,12,27,21,13,16,14,28,44,22,18,14,13,10,13,13,14,20,8,18,24,7,21,17
"608",17,18,13,17,15,18,45,21,10,14,12,8,16,17,17,15,11,15,11,12,10,11,15,18,14,9,48,14,19,13
"609",9,11,108,9,14,16,10,9,11,17,15,12,9,98,13,8,13,16,10,16,14,17,13,12,13,16,16,15,8,10
"610",11,13,20,19,14,15,12,12,17,10,13,39,18,19,17,20,15,21,16,11,38,21,14,15,9,11,17,17,19,16
"611",14,11,17,43,20,23,12,10,27,21,12,17,15,30,16,56,13,24,27,10,11,18,11,10,22,14,52,9,11,17
"612",15,9,12,10,30,13,18,186,12,11,10,30,10,27,38,10,12,11,11,21,27,16,8,12,10,20,11,185,88,37
"613",14,14,19,21,11,29,15,11,9,15,23,42,24,24,11,13,15,21,22,45,21,10,8,13,10,27,17,27,17,11
"614",11,24,13,12,9,10,10,20,78,9,14,15,77,9,9,21,17,24,14,10,64,10,10,14,19,21,15,18,10,15
"615",17,17,12,15,10,13,8,97,8,24,8,13,13,16,206,9,9,12,280,12,9,22,18,18,14,11,11,19,16,13
"616",12,9,7,11,9,9,9,8,9,8,9,13,8,8,29,7,27,11,12,9,11,11,12,8,9,8,9,9,11,12
"617",29,22,13,18,19,10,18,12,17,12,12,11,9,37,64,16,16,13,14,52,13,10,52,8,66,51,9,11,18,19
"618",10,17,16,48,15,14,15,12,10,9,14,9,10,11,10,15,17,15,11,9,18,9,13,17,16,13,12,11,47,12
"619",12,34,13,13,12,15,19,19,13,15,35,15,12,21,20,21,17,19,19,19,20,14,21,10,18,15,16,19,16,11
"620",9,65,9,13,16,9,22,31,8,40,24,24,11,11,18,11,17,7,66,16,10,11,9,20,25,27,17,8,46,15
"621",30,16,31,18,15,9,11,12,11,16,14,16,9,9,9,15,10,16,10,11,9,17,17,9,12,18,12,10,7,11
"622",12,16,11,22,13,10,14,9,18,20,16,39,17,18,12,13,24,11,64,14,14,9,7,49,39,101,11,19,11,14
"623",10,13,9,10,53,12,8,11,52,22,10,10,14,23,17,12,8,11,24,10,8,10,10,23,12,10,11,9,16,9
"624",14,16,11,12,12,11,58,11,21,11,7,8,13,10,57,17,13,9,13,11,18,9,11,14,47,12,11,13,8,9
"625",15,14,11,18,24,18,20,14,7,11,186,13,190,11,22,10,15,11,18,20,10,21,11,23,12,19,18,10,11,170
"626",20,17,20,22,16,12,20,21,20,16,26,44,20,25,12,11,26,21,17,43,10,18,10,10,18,14,16,15,21,10
"627",19,11,20,18,14,23,12,17,17,16,10,9,17,9,23,13,10,17,25,9,19,16,20,17,20,29,17,22,14,10
"628",17,10,8,8,10,12,14,15,85,9,9,13,13,8,10,44,54,13,18,88,8,9,9,10,8,32,10,8,14,10
"629",14,14,32,22,10,12,14,11,20,12,28,13,11,12,19,12,12,11,16,19,16,15,12,16,11,10,14,12,13,18
"630",154,19,10,17,17,9,11,12,15,18,11,18,17,9,15,12,53,17,12,40,8,10,10,14,7,15,11,12,138,12
"631",11,11,9,15,16,17,28,10,14,10,41,22,13,9,13,13,15,15,8,12,10,19,17,13,16,17,14,27,14,15
"632",13,29,16,20,16,9,12,17,47,16,22,12,17,11,11,9,16,11,12,12,20,20,14,63,34,14,9,72,15,20
"633",10,10,10,15,13,8,19,9,10,14,13,10,9,13,14,8,14,15,14,12,9,9,30,14,8,29,10,15,12,17
"634",12,10,14,14,9,12,12,23,22,13,12,11,14,16,12,34,14,26,22,8,20,18,14,33,25,25,21,23,24,20
"635",13,10,14,11,10,16,14,15,18,9,16,20,13,10,14,14,13,9,23,9,60,10,13,10,55,14,11,8,16,9
"636",29,11,10,7,10,9,10,10,10,11,7,10,10,9,8,7,13,12,10,10,9,9,9,8,9,8,8,10,9,17
"637",14,10,10,13,14,14,13,10,11,10,39,15,12,13,10,14,12,41,10,11,9,20,13,13,12,16,9,16,12,17
"638",14,14,9,14,11,13,9,13,11,38,11,7,15,17,10,18,10,14,17,13,16,14,10,10,9,14,8,33,25,14
"639",11,10,96,146,10,10,17,12,14,52,10,8,12,11,10,14,10,8,15,12,17,54,14,131,15,9,10,10,11,12
"640",12,11,19,10,14,9,11,15,20,30,16,11,12,20,8,13,16,10,16,15,16,17,13,15,13,8,38,34,8,16
"641",13,21,15,9,12,8,13,13,NA,13,17,19,14,13,13,10,40,10,9,19,13,31,132,19,14,NA,27,15,11,29
"642",123,113,10,11,39,132,15,13,12,7,42,13,41,8,10,12,13,18,12,12,12,20,8,9,20,18,10,23,18,10
"643",37,43,19,23,38,11,16,30,32,12,20,16,21,21,72,13,16,16,12,10,21,61,19,11,22,10,30,72,16,12
"644",23,12,13,9,11,12,25,24,26,75,14,8,23,9,11,7,13,18,12,89,10,15,21,10,13,10,13,20,9,89
