"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"205",15,9,16,15,14,13,16,9,12,10,12,13,16,12,12,12,8,10,21,10,27,12,18,13,28,13,9,8,15,12
"206",51,30,9,15,12,9,26,9,52,10,9,35,62,8,16,20,7,10,11,8,42,13,9,13,16,14,12,16,70,8
"207",111,13,12,16,8,10,12,10,8,22,18,28,97,14,25,12,111,10,10,9,20,11,17,7,11,12,11,21,12,9
"208",17,15,10,17,18,12,22,18,9,9,12,35,9,9,13,11,12,12,14,11,16,10,12,10,10,12,16,36,12,15
"209",12,16,20,17,16,25,9,12,13,30,11,10,34,11,15,11,10,14,21,10,31,12,19,26,34,47,33,19,48,16
"210",28,17,17,13,320,19,12,17,18,12,14,19,10,16,20,10,13,13,320,17,16,13,17,19,12,22,19,73,13,11
"211",10,20,13,10,13,12,22,28,22,14,26,15,16,8,27,15,18,8,64,13,11,17,13,17,19,12,48,28,7,17
"212",14,18,17,10,10,14,16,40,11,17,13,22,12,7,21,31,15,11,11,7,11,14,11,8,24,9,14,23,14,12
"213",20,9,9,8,7,7,35,9,22,7,12,10,12,12,7,34,13,8,13,14,9,14,13,18,17,15,11,9,16,14
"214",9,14,60,7,24,9,13,16,24,16,8,10,176,170,10,25,14,23,10,9,10,14,9,12,12,12,15,11,15,14
"215",16,24,18,12,21,36,11,20,8,19,10,21,10,20,20,22,11,11,9,40,10,16,8,9,11,16,17,15,16,9
"216",16,12,9,12,15,10,10,13,18,14,13,16,13,12,11,9,10,30,17,13,12,13,15,17,28,12,9,18,19,16
"217",21,7,20,21,20,14,15,19,11,13,15,33,10,14,21,17,10,19,17,15,10,20,19,21,33,18,11,17,14,20
"218",45,17,11,9,15,16,73,11,52,10,12,30,10,13,10,46,14,11,15,15,15,11,10,10,15,15,17,12,22,67
"219",8,20,14,13,22,10,32,316,9,13,11,14,17,29,10,16,9,140,24,24,14,10,30,20,315,17,11,17,9,9
"220",9,16,12,18,21,9,10,93,20,9,9,17,10,15,16,24,24,20,12,17,14,10,12,102,15,13,9,37,13,25
"221",9,10,367,10,14,25,8,6,13,14,14,10,12,14,33,10,14,8,8,154,10,18,31,9,8,343,11,31,8,9
"222",9,24,9,18,14,15,39,16,24,11,17,10,24,17,10,13,38,15,32,8,9,22,10,23,8,17,22,23,13,22
"223",14,11,27,18,11,46,18,22,11,22,10,32,14,12,12,32,14,18,19,12,12,22,18,15,21,20,12,8,41,22
"224",14,13,20,10,9,30,11,10,12,16,17,13,16,9,41,11,9,13,7,13,15,16,45,9,19,9,19,24,12,23
"225",10,73,16,22,12,20,23,24,18,13,11,16,10,16,34,12,14,9,22,7,73,15,9,11,15,11,12,10,39,48
"226",10,13,16,9,9,41,19,17,49,16,41,13,10,17,20,13,10,74,20,9,11,37,20,19,47,72,9,18,17,48
"227",8,49,12,11,26,20,14,56,14,106,8,58,44,10,30,25,30,9,14,16,9,12,10,21,56,98,20,15,11,24
"228",17,8,12,14,18,19,13,23,20,17,12,149,14,12,15,11,13,20,21,21,18,180,16,19,8,20,18,19,21,181
"229",9,8,10,11,10,44,18,22,8,9,11,12,23,141,12,15,8,8,8,143,13,21,9,16,14,10,20,9,11,13
"230",16,11,8,18,13,13,19,17,8,14,13,10,10,16,10,14,13,10,34,34,10,14,19,20,16,12,8,12,18,11
"231",10,9,14,11,9,10,17,12,17,10,14,9,15,10,17,16,17,12,18,8,11,12,9,44,11,39,15,16,18,9
"232",14,11,15,15,13,13,29,9,72,23,11,8,39,22,9,12,10,14,13,11,12,16,18,72,49,43,29,11,9,15
"233",11,15,28,45,8,20,9,11,15,14,10,13,10,11,11,13,12,13,12,15,50,17,11,12,10,10,11,13,18,11
"234",16,13,61,17,10,18,9,16,12,9,9,14,58,14,13,13,8,8,10,11,8,9,22,12,42,13,7,13,11,13
"235",10,16,10,45,31,18,29,46,17,13,30,15,16,13,31,13,15,21,16,10,14,11,27,14,11,24,22,14,10,15
"236",10,14,11,20,9,14,13,12,11,16,10,13,12,11,24,12,9,14,8,16,13,11,12,10,11,13,13,13,14,9
"237",10,8,20,51,14,19,16,10,13,19,21,17,328,15,8,7,14,18,9,14,19,22,11,14,NA,22,10,8,16,12
"238",9,10,11,11,8,10,20,14,NA,42,22,13,11,NA,16,18,11,8,18,17,9,13,18,14,12,16,19,19,44,37
"239",24,16,20,23,28,27,14,12,11,13,19,22,21,26,21,19,12,10,24,18,18,9,11,15,9,20,42,20,41,20
"240",16,14,10,15,23,26,29,12,12,26,15,11,9,25,18,45,10,13,9,10,15,11,24,22,13,9,23,19,44,26
"241",31,8,29,11,34,9,17,11,10,19,8,11,28,24,38,11,28,8,12,17,61,10,8,61,12,14,15,44,10,14
"242",10,84,16,15,9,11,51,15,11,13,13,17,10,13,8,19,13,16,83,9,9,13,13,16,15,12,12,13,12,16
"243",20,21,19,38,12,37,22,18,11,11,21,15,17,15,9,12,20,18,21,9,20,13,21,13,21,20,20,19,14,18
"244",13,72,14,39,15,16,73,9,10,55,35,20,8,12,10,47,8,49,9,10,11,13,11,17,23,11,18,13,12,12
"245",11,11,10,9,12,9,10,8,10,10,11,24,12,9,14,11,11,14,12,12,9,12,11,11,12,25,12,10,16,11
"246",71,21,9,23,21,9,22,10,18,23,10,24,6,16,67,10,15,9,24,22,20,7,12,18,9,26,22,10,18,44
"247",36,20,9,16,11,9,10,17,12,19,21,10,20,8,9,18,26,20,12,12,11,18,21,9,16,18,39,20,22,13
"248",8,21,10,12,10,12,15,114,11,9,18,10,17,14,14,7,8,118,10,13,9,19,28,15,13,8,18,10,10,8
"249",28,9,11,48,107,11,8,23,41,10,8,14,28,19,6,10,23,22,24,10,42,35,20,22,94,17,26,18,23,10
"250",14,17,13,NA,16,15,17,10,10,16,18,14,15,16,11,64,15,16,19,NA,17,10,10,12,10,18,21,10,16,10
"251",9,26,9,9,23,9,10,48,22,21,35,32,13,20,9,20,9,11,15,17,16,24,18,12,51,13,54,14,9,25
"252",31,13,58,29,15,10,12,49,14,10,18,9,13,30,30,14,16,33,17,19,15,15,13,10,16,19,21,13,56,20
"253",28,11,25,55,13,12,18,16,7,14,18,22,7,20,24,21,12,8,9,16,13,17,23,11,15,50,8,17,8,13
"254",11,10,15,17,9,13,18,23,15,10,9,17,10,18,11,9,21,10,17,23,41,11,21,11,14,18,16,10,40,20
"255",8,13,94,18,17,61,26,12,9,15,9,16,57,7,11,11,8,56,9,10,12,26,16,15,16,20,11,9,17,10
"256",10,28,13,10,9,14,21,38,15,15,8,9,10,18,10,8,13,15,41,15,11,11,19,13,16,11,11,13,42,13
"257",14,16,13,13,14,12,10,11,12,11,13,12,12,30,12,28,16,13,18,11,10,14,9,14,11,14,13,14,10,14
"258",111,423,14,9,14,13,23,11,15,12,148,16,10,8,9,10,19,10,22,8,8,13,13,18,18,15,14,20,16,10
"259",20,17,12,11,9,9,12,10,10,17,14,16,17,10,15,45,11,49,17,15,16,16,9,13,17,9,13,14,23,18
"260",9,15,12,7,8,14,11,9,12,12,13,9,10,11,10,32,10,10,10,12,30,16,11,13,10,11,12,14,14,11
"261",13,13,10,27,9,14,10,9,6,11,15,30,12,15,11,16,9,9,12,11,12,11,10,9,7,11,12,9,15,11
"262",8,9,13,8,15,18,16,13,11,10,11,10,11,27,9,15,8,8,11,12,14,12,13,9,12,11,12,27,16,15
"263",18,14,10,11,7,9,NA,9,NA,9,9,18,58,8,9,17,15,12,18,9,10,10,14,16,13,8,8,9,17,13
"264",12,8,12,18,8,8,11,15,10,15,15,49,11,12,17,13,13,16,9,9,15,10,10,13,15,14,9,15,12,58
"265",24,14,26,24,26,24,17,10,25,6,24,23,34,8,11,26,15,23,28,21,9,20,23,9,227,16,12,26,12,233
"266",57,7,13,18,14,11,15,10,12,16,14,11,10,23,13,21,8,17,13,23,25,12,51,14,9,20,22,27,23,22
"267",78,9,8,10,9,14,11,40,13,9,13,20,8,15,46,14,8,15,14,9,11,12,13,10,11,86,9,10,9,8
"268",11,12,12,9,12,14,13,15,11,12,11,11,12,12,9,11,13,27,8,8,10,11,15,14,10,27,8,15,15,12
"269",14,9,14,15,97,16,16,9,8,17,14,11,11,12,103,14,19,11,14,14,9,10,22,9,13,22,11,17,41,20
"270",28,16,23,20,10,22,32,15,13,11,18,19,9,27,11,11,19,18,19,11,11,12,14,15,49,17,11,51,10,15
"271",9,11,10,7,10,9,10,15,13,50,14,9,8,11,37,9,13,9,9,10,10,19,15,19,10,14,12,14,9,8
"272",24,12,12,23,9,29,20,12,17,16,12,10,12,262,15,13,11,10,10,10,17,11,280,16,20,11,9,10,13,9
"273",15,19,15,16,14,15,11,12,18,13,18,10,16,17,13,14,16,16,15,11,10,14,12,14,12,17,15,45,16,41
"274",11,8,9,10,10,8,14,10,15,16,30,46,15,47,15,14,11,12,9,17,11,10,9,14,8,16,13,13,9,10
"275",12,10,16,9,33,40,51,11,36,16,30,53,36,8,13,12,12,16,15,14,13,14,12,36,9,10,8,11,33,21
"276",14,16,14,12,11,12,10,14,16,14,37,13,17,12,16,10,13,34,16,10,15,12,12,11,17,15,12,16,12,12
"277",26,8,17,15,11,8,11,13,21,8,11,11,11,10,12,14,8,14,12,12,7,11,9,8,11,8,11,45,11,9
"278",11,14,9,10,16,9,21,12,13,12,8,19,27,14,15,12,9,33,10,11,8,9,9,14,14,29,8,9,11,9
"279",9,13,18,17,14,12,21,11,10,14,17,16,46,11,16,14,10,7,10,13,16,12,19,17,10,20,15,52,18,7
"280",14,17,17,16,14,12,15,16,36,15,12,11,31,13,16,17,10,9,10,15,13,18,14,13,13,14,15,14,17,9
"281",19,9,14,15,18,13,10,7,83,11,8,10,10,12,9,10,13,20,76,12,13,13,18,8,12,13,12,11,19,8
"282",21,12,11,66,15,10,21,10,11,9,9,9,20,10,47,13,17,14,9,13,20,11,18,15,19,12,13,9,7,13
"283",52,12,12,15,11,10,20,11,11,29,13,17,10,14,70,12,19,21,11,12,11,74,11,18,35,27,27,26,11,8
"284",16,18,12,17,18,11,11,12,12,12,15,22,54,11,14,20,12,8,12,13,28,11,16,10,16,16,79,10,15,78
"285",8,30,20,9,9,12,21,28,13,19,15,16,16,8,12,17,13,16,11,14,14,8,12,10,15,13,20,17,10,25
"286",20,42,12,15,12,14,138,160,23,12,10,58,10,9,8,20,24,7,30,20,25,19,13,24,20,20,159,12,11,11
"287",11,12,29,28,203,9,8,9,11,7,34,28,22,17,10,134,11,20,12,208,26,13,12,12,21,39,26,29,11,31
"288",12,15,30,17,8,11,22,22,19,21,60,9,10,14,22,10,319,10,326,13,15,309,7,76,16,15,16,13,15,18
"289",11,14,18,7,172,15,16,17,15,92,9,18,7,15,14,13,10,17,11,9,9,16,150,17,19,18,10,16,169,15
"290",12,13,12,10,23,16,19,30,10,8,17,17,40,26,25,11,46,10,19,15,13,22,17,21,12,8,21,17,10,8
"291",6,8,11,11,41,7,12,12,18,19,15,9,12,14,28,9,9,12,8,13,10,13,16,20,10,8,41,10,10,11
"292",11,12,9,17,11,101,13,16,16,18,10,30,389,16,15,12,17,18,50,37,10,18,15,9,10,8,45,376,12,11
"293",41,12,22,9,27,15,11,8,16,12,19,22,18,10,11,12,42,21,16,12,15,12,31,12,15,16,14,17,14,27
"294",10,17,10,12,10,9,59,22,22,15,8,12,21,29,10,8,11,12,11,10,10,57,38,8,10,16,13,42,15,12
"295",19,10,25,8,68,11,9,15,61,16,12,24,20,10,12,26,10,11,21,9,13,8,9,7,15,12,12,9,11,11
"296",90,14,17,17,19,9,14,12,10,87,11,15,32,13,9,39,13,10,9,21,16,14,9,9,14,18,9,11,8,11
"297",9,9,28,8,25,39,28,10,9,12,28,26,19,28,28,12,26,15,13,16,8,27,15,59,16,13,8,9,9,24
"298",11,8,9,13,8,8,8,26,12,11,10,9,13,24,12,10,11,12,11,10,10,8,9,12,11,10,11,13,9,9
"299",12,7,21,11,13,41,13,14,43,9,24,16,14,8,31,12,28,16,7,11,22,11,11,10,21,12,20,30,15,16
"300",15,20,12,17,22,13,17,12,35,35,20,20,11,10,16,14,13,10,9,17,17,14,10,19,18,22,19,20,13,20
"301",12,11,13,14,21,31,15,10,12,41,19,9,9,15,12,16,44,18,9,13,9,14,14,25,7,16,19,13,9,9
"302",12,10,11,10,15,11,12,57,9,13,42,20,10,13,53,17,10,16,9,12,12,11,10,14,14,14,46,11,12,10
"303",13,14,16,23,134,33,7,137,15,14,22,8,8,20,17,11,11,13,23,13,13,8,8,9,8,9,10,11,13,16
"304",18,10,16,9,9,9,13,12,9,10,10,9,8,21,10,13,11,8,27,10,9,11,11,10,9,11,17,11,10,13
"305",9,14,15,32,11,8,13,15,12,12,16,9,14,11,14,28,16,11,12,10,12,9,16,15,17,10,11,11,8,15
"306",12,13,15,9,11,11,14,10,11,13,12,14,14,10,10,9,11,22,11,10,11,10,14,15,15,24,14,11,14,12
"307",17,21,25,15,8,16,18,12,26,12,9,10,25,24,12,8,9,19,17,13,14,9,15,11,13,9,10,13,39,37
"308",43,17,10,9,9,18,21,9,16,13,19,22,13,21,12,10,44,11,9,14,14,16,9,10,8,16,16,16,10,16
"309",15,10,11,9,19,15,13,16,28,8,12,10,10,17,14,8,13,17,12,29,21,14,12,13,10,13,19,8,9,15
"310",15,13,12,10,12,17,31,11,12,14,12,32,11,13,14,14,14,12,13,18,16,15,11,14,10,7,13,12,11,23
"311",8,16,8,13,14,15,13,13,21,12,12,74,12,15,18,61,17,14,12,12,18,11,20,13,13,12,9,9,16,11
"312",9,10,12,7,17,9,9,10,61,9,7,16,8,55,8,11,16,9,8,10,9,8,8,11,8,13,44,15,8,9
"313",8,12,8,NA,13,8,19,20,11,16,18,8,9,19,10,27,17,8,11,NA,9,11,10,10,11,12,14,11,14,17
"314",15,11,10,14,11,15,15,17,12,8,7,44,14,20,21,15,14,9,10,20,42,14,21,17,20,9,17,11,23,8
"315",16,16,12,62,14,12,70,16,10,11,12,16,16,17,14,11,11,11,11,10,72,9,13,13,11,9,15,11,10,13
"316",10,12,15,22,14,11,16,20,23,20,14,16,9,16,38,10,38,24,18,14,11,13,13,13,15,12,12,11,21,8
"317",12,49,13,35,7,11,12,20,10,13,22,14,11,11,34,9,19,15,19,10,13,13,36,14,19,17,19,47,13,10
"318",17,9,11,12,14,12,8,33,9,13,20,18,10,10,13,10,7,9,11,10,11,13,18,15,12,10,16,28,14,15
"319",17,25,10,11,12,91,10,12,11,182,15,10,15,9,17,28,62,10,57,17,13,13,12,191,14,33,14,14,11,10
"320",14,11,19,12,12,12,10,10,43,21,15,16,12,10,16,9,12,13,18,7,13,13,13,14,45,13,13,11,13,11
"321",13,11,8,16,16,8,8,14,17,15,16,12,17,18,11,19,8,16,16,14,16,15,12,18,31,31,17,13,11,17
"322",29,12,14,21,126,12,12,9,8,11,34,10,15,13,7,116,13,10,28,11,12,97,15,8,28,9,26,17,66,13
"323",9,11,15,19,12,39,56,18,13,12,11,21,12,19,8,12,16,74,71,10,12,18,28,6,16,59,13,12,9,10
"324",7,9,11,9,14,97,14,11,7,11,14,10,12,11,7,236,10,8,8,9,214,17,11,14,9,9,20,12,9,22
"325",12,10,10,11,11,13,458,17,10,11,9,11,11,13,431,16,11,13,14,101,7,17,8,10,13,13,7,11,9,13
"326",8,8,12,21,64,11,83,18,12,13,24,10,12,24,16,18,19,23,20,19,14,18,9,19,18,20,21,10,13,22
"327",28,22,10,13,9,60,11,10,10,16,19,10,14,15,25,8,52,15,11,13,12,25,14,11,14,10,22,9,12,16
"328",8,8,33,9,16,15,9,11,17,12,7,10,33,52,10,10,10,45,12,12,11,12,9,9,28,17,13,47,12,27
"329",21,14,13,8,21,17,25,10,13,18,36,22,12,22,8,23,17,10,16,24,8,22,10,13,9,37,12,19,23,8
"330",15,10,9,24,9,9,15,16,11,15,12,21,13,12,14,13,20,9,10,12,13,17,28,17,44,13,37,15,24,20
"331",14,10,17,32,13,14,28,18,31,52,11,12,11,15,10,13,19,11,19,26,14,52,8,25,10,9,25,12,14,32
"332",11,12,13,8,10,39,11,14,12,7,16,15,16,11,39,8,15,14,48,12,16,13,12,50,36,14,12,28,12,11
"333",13,13,13,27,13,12,14,10,15,14,11,11,13,13,14,11,31,13,13,11,11,14,9,14,16,10,11,9,10,11
"334",11,9,26,12,53,14,16,22,20,11,14,17,14,25,31,15,55,39,9,9,9,27,19,9,13,11,22,13,9,9
"335",14,8,10,8,10,14,15,10,13,8,7,6,24,46,10,13,21,24,8,9,24,10,21,10,45,10,12,10,11,26
"336",18,15,20,18,17,16,13,8,14,25,7,16,17,21,10,15,10,19,18,9,15,28,18,7,15,8,12,12,11,17
"337",14,15,10,14,13,13,10,8,16,94,8,11,9,22,7,15,12,8,21,10,23,107,28,19,11,108,8,11,8,20
"338",15,10,8,14,7,9,10,10,16,11,9,12,7,12,17,26,10,31,10,7,11,31,12,13,10,15,8,18,10,13
"339",17,13,44,15,18,15,9,13,13,10,13,10,16,19,16,16,18,15,15,17,14,13,13,13,21,8,18,44,15,11
"340",19,10,34,24,9,16,18,7,10,11,12,8,12,13,11,17,13,13,36,9,16,23,16,19,20,17,19,13,11,12
"341",10,9,11,20,15,15,12,35,11,20,19,10,10,10,20,19,51,12,17,10,19,43,11,17,20,17,12,11,10,17
"342",16,10,10,14,13,14,10,30,19,9,11,8,17,12,16,10,15,12,10,14,12,17,14,12,32,14,9,8,15,13
"343",75,9,24,10,9,9,22,20,7,7,9,21,13,9,10,8,15,70,11,9,13,10,9,8,21,13,12,9,25,15
"344",14,17,17,14,9,12,15,13,12,12,12,12,9,16,28,8,9,8,15,15,10,11,8,14,30,16,9,13,13,16
"345",11,20,9,13,8,12,10,21,27,12,17,23,11,8,50,23,17,22,23,17,12,48,10,20,19,25,15,14,22,10
"346",8,18,10,9,9,13,16,11,11,12,11,8,9,8,11,14,9,12,16,46,73,10,18,25,9,10,238,238,10,9
"347",10,14,13,267,12,11,27,13,9,22,74,11,28,82,15,12,20,11,11,11,18,20,29,16,67,11,12,13,12,14
"348",21,20,10,8,9,24,35,15,14,65,14,11,13,13,11,12,17,10,17,60,37,20,10,9,10,17,17,14,17,11
"349",43,15,12,9,13,9,19,10,9,18,15,9,27,18,59,52,16,15,16,11,16,12,9,58,9,15,11,9,13,11
"350",11,22,11,8,12,8,21,12,7,13,58,11,16,21,9,9,12,10,61,18,16,20,15,17,16,31,10,28,17,19
"351",13,13,11,16,19,17,11,17,50,16,29,24,75,28,22,9,8,8,17,15,12,12,16,75,28,20,22,60,12,11
"352",9,8,12,9,10,9,14,13,11,27,8,7,9,10,12,9,13,8,10,8,28,9,10,8,8,6,8,8,11,7
"353",19,42,9,14,10,17,21,49,7,92,92,17,12,20,20,15,9,14,10,19,7,41,58,12,14,11,9,24,8,13
"354",8,15,12,15,16,24,25,23,17,12,26,22,10,11,13,18,18,16,25,12,19,56,13,50,30,10,8,13,28,24
"355",27,9,12,12,12,12,12,11,13,12,12,11,12,9,11,11,9,11,13,11,10,11,8,14,11,13,12,12,12,26
"356",21,22,50,14,10,12,20,17,44,10,18,18,12,10,22,15,10,15,11,12,19,15,11,19,19,12,18,46,41,17
"357",12,15,27,11,26,23,13,123,13,11,16,9,7,9,13,9,10,27,13,17,7,30,9,10,8,10,10,30,7,127
"358",9,22,14,8,10,30,15,8,12,12,16,14,9,8,11,19,11,15,13,8,12,9,8,15,9,47,12,44,11,13
"359",22,19,18,37,7,17,17,8,19,8,10,15,11,21,12,10,18,12,164,17,8,11,18,126,14,166,49,8,21,18
"360",8,NA,27,14,460,9,17,18,30,8,11,17,34,12,25,14,111,28,19,28,9,12,15,13,8,18,19,16,28,13
"361",8,9,9,10,9,18,30,16,9,11,109,14,12,10,17,13,12,118,10,54,24,8,117,71,43,24,7,20,9,9
"362",23,13,23,9,28,13,14,15,17,15,40,9,18,16,12,45,33,9,32,14,13,10,17,10,24,10,8,19,16,11
"363",10,18,41,10,11,10,14,9,124,17,12,15,15,13,32,124,20,11,11,13,18,15,12,11,14,126,24,14,11,35
"364",12,14,11,10,14,8,15,12,16,92,9,278,14,17,16,14,10,15,14,11,13,12,16,14,11,11,15,10,10,11
"365",12,11,13,13,24,25,12,13,14,16,13,9,11,13,22,15,10,16,11,10,16,13,11,13,16,14,14,16,11,16
"366",10,13,51,10,9,7,14,50,10,14,8,16,14,15,10,12,10,12,13,9,14,11,10,19,13,10,11,15,10,9
"367",11,34,11,15,14,9,12,14,10,13,11,14,13,14,12,8,15,15,32,9,12,11,13,13,12,16,9,11,7,11
"368",28,16,20,16,14,18,18,13,18,8,22,17,15,16,10,19,9,10,9,18,33,15,17,11,15,10,26,15,12,10
"369",14,20,19,10,84,17,11,16,26,16,19,53,14,21,20,10,13,17,20,86,9,17,34,12,16,20,9,10,12,21
"370",13,11,9,10,11,10,10,13,12,12,11,8,12,12,13,24,10,13,13,9,13,12,11,13,24,12,11,13,13,13
"371",56,11,12,44,23,34,47,10,19,10,25,11,9,23,10,16,26,16,17,20,8,80,10,8,15,19,21,11,82,62
"372",16,10,11,76,20,18,11,21,16,12,23,65,12,25,9,22,20,14,19,13,30,12,9,9,80,10,25,7,9,19
"373",14,14,17,8,11,12,12,10,57,71,15,13,15,10,14,15,16,12,11,12,16,62,9,13,12,15,15,14,15,77
"374",13,399,24,379,17,15,30,114,10,11,15,8,13,17,16,16,12,13,15,53,23,10,10,8,31,13,18,11,11,13
"375",22,8,12,25,57,16,146,29,18,11,17,12,11,9,9,12,17,23,20,145,18,8,8,13,10,17,10,34,27,99
"376",8,11,16,12,14,15,11,12,9,90,79,10,12,20,10,14,43,9,13,16,13,10,14,9,19,12,14,17,10,91
"377",8,10,10,13,9,10,14,29,14,8,18,13,14,14,10,10,18,30,12,13,17,14,16,10,15,9,14,12,9,23
"378",9,20,13,16,13,9,9,19,13,22,55,10,48,89,11,9,15,10,17,14,20,87,12,12,8,15,18,14,22,11
"379",19,11,12,17,22,20,65,13,18,11,14,27,16,78,21,12,22,20,11,20,11,43,16,11,13,13,10,25,22,14
"380",46,13,14,12,8,16,15,13,19,13,14,10,15,8,12,14,15,11,14,8,11,11,14,16,10,11,14,11,41,14
"381",31,14,18,8,19,11,234,11,44,51,13,12,12,7,10,26,52,30,21,8,261,17,352,18,14,12,8,20,27,29
"382",7,8,14,12,10,9,7,12,8,14,12,116,15,9,17,6,10,14,117,18,13,15,8,14,7,21,12,9,81,8
"383",11,16,11,10,7,10,13,11,10,10,67,65,20,58,13,11,15,20,19,25,10,9,12,13,9,17,23,16,17,18
"384",13,15,13,12,8,10,13,12,14,66,10,19,41,63,11,11,40,53,11,13,8,35,15,22,12,12,11,17,18,10
"385",9,17,15,14,18,9,21,14,46,16,8,13,22,9,19,10,17,12,10,12,11,24,8,15,10,27,9,19,47,15
"386",14,13,51,19,18,48,15,13,14,16,9,17,15,13,9,10,11,8,39,16,10,14,14,21,15,19,16,13,19,10
"387",14,12,17,16,14,13,27,13,NA,10,14,8,18,17,45,15,10,30,10,16,132,13,9,294,10,14,13,307,16,21
"388",11,11,10,10,15,11,15,11,9,10,11,9,8,10,12,11,12,30,8,12,8,15,14,11,31,11,14,13,11,11
"389",11,8,10,15,23,169,11,21,24,20,34,21,263,19,13,21,67,24,9,9,11,21,22,13,9,NA,14,23,18,25
"390",9,12,13,11,10,23,13,10,8,11,12,17,9,10,61,8,16,12,16,19,68,17,8,9,9,7,28,8,10,10
"391",17,15,8,9,8,10,16,6,23,14,44,10,25,15,20,12,14,16,12,11,63,13,8,14,11,58,11,22,13,15
"392",12,25,15,20,13,11,21,26,19,19,13,41,17,18,44,11,17,15,10,20,10,18,12,25,17,15,10,23,14,13
"393",23,11,18,13,13,14,39,7,15,16,11,18,15,25,15,10,27,18,40,8,23,17,8,15,12,23,32,9,12,12
"394",19,10,10,11,10,14,10,14,10,27,15,8,10,12,11,13,13,28,11,10,8,14,16,10,14,14,17,11,10,13
"395",19,14,11,11,8,12,14,17,20,11,15,83,13,16,8,10,28,7,10,8,14,8,9,31,11,10,85,17,18,8
"396",10,18,10,20,11,11,18,12,20,17,15,13,10,10,9,9,11,80,8,57,13,14,11,13,10,19,10,20,16,11
"397",16,13,13,15,15,38,8,11,15,40,11,16,21,10,9,13,11,13,20,22,17,12,16,17,14,18,19,16,18,14
"398",13,9,9,13,11,10,9,10,12,11,12,24,13,11,11,11,10,10,11,17,11,10,12,12,16,12,13,14,14,25
"399",15,12,12,17,21,19,11,15,20,12,8,18,10,14,14,15,13,19,10,15,11,53,49,9,15,14,12,10,22,11
"400",9,22,40,121,9,227,17,22,13,21,20,226,15,13,48,24,9,22,12,10,24,15,63,15,13,8,13,13,8,101
"401",53,15,13,15,12,17,14,15,13,10,9,17,15,9,10,71,14,11,19,12,23,18,70,12,15,8,11,21,9,14
"402",23,13,8,12,15,24,13,24,9,10,45,18,10,17,44,13,11,15,33,12,11,13,25,15,26,27,13,24,29,25
"403",11,14,21,27,15,18,16,21,33,25,17,35,46,24,15,12,14,34,10,12,21,14,19,46,13,33,15,12,18,11
"404",8,17,7,12,11,16,10,17,34,16,16,18,13,11,16,35,8,12,14,17,11,8,16,13,11,14,10,13,12,12
"405",21,16,17,14,28,8,13,9,16,15,8,13,45,21,11,20,9,29,9,26,12,10,35,25,43,13,18,11,16,11
"406",8,7,9,9,8,11,13,9,17,11,12,13,7,16,8,8,13,12,20,20,32,8,14,26,13,19,8,11,21,28
"407",9,21,11,9,29,10,8,10,9,48,14,9,18,15,48,27,12,15,11,12,12,13,12,27,32,11,20,11,9,14
"408",22,22,149,151,22,18,9,12,10,137,39,19,15,41,9,9,12,23,11,39,34,18,9,8,9,19,12,21,10,19
"409",12,12,15,17,10,12,9,8,10,11,10,15,19,7,13,63,11,12,9,15,9,12,8,60,15,11,13,14,21,12
"410",20,17,14,19,17,13,9,11,20,63,15,9,17,9,11,17,18,16,16,9,16,20,22,62,12,10,17,12,10,14
"411",75,15,10,14,9,16,15,11,15,11,16,9,16,16,17,10,12,12,15,15,14,15,14,59,15,57,23,12,11,10
"412",15,9,31,13,15,17,13,11,11,17,10,7,12,11,13,18,11,12,32,13,20,16,11,14,11,12,14,17,10,12
"413",12,12,26,17,25,11,33,13,18,12,13,9,27,25,22,11,49,27,17,15,24,44,11,20,21,14,16,18,19,14
"414",17,34,47,32,24,15,29,21,11,22,11,47,9,13,16,10,32,9,9,31,19,10,12,12,18,12,35,11,11,10
"415",17,14,10,22,9,104,10,11,10,13,16,18,19,18,14,18,110,11,20,23,19,8,97,20,25,13,23,17,18,19
"416",12,13,9,26,12,12,15,8,43,14,8,13,14,15,25,12,9,7,22,15,25,10,10,11,10,48,14,15,20,9
"417",89,9,12,20,8,16,14,21,10,16,28,19,16,23,18,11,13,24,9,90,10,80,30,16,19,18,15,11,20,21
"418",8,31,9,13,11,13,12,11,14,12,14,12,15,8,9,18,19,14,11,9,9,10,9,11,29,9,10,17,9,13
"419",10,15,13,10,11,17,25,12,18,18,11,18,17,7,43,16,10,16,14,16,11,11,9,22,13,10,9,17,19,13
"420",8,13,11,10,13,9,15,12,18,14,16,18,9,14,37,9,10,11,36,11,10,15,13,12,8,20,11,9,12,10
"421",12,18,11,17,137,15,16,39,12,105,8,12,36,8,29,20,11,17,28,19,12,17,12,21,135,20,15,37,20,21
"422",8,13,14,10,9,365,372,16,22,19,21,172,14,12,10,11,10,8,13,24,12,13,9,17,35,9,12,12,9,13
"423",10,8,17,20,24,394,107,11,65,15,13,157,8,395,25,20,23,26,25,8,14,21,16,21,16,18,10,16,11,15
"424",21,20,8,16,19,21,7,27,13,13,23,8,9,167,10,39,10,12,17,16,168,15,54,11,23,39,10,18,13,20
