"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"599",10,12,10,11,8,13,44,11,44,11
"600",20,62,14,62,54,22,15,20,14,15
"601",11,48,31,11,15,16,14,46,11,14
"602",121,16,55,33,15,89,19,22,13,124
"603",10,10,15,11,13,29,33,11,13,10
"604",23,83,18,95,25,16,26,11,26,16
"605",17,136,45,11,89,124,12,17,12,9
"606",10,9,9,9,12,23,10,26,10,10
"607",15,25,27,13,10,12,146,18,149,135
"608",27,69,9,14,26,74,10,11,11,21
"609",10,44,17,14,16,15,17,17,44,12
"610",38,14,18,16,13,36,18,11,19,15
"611",10,10,44,13,39,11,9,12,8,18
"612",57,13,9,11,6,8,24,55,7,28
"613",59,21,24,14,31,15,58,14,21,9
"614",11,10,12,15,9,11,90,8,NA,9
"615",11,13,12,39,14,32,11,9,43,7
"616",12,12,186,8,9,8,175,13,9,12
"617",7,14,14,192,7,11,9,244,253,13
"618",10,7,8,10,56,11,37,12,12,55
"619",8,9,55,64,28,13,14,18,7,9
"620",9,13,317,7,10,9,15,10,8,435
"621",17,75,19,21,14,16,76,19,24,15
"622",14,9,35,12,37,9,12,12,12,7
"623",111,110,10,12,9,8,10,15,14,9
"624",21,8,9,38,22,43,14,9,8,8
"625",6,36,17,11,11,25,157,13,17,161
"626",88,14,23,11,16,12,13,93,20,15
"627",7,13,28,9,16,9,8,8,31,9
"628",35,13,18,35,13,10,12,10,10,11
"629",44,9,8,12,14,13,49,16,11,11
"630",58,11,37,11,28,23,21,30,51,11
"631",15,22,16,40,14,17,44,11,14,17
"632",7,34,10,8,8,34,13,11,8,7
"633",318,16,19,26,15,17,11,320,17,108
"634",17,15,22,56,32,16,21,9,57,26
"635",98,11,20,10,14,101,16,17,11,10
"636",31,14,24,11,41,10,33,10,27,11
"637",22,49,63,18,62,19,10,62,16,12
"638",17,11,10,9,11,10,10,12,23,22
"639",71,7,9,10,12,12,11,17,15,69
"640",10,13,14,10,18,47,10,50,16,20
"641",147,NA,NA,14,18,21,12,13,12,13
"642",13,10,54,29,18,163,10,31,15,164
"643",31,12,184,61,137,24,190,17,21,18
"644",40,59,183,61,9,42,NA,22,11,34
"645",9,10,10,11,10,53,11,9,16,57
"646",73,74,15,21,24,14,24,22,10,27
"647",24,18,10,NA,15,19,NA,NA,37,23
"648",18,25,330,13,330,31,94,46,16,24
"649",36,15,13,12,15,76,14,10,81,17
"650",9,32,16,12,10,11,14,25,11,8
"651",46,77,23,82,9,13,34,13,9,56
"652",8,9,9,29,8,7,8,9,27,8
"653",13,19,76,10,22,18,81,10,11,13
"654",13,18,71,12,11,92,48,14,21,15
"655",8,41,49,6,6,9,8,9,6,8
"656",11,67,67,22,34,9,15,10,8,19
"657",8,7,20,10,9,7,8,9,15,10
"658",13,14,17,11,15,18,42,14,48,16
"659",31,15,9,33,9,13,10,14,9,13
"660",6,15,17,111,13,8,9,13,119,17
"661",8,7,9,8,25,8,16,12,31,7
"662",9,17,10,12,12,53,7,53,9,8
"663",100,14,102,16,13,18,13,13,22,8
"664",18,30,13,15,63,9,57,22,44,24
"665",8,27,47,16,12,41,7,12,7,10
"666",11,9,215,7,71,13,10,14,14,235
"667",15,13,14,8,39,38,21,10,12,14
"668",10,13,7,12,14,8,57,10,8,56
"669",7,14,12,13,15,30,9,10,7,16
"670",37,70,132,20,42,9,12,12,13,13
"671",11,12,13,10,12,27,10,11,26,13
"672",17,85,80,16,14,9,18,9,20,64
"673",126,13,85,125,12,12,35,13,11,13
"674",10,66,15,15,29,13,13,22,11,61
"675",21,49,14,14,35,111,11,151,103,18
"676",87,14,17,46,17,87,9,70,12,18
"677",17,12,22,30,8,50,27,8,46,19
"678",33,17,14,18,18,70,78,10,56,13
"679",19,14,10,18,48,20,12,46,19,9
"680",13,18,11,13,24,28,67,12,47,67
"681",8,15,84,7,95,16,23,18,8,14
"682",23,12,11,13,9,9,12,12,29,14
"683",13,11,11,8,33,9,8,6,17,33
"684",17,17,32,32,13,18,19,16,16,16
"685",12,63,60,11,38,43,9,37,16,9
"686",13,15,15,19,36,16,23,10,20,47
"687",7,8,34,8,74,106,12,11,20,7
"688",20,17,15,11,42,21,42,29,26,20
"689",22,12,34,15,7,6,8,43,9,42
"690",7,236,14,141,7,49,8,9,19,8
"691",27,30,12,11,10,11,10,9,8,10
"692",80,67,10,11,10,10,11,9,9,12
"693",18,36,13,62,20,62,19,9,32,14
"694",17,10,13,10,16,35,154,9,10,10
"695",12,56,13,16,58,23,11,13,8,19
"696",19,7,8,7,17,9,15,8,8,11
"697",41,26,22,462,10,16,20,22,11,94
"698",9,20,9,11,7,9,10,21,11,7
"699",22,17,41,10,14,10,52,14,41,11
"700",15,9,100,13,23,14,93,13,26,11
"701",12,19,18,23,129,13,21,27,13,39
"702",9,10,24,36,316,105,320,7,28,25
"703",13,13,11,11,11,12,30,29,15,15
"704",18,13,23,56,17,55,62,69,13,25
"705",47,9,18,49,18,13,16,15,11,12
"706",27,25,16,10,75,74,34,52,14,37
"707",23,8,56,11,102,13,14,9,11,86
"708",173,214,21,14,23,18,18,11,17,247
"709",15,22,18,21,10,19,68,19,18,64
"710",43,22,24,43,24,12,8,14,14,12
"711",NA,14,23,89,NA,11,20,201,25,20
"712",185,7,14,8,217,12,31,224,82,8
"713",14,21,36,18,12,25,64,25,74,22
"714",24,21,129,15,20,16,17,64,11,135
"715",11,15,14,14,16,113,122,24,13,14
"716",43,16,NA,14,42,14,119,NA,17,NA
"717",47,40,19,15,17,20,44,20,21,27
"718",27,12,8,10,82,18,9,34,57,15
"719",9,21,41,29,148,13,11,30,21,38
"720",9,16,40,8,50,12,8,16,7,9
"721",18,16,28,11,12,22,11,50,48,16
"722",14,116,88,18,11,9,12,125,12,12
"723",17,12,10,60,13,21,15,13,65,32
"724",17,28,40,17,15,17,12,24,26,42
"725",41,13,14,12,16,108,99,9,18,16
"726",35,11,35,15,18,14,12,13,13,18
"727",17,10,12,16,389,14,36,374,22,460
"728",55,11,11,56,12,11,12,9,11,12
"729",12,51,12,12,16,20,14,13,37,13
"730",14,19,17,13,19,19,11,46,23,18
"731",19,18,25,23,60,12,16,26,59,12
"732",67,7,171,16,17,23,11,9,10,11
"733",11,36,19,24,12,14,10,18,12,12
"734",8,8,12,11,36,9,33,14,10,15
"735",15,30,20,11,17,16,25,479,463,18
"736",7,106,18,11,14,9,12,34,122,10
"737",24,17,39,10,120,31,106,16,11,13
"738",12,22,18,8,24,10,9,15,14,13
"739",17,74,17,17,30,81,12,30,21,15
"740",22,421,17,19,11,288,403,11,13,12
"741",13,8,8,13,13,15,23,13,10,25
"742",12,55,33,9,11,9,59,9,22,20
"743",78,78,9,10,10,12,18,19,49,7
"744",30,32,46,17,20,12,34,20,19,24
"745",8,8,47,16,9,11,12,49,14,52
"746",13,14,11,17,14,14,12,59,10,50
"747",12,11,19,8,7,22,10,43,43,8
"748",164,14,11,16,44,161,16,10,12,11
"749",13,10,11,92,10,13,84,10,14,16
"750",24,9,16,17,133,12,12,55,12,13
"751",11,17,14,42,7,42,10,12,9,14
"752",15,15,14,12,13,38,14,10,8,19
"753",17,12,34,18,6,20,15,40,16,16
"754",10,11,10,13,26,7,13,59,58,10
"755",31,7,10,7,36,8,9,8,9,6
"756",13,10,15,27,18,16,15,11,12,23
"757",6,10,13,10,26,7,8,10,24,14
"758",23,47,15,28,103,11,21,92,19,98
"759",12,9,8,20,11,45,10,14,10,41
"760",23,26,12,9,15,12,16,9,13,11
"761",28,79,9,12,10,10,13,12,11,13
"762",18,37,16,102,18,18,19,12,45,109
"763",22,12,31,12,19,45,9,414,21,103
"764",33,226,12,50,8,39,13,9,195,14
"765",7,10,15,37,10,32,10,15,23,16
"766",29,9,8,17,19,14,53,72,9,33
"767",16,11,16,18,12,13,14,47,14,49
"768",NA,442,18,12,10,390,17,17,15,13
"769",12,15,29,12,71,12,10,11,127,11
"770",13,190,210,12,10,19,10,9,11,209
"771",37,25,18,9,19,36,19,12,15,16
"772",16,13,28,20,65,13,18,12,11,64
"773",9,11,25,10,9,10,8,12,7,28
"774",15,58,17,27,16,30,21,19,66,11
"775",19,NA,11,58,13,16,69,23,13,NA
"776",15,16,27,13,23,11,29,11,14,9
"777",21,33,11,10,10,33,17,19,10,12
"778",17,23,18,11,39,18,34,24,11,12
"779",10,11,36,10,12,11,12,34,9,12
"780",20,137,125,33,13,20,12,30,13,14
"781",52,21,21,13,20,19,15,21,52,38
"782",11,44,10,11,16,50,10,20,13,34
"783",16,10,9,13,9,7,12,13,26,7
"784",12,12,37,12,13,18,46,12,12,11
"785",8,11,57,9,54,9,8,11,13,8
"786",46,19,12,17,10,15,18,47,17,16
"787",11,10,24,9,101,72,22,14,14,105
"788",80,11,8,80,15,10,12,9,49,27
"789",22,15,20,13,14,21,21,41,33,39
"790",9,12,9,11,10,20,8,25,10,8
"791",10,15,43,11,11,9,129,113,11,10
"792",7,8,51,8,11,14,8,18,51,9
"793",10,8,7,9,28,6,11,9,9,27
"794",11,13,29,14,13,20,16,17,17,29
"795",10,11,11,39,14,13,12,39,14,15
"796",16,8,124,6,9,121,9,8,8,79
"797",23,12,10,16,26,24,191,200,32,57
"798",29,14,121,11,8,25,35,15,123,9
"799",10,33,11,16,14,9,9,38,8,8
"800",8,13,9,8,12,14,31,32,13,11
"801",17,17,29,14,9,22,8,12,12,36
"802",84,25,19,13,77,16,14,17,15,19
"803",8,10,17,11,12,146,72,18,12,18
"804",13,69,9,6,40,20,65,9,7,6
"805",8,7,130,30,8,39,10,13,9,128
"806",8,11,16,44,8,11,120,14,11,119
"807",175,8,10,94,9,10,24,9,12,176
"808",15,15,13,26,16,12,16,15,27,15
"809",29,NA,23,129,13,12,12,19,34,15
"810",9,10,11,44,18,16,NA,NA,10,12
"811",54,30,7,12,8,13,14,148,22,52
"812",11,63,10,10,72,9,33,10,9,18
"813",21,7,8,150,436,11,19,10,15,15
"814",19,9,10,16,12,135,110,11,12,18
"815",19,28,11,125,23,132,27,21,11,10
"816",12,16,15,11,26,11,9,15,28,11
"817",12,13,173,14,11,8,11,16,149,10
"818",12,9,15,8,11,29,10,28,11,7
"819",NA,10,17,19,10,14,10,43,14,14
"820",10,10,9,10,44,19,25,9,37,29
"821",9,55,54,15,15,10,10,11,15,14
"822",39,11,114,8,16,42,14,49,19,119
"823",14,17,12,29,14,10,12,76,22,74
"824",25,372,11,15,9,11,34,14,208,10
"825",111,23,18,108,48,28,99,18,28,47
"826",38,9,24,11,37,11,22,10,15,10
"827",19,8,16,27,15,20,25,12,11,16
"828",18,21,9,15,14,82,75,22,13,11
"829",8,17,6,9,7,20,9,6,7,8
"830",29,26,18,475,442,41,27,478,70,29
"831",22,11,12,16,43,13,40,34,60,62
"832",7,10,29,17,26,17,48,8,10,46
"833",25,9,10,9,7,10,9,8,9,26
"834",23,12,19,61,11,18,14,14,27,58
"835",20,19,42,18,20,39,21,14,21,18
"836",11,14,8,9,203,14,12,25,76,196
"837",10,20,108,11,81,27,15,17,17,17
"838",10,12,11,12,14,29,12,14,12,32
"839",26,14,11,233,15,16,141,12,91,12
"840",63,10,13,94,11,8,13,16,91,12
"841",19,71,9,36,17,22,15,34,65,15
"842",14,280,14,26,23,15,136,39,10,76
"843",11,9,8,163,21,159,14,13,18,9
"844",13,16,12,14,30,12,14,15,28,11
"845",12,8,12,7,45,50,31,10,11,10
"846",45,9,10,22,7,22,44,27,15,19
"847",11,9,9,10,8,10,8,9,23,21
"848",448,9,9,6,10,13,443,10,14,176
"849",12,26,10,11,9,29,12,13,10,7
"850",10,33,15,13,9,13,16,31,15,14
"851",11,99,8,103,7,15,12,14,36,9
"852",14,37,74,42,82,9,23,14,16,12
"853",38,22,8,39,28,10,9,8,10,13
"854",8,64,10,10,11,285,10,8,12,288
"855",10,12,51,12,12,10,19,10,15,43
"856",8,10,28,33,10,10,9,9,8,8
"857",20,8,8,9,10,9,8,8,7,20
"858",18,184,41,25,30,28,13,11,25,11
"859",17,16,11,11,48,14,25,7,44,8
"860",37,12,35,15,10,16,10,10,NA,NA
"861",10,21,12,17,8,9,43,10,10,44
"862",9,15,13,12,86,72,12,12,40,12
"863",298,18,19,14,14,19,27,300,19,207
"864",9,10,44,10,7,10,8,6,43,9
"865",11,31,10,10,11,30,13,9,15,9
"866",22,33,56,17,57,16,32,16,26,15
"867",92,9,10,41,59,11,26,18,294,31
"868",133,11,11,11,15,15,132,24,24,11
"869",13,10,102,10,12,10,99,19,12,8
"870",25,25,46,43,12,32,13,20,13,16
"871",11,78,8,22,15,75,26,29,18,22
"872",11,9,54,67,9,13,17,19,14,23
"873",12,9,13,11,12,110,9,9,14,111
"874",13,14,13,14,13,51,22,12,63,9
"875",8,71,9,9,9,24,10,25,59,52
"876",9,12,17,15,8,31,9,42,9,43
"877",12,15,17,11,14,12,8,10,21,28
"878",25,12,10,104,10,99,11,68,10,56
"879",11,59,84,15,15,58,33,84,11,19
"880",26,40,19,14,42,11,15,12,14,19
"881",6,9,7,10,10,52,10,7,45,6
"882",15,18,16,19,22,59,93,12,91,41
"883",14,19,13,16,16,22,7,16,29,17
"884",54,13,20,20,15,8,77,37,11,93
"885",51,8,187,11,10,24,97,19,188,23
"886",12,10,9,19,11,9,14,16,164,194
"887",9,26,40,34,158,11,153,38,146,12
"888",11,12,33,13,12,13,16,13,33,12
"889",13,7,9,27,12,14,14,28,15,15
"890",9,33,19,10,79,8,45,12,73,17
"891",14,55,15,53,14,14,17,14,13,10
"892",9,44,111,15,10,9,13,11,22,65
"893",21,10,7,25,49,9,42,31,15,17
"894",27,14,58,57,28,32,14,22,31,33
"895",71,12,14,12,32,111,13,14,116,29
"896",25,23,10,15,8,35,6,12,35,10
"897",10,88,47,92,32,20,15,16,32,13
"898",28,11,12,10,10,9,27,10,13,10
"899",8,153,9,26,21,155,37,21,11,10
"900",8,96,35,13,17,17,14,13,437,446
"901",18,35,32,24,10,13,17,15,22,10
"902",51,47,25,27,10,19,17,34,13,12
"903",12,13,10,10,43,45,9,12,16,12
"904",10,29,12,16,17,32,17,11,12,14
"905",15,13,15,17,10,11,23,21,26,7
"906",16,26,18,15,69,71,10,40,23,11
"907",29,10,15,11,10,10,22,13,9,32
"908",13,50,22,12,11,31,17,57,19,36
"909",19,11,14,115,65,34,12,104,13,12
"910",14,56,12,11,16,17,58,13,10,15
"911",28,10,14,11,12,8,9,14,29,8
"912",8,12,30,12,68,8,9,10,9,71
"913",15,9,9,10,17,16,16,106,229,355
"914",19,38,13,9,18,10,11,38,18,15
"915",155,161,21,16,17,19,12,21,20,27
"916",45,49,9,24,23,13,14,24,9,10
"917",9,9,8,9,23,9,10,9,8,13
"918",13,66,12,74,11,9,11,17,14,7
"919",80,14,15,11,7,14,10,12,48,81
"920",22,9,10,13,27,29,16,12,29,13
"921",10,173,19,180,17,23,10,21,10,15
"922",14,18,13,12,8,9,19,10,8,9
"923",23,114,13,18,168,23,169,16,26,13
"924",63,23,64,10,11,32,36,15,10,8
"925",8,9,53,9,7,8,54,9,9,8
"926",10,12,15,87,21,88,14,20,11,11
"927",19,25,9,15,28,16,20,34,15,21
"928",NA,11,9,9,16,29,10,NA,12,29
"929",13,44,45,12,22,13,13,15,20,11
"930",9,20,53,17,11,18,16,26,52,23
"931",9,85,8,16,10,93,18,11,8,11
"932",115,9,10,17,20,15,17,9,74,10
"933",11,12,12,10,13,25,10,18,26,14
"934",16,77,76,19,14,18,25,25,18,13
"935",11,17,11,13,45,13,13,43,12,10
"936",19,21,25,10,14,43,16,46,13,15
"937",18,12,12,132,18,11,447,17,12,13
"938",9,16,12,35,9,14,21,38,19,13
"939",6,322,9,185,7,9,331,11,11,12
"940",11,12,11,15,12,63,19,11,36,59
"941",27,NA,373,10,14,9,9,185,15,8
"942",9,8,8,18,8,9,9,8,19,9
"943",13,12,13,32,11,84,87,15,9,11
"944",9,8,10,12,10,31,14,26,20,31
"945",19,22,18,19,12,37,41,14,18,19
"946",25,25,57,305,23,13,16,12,17,20
"947",NA,NA,28,13,29,12,19,10,NA,11
"948",9,9,8,11,16,13,9,14,34,32
"949",70,16,9,26,41,67,13,24,32,10
"950",10,147,8,136,8,122,10,8,11,9
"951",107,26,16,15,13,9,114,9,20,13
"952",64,17,66,17,10,13,11,16,13,11
"953",9,7,11,10,8,6,165,10,171,10
"954",8,17,10,NA,11,29,118,6,NA,9
"955",10,10,9,13,10,49,79,15,109,10
"956",17,10,23,10,8,9,11,14,60,57
"957",37,14,9,13,13,14,70,63,9,10
"958",18,20,77,86,19,10,10,17,22,18
"959",57,11,10,8,9,62,9,7,8,NA
"960",12,10,7,13,33,16,12,34,15,10
"961",10,11,59,67,33,20,8,12,22,29
"962",52,27,13,16,20,25,20,11,13,51
"963",14,13,140,21,12,14,14,133,11,20
"964",17,18,26,9,10,30,13,12,13,20
"965",26,12,11,13,31,10,12,11,11,8
"966",20,16,9,31,9,7,15,32,11,9
"967",14,17,8,NA,NA,9,35,33,24,10
"968",26,22,14,14,10,26,23,11,31,16
"969",28,20,10,147,9,156,12,11,11,12
"970",25,69,9,89,9,38,15,8,61,8
"971",12,474,10,9,25,9,272,10,471,13
"972",12,8,9,10,9,9,47,48,12,8
"973",9,10,16,9,99,11,9,62,11,8
"974",24,20,36,68,65,38,15,16,21,36
"975",11,17,41,16,90,20,157,14,154,93
"976",10,9,13,36,11,32,11,8,8,9
"977",10,9,12,23,12,10,9,11,9,26
"978",70,10,20,25,14,16,33,20,13,91
"979",12,8,15,19,34,17,39,38,21,13
"980",11,6,7,10,10,25,11,10,8,28
"981",16,11,13,15,12,15,142,143,121,9
"982",9,7,19,12,29,27,20,8,24,21
"983",68,17,15,14,45,14,65,16,10,17
"984",10,119,121,11,8,9,8,10,8,11
"985",10,10,18,129,11,19,11,13,28,121
"986",131,10,20,10,11,54,13,12,116,8
"987",9,13,12,9,52,10,5,54,34,11
"988",18,10,12,11,67,12,27,63,15,32
"989",13,18,8,23,9,106,12,11,12,95
"990",11,6,119,12,9,13,17,19,8,107
"991",14,54,23,30,38,15,10,55,15,15
"992",128,22,15,10,15,9,96,123,9,13
"993",202,150,12,23,12,8,9,10,207,41
"994",7,11,7,8,12,38,36,11,24,11
"995",27,11,58,12,13,9,28,10,20,60
"996",9,10,56,13,61,12,14,11,19,12
"997",13,7,489,8,12,233,14,10,10,11
"998",37,12,199,23,29,15,32,14,204,194
"999",116,13,16,21,18,17,13,13,125,13
"1000",15,54,9,13,7,11,8,11,47,9
