"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"62",12,25,7,9,6,12,13,8,14,10,12,13,13,14,8,10,12,13,9,9,13,12,13,10,13,14,9,11,9,11,13,14,14,12,11,12,23,9,9,13,9,7,10,8,7,11,10,13,12,15
"63",20,11,11,12,39,9,20,10,19,15,11,15,14,12,16,10,13,11,14,20,15,13,12,21,13,16,13,15,15,11,9,11,23,12,11,15,15,15,10,9,39,15,13,15,13,19,17,17,17,16
"64",10,10,93,14,8,25,12,8,23,107,10,29,15,17,17,19,14,10,21,10,20,18,12,11,8,11,13,20,19,14,22,25,10,23,10,19,24,15,12,107,9,18,21,11,19,9,10,12,18,15
"65",10,13,11,13,9,15,12,28,14,10,13,11,13,12,9,9,13,18,10,12,13,10,10,9,8,20,15,26,12,9,16,9,10,13,28,14,8,24,12,17,14,9,13,7,10,13,9,56,45,12
"66",11,10,8,9,10,11,10,12,34,26,15,16,12,39,9,11,20,11,20,15,401,17,9,13,29,10,10,14,13,13,10,10,12,15,30,23,14,21,12,22,14,8,13,321,11,32,9,13,11,16
"67",33,59,13,12,23,7,39,22,10,14,24,21,14,16,13,14,11,7,10,54,15,17,18,16,12,15,8,14,9,19,24,10,8,7,13,28,18,15,14,65,9,10,18,8,12,11,18,15,14,17
"68",10,14,12,29,31,12,33,11,14,19,9,13,20,67,8,19,9,35,28,18,10,13,17,17,19,17,11,12,10,9,16,19,13,8,NA,17,7,14,14,9,8,12,NA,32,11,33,11,15,11,17
"69",15,15,24,7,16,15,20,30,7,15,18,20,10,12,9,56,10,20,71,9,10,13,17,33,9,10,70,11,19,20,10,15,28,27,17,53,18,33,21,15,17,15,14,7,13,15,26,16,32,11
"70",23,22,11,8,10,17,9,18,95,10,11,15,23,27,28,10,16,49,19,25,18,12,8,77,19,17,14,23,10,10,19,11,17,11,54,20,8,25,9,15,18,10,17,21,27,11,10,17,10,7
"71",18,10,10,9,18,8,15,123,14,12,22,11,8,126,16,8,15,12,11,14,14,17,15,21,19,21,12,9,17,19,10,10,31,11,13,10,22,11,9,15,13,14,17,17,9,20,12,14,9,21
"72",9,12,39,12,8,8,20,12,43,10,16,8,11,13,10,14,11,17,9,14,13,9,19,20,9,19,14,16,12,22,15,9,9,8,13,12,11,11,18,8,22,18,17,10,26,19,7,12,13,13
"73",17,15,16,7,19,9,14,9,14,18,9,14,12,14,17,11,14,17,11,12,19,16,12,18,17,16,12,9,8,15,15,20,18,15,13,17,19,10,20,21,117,11,8,13,14,14,120,14,17,8
"74",32,22,22,38,22,17,13,11,12,29,10,10,11,9,14,15,11,12,17,10,26,18,7,8,19,9,10,15,14,46,18,17,13,8,9,10,19,12,39,21,26,17,9,17,12,16,24,23,11,16
"75",7,14,9,75,24,9,10,20,15,10,17,21,76,15,20,7,10,12,11,22,20,7,13,12,27,18,18,19,42,27,11,21,20,54,21,18,39,13,10,11,11,19,10,7,8,19,23,12,21,11
"76",15,14,15,8,42,9,13,16,17,15,8,12,11,12,56,11,20,15,17,9,10,19,19,10,14,11,10,7,11,8,8,14,10,15,18,15,17,12,10,11,19,10,20,20,20,13,19,15,10,23
"77",14,17,12,10,12,15,15,55,17,26,31,17,9,12,11,14,17,10,42,15,9,11,16,9,16,13,10,25,7,9,22,10,10,17,7,26,16,8,10,14,11,29,12,26,15,14,15,20,19,17
"78",NA,13,11,9,18,13,8,139,15,14,8,9,8,9,9,16,11,11,12,19,8,18,20,23,12,49,17,24,12,13,14,122,14,15,12,23,11,23,13,8,19,11,21,15,6,19,11,10,15,9
"79",22,20,10,43,12,9,8,28,14,11,27,17,12,16,24,11,12,17,19,21,28,20,12,13,8,16,17,26,13,16,10,8,14,16,13,8,40,24,19,12,15,20,23,10,18,28,13,11,12,17
"80",13,9,10,10,11,7,14,12,15,12,14,11,14,21,17,16,10,19,13,15,12,14,18,14,10,21,8,8,23,30,12,14,22,12,23,12,27,7,16,16,19,13,12,9,14,10,17,8,11,12
"81",10,26,14,12,32,12,45,19,10,29,10,12,15,12,10,16,18,11,36,31,14,15,14,12,9,9,9,15,13,7,15,7,11,12,11,11,26,34,9,11,12,16,7,17,49,14,21,9,9,12
"82",14,10,24,18,22,41,15,15,17,25,25,19,26,14,13,14,13,27,25,10,10,15,11,8,10,23,10,15,25,20,18,20,16,15,40,20,23,17,10,10,11,16,9,9,20,15,10,14,10,21
"83",13,9,26,9,11,17,11,51,54,8,13,10,13,25,63,16,11,23,13,24,12,20,22,20,21,11,17,18,11,9,10,9,10,12,17,9,10,15,18,24,9,11,47,63,14,16,14,20,38,13
"84",12,18,9,19,19,28,19,30,10,12,9,10,NA,90,18,14,12,26,9,27,20,21,12,25,22,27,9,15,28,23,12,10,33,17,26,16,26,16,12,NA,13,14,8,25,18,25,8,10,9,25
"85",8,12,16,14,8,23,21,24,12,23,10,18,21,16,12,15,22,9,40,40,22,7,11,8,18,9,18,7,13,21,9,9,26,8,19,19,22,21,10,9,8,19,13,14,11,14,14,7,7,18
"86",26,23,20,18,21,12,12,17,7,24,7,17,10,24,15,15,10,14,21,12,17,13,14,9,41,24,11,18,18,13,41,25,11,16,27,10,13,26,9,17,14,20,23,14,25,11,22,13,9,10
"87",11,10,13,12,7,12,9,27,7,9,11,13,11,14,12,9,9,12,10,11,12,10,15,12,14,13,13,12,14,8,13,9,11,12,11,12,9,10,10,9,10,10,12,12,12,11,13,13,12,23
"88",13,8,13,14,10,11,25,14,29,25,30,13,12,16,18,15,14,9,15,21,24,43,13,15,11,19,9,20,13,21,41,14,9,15,10,14,10,20,16,19,10,15,10,9,36,11,14,14,12,17
"89",8,10,23,10,43,18,12,9,107,13,11,19,10,9,22,74,18,16,12,16,7,13,8,108,13,25,20,9,13,14,11,12,13,22,14,17,9,9,23,10,8,9,8,10,25,9,24,13,24,20
"90",22,18,40,11,24,13,20,10,9,18,13,21,8,17,28,19,23,10,115,13,20,11,14,16,117,21,8,11,32,9,11,18,20,12,18,59,16,19,12,18,29,7,22,9,11,16,46,21,19,17
"91",10,26,10,29,16,12,11,13,14,10,28,8,8,10,10,10,9,10,13,15,12,23,12,11,11,8,8,8,7,17,27,9,9,16,53,7,13,10,12,12,8,12,15,8,14,11,13,42,12,8
"92",10,11,20,9,15,21,13,7,7,10,11,8,9,14,18,8,10,13,14,13,21,14,8,8,22,16,10,11,8,15,20,18,15,10,16,20,10,9,14,10,14,15,13,15,12,36,37,10,9,10
"93",21,9,20,18,8,12,16,10,15,17,9,10,9,18,15,17,10,26,9,12,9,9,9,17,12,11,15,17,14,10,18,11,11,48,16,11,14,15,9,20,23,15,13,20,80,15,79,10,13,13
"94",14,13,11,13,80,14,9,8,76,12,17,15,8,10,10,8,16,8,11,13,10,12,14,13,9,11,17,10,11,11,12,11,11,14,11,12,14,9,11,11,10,14,9,13,8,14,12,13,11,12
"95",10,17,17,12,14,13,10,8,10,7,12,18,18,13,12,9,24,8,14,10,14,249,10,15,108,248,25,14,19,13,12,9,16,13,26,9,10,8,14,15,15,15,17,9,14,17,11,9,17,11
"96",21,9,16,20,12,10,16,11,21,16,13,11,16,19,11,8,17,16,18,14,9,13,13,35,12,10,19,21,13,14,32,10,8,21,10,17,15,13,15,10,8,18,13,10,14,13,10,19,22,13
"97",7,10,13,11,6,15,10,10,8,10,13,13,13,14,9,15,10,7,74,60,2,13,10,9,9,12,15,7,11,11,9,13,13,9,10,76,15,16,11,11,15,10,13,10,12,11,12,11,11,10
"98",19,17,30,11,15,14,28,17,18,11,8,9,77,26,26,17,11,19,15,10,19,11,11,11,18,10,10,14,18,35,16,23,14,20,16,78,22,23,10,23,10,11,26,23,14,22,13,46,15,15
"99",12,146,35,14,18,23,13,11,9,20,9,31,13,11,11,8,31,14,8,14,10,11,151,22,12,14,13,27,12,20,15,16,26,32,11,26,105,9,11,15,19,11,8,32,10,20,12,20,20,38
"100",13,18,12,9,15,12,10,16,13,13,7,10,9,10,36,12,9,9,19,16,17,18,19,16,56,52,15,9,12,8,21,11,15,14,15,9,12,13,8,6,10,19,14,12,17,11,16,11,9,12
"101",7,14,9,9,24,9,18,14,16,14,11,15,9,7,13,19,12,13,22,11,12,20,9,18,15,18,17,22,17,22,20,19,22,12,10,16,8,13,17,12,11,13,32,30,8,19,15,19,16,20
"102",11,131,9,7,81,8,16,9,11,22,7,20,18,9,23,12,8,19,9,36,15,118,7,12,12,8,6,11,21,27,10,13,22,69,29,10,9,29,9,219,38,10,28,13,8,23,133,8,22,16
"103",9,8,14,19,21,15,11,15,16,10,11,21,21,20,18,15,11,14,9,21,11,23,21,23,30,10,24,23,13,16,16,12,15,20,27,16,11,9,14,20,9,9,7,20,12,19,24,33,20,13
"104",15,10,19,26,9,21,12,14,10,17,16,24,13,20,16,14,8,15,21,29,9,14,10,42,45,15,17,27,29,20,12,12,22,14,24,20,25,9,12,12,16,30,20,12,13,18,8,10,19,12
"105",61,11,16,9,14,28,9,9,32,11,15,18,9,27,17,27,9,9,19,13,13,10,19,17,24,19,10,10,15,13,17,25,9,10,26,12,11,14,24,13,26,20,16,8,11,11,14,64,18,13
"106",11,44,21,17,9,22,10,27,23,15,NA,18,15,19,NA,15,10,81,16,22,10,12,9,11,24,11,7,8,10,8,7,7,23,18,9,8,12,39,54,9,21,11,19,10,21,11,10,11,8,9
"107",13,21,29,13,9,26,15,31,113,117,24,9,17,26,10,16,11,13,17,11,12,74,11,15,12,27,30,40,17,16,23,27,26,24,11,13,24,24,25,9,23,12,12,12,11,9,14,11,11,8
"108",10,12,11,36,25,36,27,18,6,28,10,12,4,15,9,28,23,57,17,9,11,16,8,8,38,28,19,53,17,16,24,18,22,9,10,9,10,30,13,15,11,55,10,8,23,8,11,22,10,12
"109",14,14,8,14,10,19,7,13,8,12,14,9,9,10,13,6,13,16,12,8,17,32,16,14,14,11,7,12,16,10,12,19,11,14,10,11,9,12,10,12,14,17,21,11,9,10,11,14,9,32
"110",15,18,9,10,17,17,8,10,13,18,22,14,23,10,8,18,15,19,80,10,14,75,12,13,16,12,21,8,19,10,10,13,9,10,18,20,9,24,15,10,8,20,15,10,22,67,16,18,19,16
"111",10,15,31,21,11,8,10,8,13,13,16,14,13,10,12,10,15,16,11,9,14,16,16,20,8,14,14,12,8,13,14,12,19,10,32,8,9,14,15,11,11,11,23,14,11,20,16,18,9,12
"112",42,15,39,17,18,12,12,17,10,10,11,105,9,17,16,109,16,14,15,10,11,9,10,13,14,13,24,15,8,9,11,11,12,11,30,10,26,17,11,8,15,16,15,13,16,10,9,15,11,12
"113",9,18,11,13,15,9,13,15,9,9,11,11,16,8,16,14,17,9,8,17,12,10,9,15,15,11,17,18,15,13,10,14,17,39,13,15,10,10,7,14,22,14,17,10,9,11,12,35,10,7
"114",9,11,18,10,11,8,19,12,25,76,14,11,15,14,14,17,7,10,22,17,12,20,13,74,10,14,21,8,19,11,13,19,15,9,12,18,38,7,19,16,9,13,22,13,13,8,10,10,11,8
"115",8,33,20,12,38,16,35,20,44,14,11,22,12,36,11,10,28,9,16,12,27,13,55,10,14,14,18,14,20,11,20,21,22,44,21,14,27,19,17,19,15,15,10,10,12,19,14,12,22,10
"116",12,20,24,14,22,25,12,18,7,11,9,13,22,14,10,16,11,18,10,8,20,27,12,8,13,10,15,26,23,12,13,24,24,12,23,50,11,26,14,20,10,12,13,12,25,25,16,49,17,9
"117",20,13,14,11,17,13,11,13,34,16,15,18,7,11,37,12,16,16,12,10,16,14,9,15,11,11,10,13,13,13,17,7,10,17,9,16,13,16,8,8,13,3,15,11,18,15,16,8,14,14
"118",15,16,11,11,14,18,9,12,10,12,9,14,10,35,9,12,14,32,11,16,15,18,10,17,11,11,11,13,11,8,10,8,16,15,8,16,12,17,10,16,16,18,14,11,15,10,14,12,16,9
"119",10,26,27,24,13,24,19,25,29,7,13,27,26,11,13,10,26,11,19,22,21,12,26,11,9,19,29,20,12,12,25,9,9,10,12,26,12,22,22,12,19,46,25,25,19,25,16,18,10,49
"120",15,19,9,9,22,22,19,24,8,20,20,16,25,18,17,26,25,11,13,22,23,22,7,10,25,9,12,20,15,12,63,9,56,22,23,8,13,24,27,17,9,12,16,9,22,19,10,23,24,13
"121",8,19,24,30,13,8,16,24,16,19,48,29,21,19,15,14,12,22,22,22,8,11,12,10,11,19,46,18,11,12,9,9,15,18,11,11,9,15,10,9,20,9,24,31,14,20,10,10,19,11
"122",13,12,12,19,23,12,23,9,10,18,13,14,14,10,12,26,17,17,29,10,14,9,17,27,25,11,10,9,21,21,13,57,26,21,25,10,53,26,9,10,10,20,10,17,12,25,20,9,11,14
"123",13,16,12,11,25,14,9,26,18,10,9,12,12,306,25,10,20,16,18,17,11,300,11,12,47,11,7,302,9,10,16,10,10,10,12,65,9,8,9,10,8,11,8,11,47,12,10,9,9,28
"124",8,19,20,22,18,15,12,12,35,9,19,15,10,13,10,17,15,14,10,12,16,8,22,18,34,19,8,20,18,10,10,9,13,15,9,11,16,18,8,19,12,17,17,16,14,10,10,18,8,10
"125",16,18,20,8,10,10,11,16,22,20,22,21,8,19,11,66,9,8,15,10,16,8,82,10,11,11,10,8,12,10,18,8,28,10,22,22,11,20,21,81,11,11,17,18,8,12,19,25,22,20
"126",9,23,37,12,9,20,9,36,8,36,13,14,13,18,32,9,24,15,33,52,22,12,10,14,12,20,21,24,52,10,11,10,15,30,15,13,8,19,14,20,16,16,8,15,12,19,11,17,9,8
"127",17,9,11,9,10,22,11,15,10,18,9,13,10,173,16,9,62,35,14,11,93,115,175,8,10,9,10,9,12,18,16,16,15,10,7,10,17,14,14,16,9,34,11,15,9,9,14,8,12,23
"128",18,11,19,18,13,13,17,13,16,12,16,14,19,10,10,15,12,9,9,19,14,17,17,11,13,9,16,19,8,19,18,41,11,20,7,11,9,38,19,16,14,8,18,9,18,14,19,13,13,12
"129",14,12,10,7,17,11,8,16,14,7,7,13,12,11,7,10,12,10,11,15,11,8,8,12,23,9,10,23,25,7,25,9,19,9,49,12,16,24,24,9,11,9,52,17,11,9,15,9,15,13
"130",11,14,28,12,11,10,17,12,11,10,8,15,24,20,17,24,62,13,14,20,16,14,14,19,21,13,9,17,12,9,9,16,19,10,10,23,19,9,8,33,16,15,43,12,46,9,16,19,60,10
"131",26,19,38,68,24,129,7,19,11,48,21,29,10,37,11,35,129,16,16,14,12,11,14,20,10,37,19,13,103,23,36,11,34,30,11,10,10,20,22,31,20,10,14,16,10,19,25,31,19,20
"132",9,13,6,32,22,19,10,13,16,12,23,22,16,36,18,11,10,24,7,16,19,13,8,12,17,18,51,21,20,15,10,12,23,14,9,54,21,14,27,7,9,46,10,11,13,9,15,14,17,30
"133",16,17,31,20,7,10,11,10,12,14,9,16,19,14,9,12,12,16,19,19,9,7,10,10,13,21,21,8,8,9,10,19,16,14,19,11,8,17,8,20,10,20,19,18,7,12,32,21,12,15
"134",14,13,20,13,10,10,19,17,9,9,13,17,20,17,14,9,11,18,13,13,20,16,14,32,11,16,10,15,14,10,18,18,18,10,15,10,9,15,16,9,10,16,13,9,20,9,8,33,17,12
"135",28,NA,20,20,12,12,25,8,20,296,9,11,27,29,14,20,12,12,10,50,49,19,16,7,26,11,11,15,10,10,20,30,27,9,17,23,24,23,11,12,17,24,28,491,12,20,12,22,28,14
"136",11,12,12,15,23,13,13,13,12,20,11,13,13,9,12,37,8,13,9,16,8,10,11,10,21,17,17,18,19,16,19,24,12,19,14,10,9,21,15,20,9,15,15,19,9,23,11,33,18,9
"137",24,17,8,12,11,11,7,9,13,63,7,17,16,14,8,9,9,15,16,11,14,44,15,12,15,16,15,9,11,14,9,8,42,11,9,21,9,7,8,16,10,17,13,59,7,17,13,7,15,14
"138",10,14,8,13,12,9,19,10,18,13,10,2,16,13,13,17,12,16,12,17,12,10,18,11,13,29,11,10,31,17,14,16,22,9,9,19,10,9,10,13,8,15,16,17,27,45,17,11,43,14
"139",20,9,21,13,11,18,22,17,16,20,17,9,11,23,15,10,16,15,8,21,8,10,36,12,14,20,10,22,10,38,9,9,16,11,11,7,9,21,16,15,13,16,9,15,9,15,22,21,14,12
"140",13,13,7,9,9,9,13,14,11,20,9,8,13,17,8,19,8,10,20,9,12,13,15,15,8,17,11,13,12,10,10,12,14,11,18,116,12,20,8,9,12,7,14,122,16,20,10,8,17,9
"141",25,12,11,10,30,13,10,14,18,12,18,12,23,12,20,45,44,11,22,45,16,10,62,35,16,32,12,14,23,15,11,32,9,31,12,30,15,10,28,11,36,14,17,27,20,16,30,66,14,10
"142",24,9,9,24,9,33,13,19,21,14,27,64,11,37,12,10,12,20,23,22,13,120,9,15,25,10,16,11,14,19,13,8,48,21,20,9,10,9,11,26,11,15,46,19,22,13,128,12,11,11
"143",11,33,9,41,10,23,15,12,23,11,23,28,13,11,8,15,20,13,12,55,12,11,14,12,10,29,24,14,38,46,8,15,10,17,21,24,10,10,16,10,18,19,18,14,23,57,17,9,15,8
"144",11,9,17,12,21,22,18,12,29,14,10,16,10,48,16,25,9,7,7,14,16,11,21,14,9,28,27,24,28,13,11,11,7,12,10,15,9,29,19,23,14,47,32,16,11,25,16,11,22,14
"145",16,16,7,10,23,17,26,11,13,8,11,56,22,17,21,17,24,19,20,20,16,13,13,80,18,20,7,13,16,14,14,8,12,80,12,11,19,10,13,20,7,13,8,19,24,16,13,23,11,15
"146",13,20,28,13,11,14,8,12,14,16,9,10,12,10,11,21,25,8,13,19,17,15,12,11,7,81,10,24,19,16,9,12,10,25,15,10,16,17,9,9,19,14,21,22,18,16,9,88,11,91
"147",10,10,76,15,18,14,16,10,16,10,9,13,7,20,14,15,14,11,13,17,8,18,8,14,17,15,16,19,10,10,73,15,15,10,9,16,8,14,10,12,13,17,53,15,9,57,14,14,15,16
"148",349,26,12,13,9,7,8,14,7,31,348,31,11,10,18,29,11,10,13,15,17,15,12,9,10,11,14,66,31,14,22,14,28,16,10,17,11,23,22,8,26,12,23,33,15,15,26,241,9,18
"149",13,10,15,53,18,12,19,10,9,9,17,18,9,10,15,18,20,10,15,20,11,13,16,17,13,23,12,10,13,10,8,16,20,12,18,11,17,16,11,17,15,15,16,52,18,16,11,10,19,14
"150",11,18,12,12,14,14,12,13,8,13,16,12,16,9,14,12,10,14,16,15,10,13,16,13,10,15,13,9,8,12,13,16,17,13,15,14,15,14,10,16,16,12,11,21,16,14,12,14,29,8
"151",8,21,10,78,11,12,14,7,12,19,23,12,18,6,18,13,20,19,10,16,12,11,16,10,55,16,9,15,84,14,16,40,19,9,22,24,14,10,10,14,12,10,14,19,16,13,10,13,14,8
"152",15,12,11,19,14,17,17,7,19,11,13,15,18,10,12,13,13,13,10,9,13,16,18,13,18,17,11,30,14,15,11,14,9,16,17,12,14,16,8,8,15,16,16,14,9,17,28,10,17,9
"153",10,13,13,11,18,13,15,15,13,15,8,14,7,12,18,48,8,13,11,16,10,14,16,14,8,11,12,16,12,15,12,11,16,9,10,12,15,12,8,12,56,13,12,9,14,13,11,16,12,15
"154",10,10,13,8,16,12,14,23,16,25,10,9,16,10,38,20,8,11,10,15,48,22,10,8,11,14,11,40,36,33,15,8,22,9,7,8,41,21,17,11,14,10,11,23,16,14,14,14,18,21
"155",12,19,14,15,24,10,21,11,13,18,18,13,28,9,7,14,21,25,24,29,9,14,9,11,62,28,17,11,23,18,29,18,13,9,23,10,62,12,16,9,28,10,10,9,16,29,9,14,13,9
"156",13,15,10,14,14,33,16,11,15,13,18,10,12,10,12,8,17,15,17,18,8,17,7,9,12,9,11,36,10,12,14,10,11,15,14,16,19,17,16,12,15,13,17,12,13,11,12,10,11,16
"157",31,24,22,13,14,65,64,14,9,8,22,34,20,33,34,36,23,9,10,25,13,29,12,13,31,9,21,27,10,12,17,17,13,33,17,24,8,10,7,9,10,8,39,36,10,19,37,15,11,26
"158",16,12,20,11,16,15,22,20,11,9,17,9,20,11,24,13,11,11,38,12,13,72,18,55,11,20,14,14,12,11,9,21,16,15,17,11,16,9,22,19,10,70,11,10,13,16,10,11,19,15
"159",21,11,23,17,9,11,9,12,16,19,26,10,117,14,45,20,29,18,10,18,9,12,28,13,16,14,14,14,26,13,22,39,15,49,35,18,33,15,24,17,8,28,117,8,24,10,16,16,11,93
"160",11,31,26,27,11,98,31,10,101,26,21,16,23,8,10,11,27,9,26,9,24,23,8,27,8,15,15,19,11,94,21,11,17,24,9,9,13,12,16,22,11,12,11,20,11,25,15,15,12,19
"161",16,8,13,10,11,37,8,9,15,17,23,64,12,25,13,17,88,29,10,8,8,12,10,19,15,25,37,24,11,33,11,8,16,10,38,21,10,80,17,10,11,9,8,16,11,22,79,14,16,12
"162",25,14,29,10,11,13,8,32,11,30,10,26,11,11,7,15,66,34,16,19,18,10,18,21,16,21,69,23,7,18,33,10,28,30,18,16,10,10,10,17,11,13,12,35,13,18,13,12,29,8
"163",13,10,23,21,15,14,10,10,16,134,25,7,23,12,136,60,26,29,25,20,9,21,19,10,10,22,22,10,10,25,49,15,20,30,16,30,11,19,13,21,11,80,24,14,29,25,11,25,11,15
"164",17,18,33,34,17,18,18,15,7,11,13,17,9,16,8,11,9,13,18,13,15,15,12,11,15,17,17,10,19,12,9,10,17,17,19,8,9,10,15,18,13,15,13,8,15,17,18,9,13,10
"165",20,9,19,18,7,15,14,16,8,8,16,10,18,16,13,20,16,19,18,35,11,16,9,19,18,18,14,8,19,7,9,15,11,16,18,17,8,20,16,9,12,10,9,34,8,18,16,11,9,9
"166",17,13,18,24,12,21,22,18,26,8,21,15,8,11,18,14,13,10,10,15,9,14,16,19,17,14,18,15,9,9,23,11,20,23,16,34,22,24,8,16,20,10,16,26,8,30,24,16,17,8
"167",15,11,10,11,10,9,16,11,22,7,15,11,16,13,49,16,16,10,9,17,9,10,11,12,8,10,16,10,17,11,11,10,16,11,13,12,14,14,11,11,12,8,69,15,11,12,16,16,9,9
"168",16,9,15,10,17,17,19,35,12,14,10,21,15,16,17,19,9,7,10,18,16,36,13,15,15,18,14,9,14,7,7,12,8,16,11,8,14,15,12,8,9,16,22,19,11,17,11,16,17,16
"169",22,14,31,15,9,20,24,22,20,10,17,9,22,21,17,18,11,7,10,20,11,16,13,11,9,20,22,9,8,14,18,16,10,13,17,8,14,11,16,16,7,14,18,16,16,9,16,10,33,11
"170",14,8,10,9,18,13,11,15,11,18,15,17,17,21,17,18,11,17,12,10,14,19,9,9,13,45,20,14,9,16,12,10,57,16,21,18,13,9,14,10,18,8,14,10,8,18,16,15,14,16
"171",15,10,10,13,16,9,14,13,16,12,17,11,13,37,10,13,23,11,9,21,16,8,10,11,15,12,15,13,17,10,18,17,13,10,10,17,23,42,9,10,10,15,7,13,7,15,18,11,11,39
"172",12,20,17,12,9,33,36,24,48,16,23,13,6,12,33,21,11,13,11,33,17,10,26,10,25,19,15,16,10,15,10,34,15,26,14,32,9,7,11,17,17,21,12,14,18,12,16,29,45,9
"173",10,11,9,17,17,7,31,19,22,9,19,35,13,8,14,8,11,10,33,28,12,9,68,10,11,16,18,16,9,10,19,10,20,14,13,16,15,14,9,24,10,32,8,11,10,20,17,9,17,64
"174",10,10,15,10,11,8,14,15,9,14,17,8,14,17,11,12,20,7,12,17,8,12,13,20,10,18,22,17,13,12,9,14,11,9,10,18,13,22,7,20,18,10,41,15,11,9,40,11,9,15
"175",13,9,19,16,12,17,17,10,13,16,13,16,12,17,16,10,10,16,16,28,8,10,24,16,10,18,9,12,11,13,15,14,13,16,18,15,9,11,16,15,15,14,17,9,10,14,10,11,15,9
"176",9,13,8,10,10,9,17,42,23,17,13,9,10,15,15,38,9,10,25,18,16,9,13,18,13,19,12,11,18,14,20,24,9,13,15,15,23,19,17,9,10,14,15,14,19,10,16,11,12,14
"177",11,13,8,10,14,10,15,18,17,8,11,12,15,9,16,10,11,12,226,9,9,18,12,9,11,11,19,15,9,9,15,11,19,10,14,21,20,19,19,15,217,230,19,12,10,10,16,17,16,16
"178",9,18,9,11,NA,15,15,17,14,10,11,15,9,10,12,9,12,20,15,24,55,8,20,21,16,11,19,9,10,14,8,18,14,17,11,10,10,17,15,10,14,13,12,15,20,15,21,9,11,14
"179",9,28,32,15,21,15,13,9,16,20,362,7,22,13,14,15,12,15,11,15,19,19,17,8,12,14,9,376,9,9,9,9,22,376,10,28,8,21,16,10,23,10,8,22,20,13,10,11,23,23
"180",15,10,14,10,13,11,10,17,9,6,16,16,10,15,9,13,17,16,14,15,16,10,11,11,9,11,8,9,14,10,15,17,14,11,29,12,9,13,30,13,17,18,10,9,17,15,11,12,13,15
"181",23,14,13,17,26,26,11,11,11,13,124,51,11,13,15,323,24,26,132,323,10,9,23,10,22,13,12,14,14,13,26,26,23,11,17,17,10,10,44,10,11,14,12,15,27,40,9,19,9,8
"182",12,29,27,54,7,16,13,10,132,21,10,7,9,10,9,12,18,26,68,12,9,13,18,12,12,27,27,28,13,19,9,17,9,123,13,15,15,11,11,17,11,18,12,38,12,9,12,11,26,25
"183",35,20,38,14,13,7,9,17,12,27,36,21,22,13,10,38,19,11,20,23,9,15,8,19,40,8,8,11,18,19,NA,15,30,21,8,18,16,13,11,17,10,18,NA,10,10,18,24,21,10,13
"184",11,32,15,16,10,19,14,17,16,11,16,17,15,10,14,10,9,12,16,16,10,8,18,13,6,16,17,14,13,15,10,18,9,9,15,17,16,11,12,12,18,17,7,31,9,18,7,15,16,12
"185",18,14,10,13,26,11,17,16,20,14,12,11,10,25,19,26,11,13,22,20,18,17,11,16,19,19,14,19,13,13,14,41,13,19,14,9,11,13,12,21,20,10,15,12,14,48,12,14,19,21
"186",10,16,12,34,20,15,20,21,18,16,22,11,15,7,18,10,11,18,18,20,10,8,17,15,13,15,12,13,9,19,12,17,9,13,12,9,18,18,17,11,9,14,16,8,34,21,13,11,18,14
"187",12,11,12,11,11,12,11,11,9,9,13,11,13,12,12,7,10,9,11,11,9,12,9,8,10,8,19,12,11,10,10,9,12,9,9,7,13,13,23,10,12,10,14,8,9,11,12,11,13,13
"188",17,20,8,43,11,11,68,17,16,8,31,17,14,17,9,76,22,8,21,10,74,32,16,13,17,11,12,9,8,20,11,11,15,19,15,22,15,24,11,17,30,7,22,13,35,8,11,9,9,8
"189",17,14,15,11,33,21,8,14,22,13,9,24,17,18,20,9,9,11,16,11,16,9,17,12,21,19,14,11,9,10,23,17,8,12,22,9,19,21,12,10,10,22,7,33,16,20,16,12,11,21
"190",16,19,17,18,13,14,12,15,18,18,19,9,20,8,15,16,18,8,17,12,10,17,9,13,13,17,28,16,17,12,19,18,17,9,11,13,14,33,10,12,18,20,18,12,11,12,10,10,16,9
"191",26,12,15,16,10,25,20,17,21,11,12,25,15,22,14,13,15,40,13,11,43,8,15,9,21,23,18,9,13,14,19,14,11,19,11,13,19,18,16,27,10,11,14,12,26,9,18,11,15,9
"192",11,16,10,16,10,25,13,11,19,13,10,14,9,17,18,22,12,39,19,19,37,15,10,39,19,16,24,16,16,18,10,20,13,12,9,19,8,18,9,20,17,14,60,60,9,10,12,16,10,16
"193",11,8,9,12,12,11,16,22,32,11,18,18,39,12,23,18,10,9,19,21,9,12,20,11,18,9,14,13,22,21,20,19,9,10,20,16,15,11,17,10,12,17,19,9,15,17,15,12,18,13
"194",9,16,10,12,14,14,10,11,17,21,15,15,13,13,13,10,16,14,13,11,17,16,8,17,13,18,12,15,8,12,17,12,7,16,16,13,10,14,18,11,31,17,8,13,9,15,7,17,9,16
"195",12,11,63,10,8,15,14,12,16,14,9,20,64,19,9,8,9,11,8,17,10,10,8,16,11,9,8,17,13,15,11,16,8,12,6,13,11,8,10,16,9,14,13,15,12,14,8,12,8,40
