"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"905",11,13,161,12,13,15,14,130,18,17,11,147,128,21,16,21,12,27,21,17,14,13,11,17,18,13,23,47,14,9
"906",9,12,64,15,26,33,15,11,16,13,10,8,10,9,8,19,12,12,71,9,12,23,19,10,10,16,76,21,8,75
"907",NA,23,11,20,20,14,8,9,11,56,12,17,120,22,12,47,19,47,16,18,58,15,13,15,11,19,82,22,153,12
"908",11,12,19,9,10,12,11,59,13,56,15,10,11,10,57,12,10,11,10,9,9,11,10,12,8,10,8,33,9,16
"909",15,12,16,27,10,20,106,77,51,13,24,14,22,6,23,52,19,9,16,13,57,11,11,114,23,10,11,12,99,8
"910",14,22,15,15,25,17,13,21,16,248,90,12,7,14,15,149,41,28,10,15,25,18,18,15,24,165,19,10,32,22
"911",29,479,12,13,11,91,10,10,13,23,19,15,20,65,10,11,18,15,47,20,42,55,25,470,27,14,16,11,15,32
"912",7,24,8,12,12,9,16,11,7,29,11,29,31,43,7,11,8,15,12,14,11,9,18,6,32,13,33,43,7,19
"913",11,20,16,68,12,28,13,48,11,11,12,14,10,56,484,13,10,8,10,21,11,15,11,16,10,484,16,10,15,10
"914",46,103,21,NA,NA,NA,12,NA,10,12,10,10,21,29,13,13,20,16,18,NA,13,NA,NA,7,19,10,95,6,8,21
"915",12,25,10,31,19,29,11,15,11,15,16,22,278,12,15,18,12,253,40,254,21,14,15,11,32,22,14,17,172,11
"916",15,56,11,9,20,12,11,14,68,16,9,7,41,24,21,41,55,12,10,10,19,14,73,12,8,12,16,12,20,14
"917",20,152,20,17,21,26,24,17,18,30,25,10,22,148,10,69,17,18,13,11,49,7,22,15,9,15,13,13,34,41
"918",17,11,11,22,26,37,45,9,17,16,9,12,13,17,18,12,15,12,22,21,9,9,14,28,13,36,39,22,13,37
"919",37,14,18,11,143,38,27,39,59,10,13,10,32,14,25,10,17,31,45,15,16,9,40,140,15,103,13,16,9,15
"920",22,7,16,26,12,16,14,21,20,7,11,14,16,13,141,10,15,14,166,26,16,160,17,47,16,42,16,12,17,19
"921",20,11,41,200,19,10,10,11,24,20,33,8,15,46,11,240,13,29,12,41,61,14,11,30,215,14,221,8,11,20
"922",20,23,10,229,11,51,15,12,26,8,10,210,12,8,7,12,9,14,8,8,10,136,145,151,155,33,11,45,77,31
"923",17,8,9,12,15,22,91,16,74,17,10,14,10,40,22,79,20,12,14,18,40,8,47,27,12,9,32,9,13,18
"924",101,17,9,108,14,27,39,19,10,46,35,33,51,9,9,37,12,20,32,10,11,36,16,107,9,46,9,8,10,15
"925",9,17,14,170,426,407,38,16,8,9,148,80,21,22,12,12,8,27,11,12,11,21,48,11,18,13,14,9,17,12
"926",130,417,15,19,23,16,15,23,8,20,12,13,14,10,470,19,16,16,23,16,76,22,14,21,16,21,19,15,471,21
"927",11,13,14,14,22,16,10,20,17,27,8,9,22,13,10,10,22,25,15,38,17,25,21,29,412,17,342,11,15,9
"928",36,17,18,19,10,25,27,10,30,25,17,17,15,106,13,10,13,22,97,12,14,17,16,15,28,101,21,8,13,26
"929",10,21,106,19,10,12,19,49,11,18,22,12,19,23,12,9,18,17,20,33,16,90,18,117,16,16,8,17,10,86
"930",17,20,133,18,12,8,11,37,12,12,46,27,22,12,51,69,23,18,10,11,24,12,9,16,29,20,13,17,9,22
"931",22,21,11,173,24,34,34,16,442,30,14,18,29,26,25,27,11,55,13,334,21,12,11,26,10,11,42,26,149,34
"932",9,11,126,18,25,18,16,146,19,15,11,16,8,13,23,352,13,17,7,15,12,81,11,23,16,18,16,21,351,12
"933",67,9,21,10,122,17,130,16,12,11,13,10,12,55,124,13,11,13,19,19,32,12,10,22,19,18,37,12,9,15
"934",19,32,19,9,85,11,20,13,85,20,9,22,9,15,12,10,13,10,14,7,43,8,27,12,11,9,18,18,70,8
"935",13,11,77,491,267,17,27,31,12,25,11,26,12,11,9,48,14,306,18,10,21,10,21,15,11,16,18,9,15,15
"936",NA,16,27,NA,NA,11,NA,11,NA,NA,NA,22,38,20,15,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA
"937",9,79,21,95,14,19,12,40,38,37,20,18,28,11,43,15,22,51,87,25,113,15,16,21,17,38,22,45,21,39
"938",15,14,12,19,16,10,14,446,13,14,19,18,17,12,16,13,21,9,11,22,452,18,37,17,476,12,470,40,18,15
"939",19,14,11,119,14,59,16,10,14,147,13,13,9,77,11,22,9,18,8,12,21,15,13,119,12,9,19,13,142,16
"940",66,NA,29,150,7,11,NA,10,12,13,12,23,13,NA,9,14,13,15,8,17,17,14,21,152,13,26,32,15,11,14
"941",24,10,186,13,18,31,15,11,16,21,283,91,12,20,16,22,241,24,14,17,105,12,30,28,9,9,10,16,13,21
"942",30,9,25,16,19,62,9,20,64,29,16,19,17,24,17,20,15,12,8,15,16,13,12,15,11,18,9,18,11,10
"943",16,259,27,10,13,255,22,63,20,258,24,14,22,229,23,10,11,16,14,12,170,18,20,14,13,26,21,44,19,33
"944",16,51,13,17,21,11,17,25,10,10,20,62,50,67,25,16,11,11,188,28,20,17,20,22,41,19,488,262,10,490
"945",13,11,NA,12,13,12,13,35,20,11,NA,19,11,11,NA,18,9,13,90,14,11,13,34,11,13,14,11,15,29,9
"946",68,13,75,34,72,18,33,31,13,50,15,63,10,10,12,20,9,46,28,30,34,11,17,28,17,14,10,46,16,12
"947",14,11,47,132,11,11,11,11,114,17,9,13,16,85,98,16,10,10,134,125,12,18,15,22,11,16,24,21,17,9
"948",128,17,12,16,16,39,22,76,54,56,10,68,19,12,13,16,12,16,13,11,85,11,14,50,21,11,22,11,15,66
"949",18,14,12,21,17,14,128,53,12,96,17,18,8,15,59,73,14,9,14,18,8,29,76,143,113,75,12,38,18,10
"950",16,14,10,10,8,11,10,49,8,9,18,8,11,32,68,10,9,27,9,9,11,14,237,33,17,218,9,106,217,9
"951",35,22,28,12,12,12,13,44,15,14,31,13,20,73,67,14,13,40,10,13,11,11,20,69,14,69,35,10,8,24
"952",18,15,16,19,85,14,17,10,14,14,14,16,25,18,19,82,18,14,15,25,65,10,9,88,20,18,17,20,13,16
"953",8,10,13,13,10,13,11,12,8,10,8,12,11,13,18,151,8,75,135,12,10,7,18,47,20,68,98,18,9,15
"954",17,16,18,12,32,21,31,27,23,11,23,11,10,21,22,16,38,9,9,36,24,10,9,32,11,18,36,13,19,11
"955",26,10,16,36,11,22,9,12,NA,15,21,11,11,11,11,10,12,9,15,26,13,9,219,12,42,NA,23,19,8,20
"956",35,39,9,9,36,42,134,14,8,99,135,10,13,14,8,18,11,50,12,134,12,15,29,16,56,9,10,14,39,11
"957",391,15,22,33,11,26,53,35,21,33,428,10,18,16,338,17,13,40,10,16,32,21,14,442,32,16,45,32,15,27
"958",21,12,25,20,15,11,11,12,24,9,16,42,9,71,25,49,9,35,16,34,55,333,10,14,49,322,31,39,14,43
"959",16,19,11,19,12,383,10,9,16,21,28,19,9,11,16,11,12,128,18,18,36,9,9,6,130,8,15,8,17,12
"960",29,14,16,18,314,13,316,95,56,13,11,26,329,15,16,9,21,19,8,131,23,19,17,104,21,15,32,NA,16,347
"961",9,16,12,14,8,14,192,14,125,17,13,11,41,13,16,8,284,10,9,12,9,14,10,8,217,16,15,17,12,15
"962",14,25,16,20,29,13,17,8,13,23,34,37,15,37,24,13,14,9,15,9,30,13,22,34,42,12,13,10,17,14
"963",16,218,8,11,13,60,36,10,11,11,8,10,178,19,180,12,127,10,19,13,14,12,11,12,51,26,10,34,17,10
"964",11,30,10,11,9,214,14,9,30,20,13,20,18,10,199,207,218,15,14,16,18,8,29,16,10,9,28,12,20,19
"965",12,19,224,11,12,11,10,9,194,10,14,10,12,10,278,13,12,36,15,16,63,13,20,19,12,11,12,39,16,12
"966",48,24,16,39,19,23,27,102,16,8,42,12,58,11,14,20,10,11,36,15,350,105,14,26,22,361,16,9,63,12
"967",57,56,18,11,13,16,13,23,9,11,12,21,41,20,16,14,19,37,19,18,22,8,16,11,11,15,64,11,16,19
"968",36,22,12,15,16,20,32,21,39,27,97,9,11,10,24,99,21,99,17,11,30,29,86,14,32,16,13,15,10,14
"969",99,30,27,16,15,17,17,14,28,29,22,11,8,471,13,7,102,12,17,9,9,24,13,31,485,24,13,20,102,12
"970",30,17,21,18,156,17,29,11,12,26,439,17,10,10,118,40,17,15,18,48,12,133,11,21,37,9,13,10,19,446
"971",22,14,68,52,113,12,20,16,18,115,20,13,16,19,12,32,13,12,12,10,22,7,9,103,8,19,110,23,8,19
"972",11,29,27,10,132,48,12,24,78,23,32,47,9,88,17,9,12,65,13,110,14,14,29,19,74,13,17,137,15,15
"973",18,15,23,15,12,29,199,212,36,38,12,13,10,235,10,12,10,15,14,222,14,19,41,11,14,30,13,17,92,22
"974",14,41,99,9,24,16,21,16,12,17,38,20,9,19,95,13,15,15,11,10,96,89,10,16,20,14,13,19,10,41
"975",12,160,18,18,68,43,10,32,266,24,26,112,10,15,478,21,9,11,19,9,48,28,20,13,7,161,43,12,30,84
"976",11,154,11,36,8,14,9,18,15,22,11,45,10,25,40,276,29,8,13,49,191,150,164,18,36,9,43,13,273,11
"977",16,NA,10,16,11,12,16,44,14,16,29,11,14,13,13,16,NA,15,122,NA,22,168,222,13,13,NA,19,18,23,10
"978",77,22,11,197,11,10,8,9,13,10,237,10,26,12,232,20,9,26,12,11,15,16,15,10,11,9,11,13,12,225
"979",18,32,12,14,23,11,23,11,15,10,12,10,16,11,15,10,16,143,16,12,16,8,10,182,18,173,167,23,29,178
"980",NA,NA,NA,49,NA,NA,8,NA,21,14,NA,6,NA,129,NA,130,NA,27,102,NA,NA,13,NA,NA,NA,NA,NA,NA,13,NA
"981",8,10,17,9,9,11,119,8,8,26,7,17,8,16,20,NA,7,8,8,15,11,359,18,17,8,12,12,411,9,15
"982",16,18,15,11,8,19,36,12,9,10,14,39,28,11,33,8,21,15,9,10,23,45,44,18,9,13,15,12,24,17
"983",13,20,12,11,13,29,14,16,26,12,132,209,13,11,10,13,15,8,28,15,27,70,12,10,13,20,91,9,24,16
"984",10,22,26,13,21,29,16,18,42,20,48,28,128,24,9,41,18,116,15,20,17,16,12,12,9,22,12,11,132,15
"985",13,12,324,24,20,40,7,238,37,13,15,14,8,329,41,13,11,8,9,29,227,10,9,14,24,8,18,23,25,20
"986",8,15,10,23,159,9,11,17,14,11,17,12,54,13,14,20,8,17,127,11,15,18,25,13,17,9,11,180,8,27
"987",9,10,194,13,15,20,22,153,16,103,22,13,24,14,13,18,14,12,13,15,27,13,30,33,16,12,17,191,38,15
"988",14,18,NA,10,11,12,15,14,55,14,NA,13,9,13,12,44,NA,11,48,8,35,NA,8,9,35,17,24,22,66,39
"989",42,9,12,8,121,81,11,15,10,137,131,15,130,8,19,15,56,11,14,20,14,15,9,20,13,27,25,15,11,13
"990",11,13,11,17,76,14,13,11,12,12,22,13,22,19,10,17,74,14,13,17,19,65,11,8,22,77,10,10,58,11
"991",8,11,13,13,NA,15,24,10,400,9,15,8,9,13,13,407,18,12,53,10,13,14,19,10,18,16,12,16,11,11
"992",11,18,148,15,18,10,19,8,13,13,20,25,25,13,16,12,10,68,14,20,9,15,13,15,25,19,11,16,14,144
"993",11,14,9,14,9,17,17,11,10,21,46,41,14,128,23,66,25,11,12,14,12,21,9,11,19,12,135,13,21,9
"994",212,10,181,12,16,11,11,13,9,8,15,9,39,24,9,11,13,18,10,7,271,12,7,19,29,144,9,9,14,20
"995",49,54,23,16,17,49,18,14,23,21,19,57,12,25,22,14,13,17,17,28,12,15,16,19,9,21,21,12,15,17
"996",40,25,20,52,26,11,19,13,54,14,24,12,13,11,25,17,17,13,37,15,18,24,56,12,14,16,23,12,20,26
"997",11,10,122,13,34,11,12,12,10,15,12,9,16,10,114,38,8,129,12,22,11,13,14,11,15,15,13,9,12,11
"998",19,11,12,39,12,33,19,16,10,8,18,18,11,35,19,236,13,8,8,15,59,9,47,14,36,19,9,11,9,10
"999",65,45,18,22,19,14,23,17,25,60,10,20,22,110,9,142,9,10,14,15,14,14,9,59,24,8,122,18,10,15
"1000",13,113,12,19,14,18,10,15,14,314,26,16,16,19,29,19,15,24,75,10,40,30,17,16,17,15,59,14,17,17
