"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"688",11,7,256,11,18,12,55,16,21,16,30,7,108,11,18,12,6,12,14,21,13,309,10,10,53,15,10,341,28,14
"689",NA,10,19,14,25,22,17,12,12,25,35,NA,12,32,287,16,162,14,27,NA,23,25,16,325,22,29,16,11,11,14
"690",8,30,15,10,19,33,169,15,138,62,12,10,15,11,47,13,14,12,13,172,14,13,13,11,32,13,7,40,15,10
"691",58,8,38,109,150,26,10,10,20,10,378,23,10,22,50,75,17,94,44,45,8,90,11,7,11,12,16,13,12,13
"692",480,20,491,9,19,34,13,56,18,10,14,49,16,9,27,13,51,9,11,12,43,19,19,21,22,483,26,40,NA,19
"693",32,47,23,15,43,28,16,34,47,11,17,10,13,27,16,28,9,58,62,38,18,25,14,28,22,21,16,32,17,13
"694",8,10,12,23,13,21,9,16,14,10,10,12,11,32,9,14,26,12,22,17,10,12,15,14,30,11,7,9,10,30
"695",12,8,9,12,78,13,14,69,23,15,30,7,14,11,14,22,43,27,12,11,12,9,9,65,73,18,10,19,20,11
"696",NA,27,NA,NA,NA,NA,NA,27,NA,NA,NA,194,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,10,NA,NA,NA
"697",41,296,37,59,26,50,13,9,12,9,18,25,55,29,35,16,39,15,13,16,47,16,15,17,18,18,16,16,14,296
"698",259,27,30,32,37,14,27,262,37,32,10,34,46,15,12,32,39,10,41,8,44,29,29,40,28,11,32,31,12,22
"699",10,20,11,111,14,10,12,7,20,21,13,21,20,16,11,122,17,10,39,40,18,125,105,16,10,22,19,36,10,18
"700",15,9,19,12,8,22,30,11,10,22,288,40,10,53,8,22,415,45,400,13,10,29,20,14,29,13,27,13,21,12
"701",14,29,22,11,80,11,11,21,256,21,344,12,224,26,12,17,35,22,10,22,6,14,20,235,13,32,15,196,250,248
"702",22,7,13,15,10,10,13,16,31,8,12,8,12,19,12,38,17,20,80,13,104,63,13,31,78,17,74,17,100,9
"703",11,10,11,7,406,14,16,11,20,19,6,10,48,12,25,13,23,10,17,10,9,12,390,11,363,347,7,8,29,245
"704",29,19,30,47,16,369,55,30,24,414,10,39,15,25,11,368,13,39,385,30,32,15,149,33,12,22,11,58,51,424
"705",16,8,101,19,27,115,13,16,15,16,13,17,24,14,9,17,101,10,21,9,21,9,11,19,9,11,13,19,22,103
"706",NA,NA,28,NA,14,NA,8,120,NA,10,NA,NA,NA,NA,NA,15,NA,8,NA,10,NA,42,9,NA,NA,NA,NA,NA,NA,NA
"707",65,18,45,19,17,8,9,129,23,26,9,15,38,17,26,13,329,17,40,10,11,18,34,48,132,328,43,19,14,27
"708",9,79,14,28,42,21,15,10,14,41,35,102,12,24,19,25,124,29,20,25,23,13,132,32,14,9,14,40,21,37
"709",15,10,30,172,51,15,30,389,399,395,15,45,30,12,18,11,90,159,18,17,26,43,27,29,19,30,11,28,19,11
"710",26,15,28,21,7,27,16,10,241,272,20,25,27,63,8,15,42,13,9,31,22,13,273,13,12,12,221,8,6,26
"711",19,37,39,11,15,17,13,62,12,23,12,13,17,23,17,10,9,21,9,31,20,29,62,15,11,59,21,23,9,10
"712",14,11,35,12,19,15,15,10,17,18,9,9,15,40,11,17,13,8,17,62,8,17,15,15,24,11,15,54,242,11
"713",9,11,34,22,17,16,21,11,59,13,9,16,18,17,16,11,14,103,11,8,16,16,16,17,14,47,14,9,19,15
"714",11,8,23,112,151,18,14,13,15,12,133,17,16,87,9,12,16,9,13,12,22,10,17,16,11,8,10,17,14,20
"715",15,11,21,12,24,21,23,16,11,134,19,19,9,146,24,51,14,16,14,12,22,18,31,20,15,24,13,22,25,28
"716",12,290,18,10,10,9,19,16,358,10,13,29,22,11,15,351,11,9,26,308,10,13,58,15,7,15,12,13,365,16
"717",15,16,19,90,53,10,11,18,10,15,21,11,29,88,15,69,21,17,8,25,16,44,10,9,16,16,12,63,15,11
"718",17,25,26,11,31,417,22,11,9,16,41,26,71,275,27,17,11,35,16,95,86,15,11,60,19,41,419,16,10,9
"719",17,52,66,11,12,10,9,14,16,10,14,10,9,17,75,13,14,112,22,108,10,14,11,21,11,12,21,12,15,11
"720",8,15,10,13,117,15,11,16,18,12,44,16,12,22,11,11,9,11,13,33,119,8,11,43,15,11,11,115,108,20
"721",10,10,10,30,9,43,15,14,21,27,11,17,30,20,15,12,10,14,13,66,12,19,63,9,17,13,15,11,13,7
"722",18,71,17,10,26,38,13,10,15,12,64,17,31,14,10,11,12,15,12,53,15,77,62,19,10,17,27,10,12,16
"723",11,63,18,28,13,9,14,31,59,13,14,18,25,14,13,66,15,10,25,19,13,12,9,8,44,35,11,33,15,38
"724",44,37,18,32,15,31,21,48,13,20,16,13,14,49,10,10,9,16,20,22,41,8,17,18,16,15,11,15,21,12
"725",13,34,14,19,14,463,18,11,10,21,19,19,27,16,10,100,16,227,22,79,12,39,7,14,NA,15,24,15,21,NA
"726",NA,18,NA,12,NA,23,79,11,NA,NA,34,21,26,44,NA,NA,NA,14,NA,19,NA,18,80,NA,44,50,NA,12,15,12
"727",11,25,11,12,41,18,12,17,76,12,99,17,25,11,11,46,10,43,13,20,98,10,36,7,16,11,49,14,9,28
"728",18,17,17,151,137,17,15,11,10,19,56,35,11,11,118,14,16,10,7,13,149,15,11,11,14,22,25,29,17,21
"729",15,13,34,12,15,14,23,13,17,11,23,25,27,11,30,195,16,8,9,16,26,8,17,43,14,250,23,15,13,246
"730",20,73,16,16,13,118,13,31,41,NA,10,15,19,11,23,NA,8,11,20,26,25,276,23,21,166,NA,27,19,11,18
"731",206,33,125,14,241,9,8,11,12,238,14,21,79,21,27,17,17,13,10,12,17,34,12,17,11,18,11,7,10,12
"732",13,11,282,20,15,9,239,77,22,10,12,14,9,15,10,37,28,10,9,24,286,296,20,12,8,262,69,14,12,12
"733",22,9,10,19,9,20,10,17,11,11,21,18,9,20,35,11,NA,45,NA,15,22,NA,14,14,30,10,11,13,46,16
"734",8,25,21,13,42,17,40,15,95,27,9,52,31,16,40,138,47,30,21,26,27,274,8,465,26,431,55,236,9,57
"735",NA,24,24,13,171,10,14,11,10,14,22,24,NA,25,NA,32,9,9,82,8,10,14,22,17,16,12,77,14,10,17
"736",9,59,127,10,16,10,18,11,35,31,33,29,25,14,18,17,23,32,25,9,11,39,53,18,122,132,13,30,21,20
"737",458,49,44,352,27,40,344,453,12,11,16,20,11,24,19,15,10,18,10,16,18,25,26,106,17,24,16,15,56,18
"738",12,10,55,24,17,14,11,21,15,14,13,43,23,14,12,17,18,22,11,16,52,21,25,13,8,34,9,44,22,13
"739",53,26,18,24,14,11,15,9,31,25,39,132,25,51,78,16,18,13,15,17,128,12,40,10,12,14,24,131,11,9
"740",10,21,181,12,13,184,12,12,42,13,13,23,134,10,42,10,7,26,8,19,8,18,11,188,9,12,35,15,11,9
"741",16,16,17,15,23,11,11,23,27,69,16,14,19,9,24,11,13,63,92,66,21,127,15,18,25,23,15,15,24,15
"742",13,11,17,16,22,18,65,24,72,110,14,20,130,8,9,12,17,14,13,141,17,66,8,13,137,7,35,9,12,18
"743",16,134,22,15,13,13,10,15,7,24,24,8,48,13,10,19,9,11,18,8,20,124,15,13,9,18,11,16,115,51
"744",16,34,19,12,18,43,26,93,23,97,26,12,13,13,22,19,14,15,23,12,94,20,66,12,13,31,15,35,92,14
"745",115,21,46,19,34,8,14,18,24,44,20,15,84,NA,16,17,17,28,12,14,15,11,32,13,10,10,NA,69,13,26
"746",38,20,19,13,NA,17,33,17,9,19,31,17,NA,50,9,41,NA,11,8,NA,25,14,16,NA,46,12,17,16,14,11
"747",26,18,13,92,12,260,257,9,15,14,13,20,24,26,21,15,18,14,11,17,265,16,13,16,18,15,13,12,12,26
"748",10,10,10,40,39,10,18,10,17,13,243,11,10,67,15,84,29,10,22,20,14,77,22,12,9,8,9,24,12,15
"749",12,21,10,11,20,11,24,17,11,13,18,16,194,13,16,195,22,22,23,180,72,13,13,14,9,23,16,17,9,175
"750",40,69,30,64,12,326,27,16,27,31,60,13,49,76,70,10,30,92,9,23,9,18,38,13,24,18,41,22,333,134
"751",15,14,33,11,11,13,15,14,9,13,19,9,26,90,25,NA,11,15,17,13,8,114,27,364,44,20,9,30,13,8
"752",22,104,9,27,20,13,8,25,288,11,11,12,13,342,28,14,19,18,9,20,17,17,16,21,17,15,22,57,157,10
"753",12,42,13,25,10,23,19,18,7,8,14,14,15,26,39,30,17,9,14,11,10,33,32,25,28,14,12,13,16,40
"754",15,9,12,53,9,15,21,11,11,19,54,12,10,9,15,17,16,13,17,14,16,10,20,10,21,51,12,52,13,19
"755",17,15,37,43,10,43,11,10,13,34,13,9,12,20,39,10,10,208,13,17,24,204,15,10,10,71,14,51,230,11
"756",167,16,33,16,20,25,36,7,12,20,10,27,17,177,29,27,24,10,20,12,22,31,66,75,62,20,22,31,22,37
"757",19,196,54,180,18,23,21,9,10,10,14,28,22,19,12,15,176,12,25,17,33,12,17,11,17,14,8,10,43,13
"758",165,14,19,21,10,14,16,17,107,33,10,NA,9,19,23,20,52,10,19,12,15,404,17,43,10,10,23,24,14,15
"759",17,27,23,8,14,10,12,9,17,10,24,14,14,75,10,66,14,59,16,8,9,14,41,72,35,8,15,47,15,11
"760",11,14,27,182,370,14,124,31,18,59,408,12,31,18,12,35,28,22,9,21,17,8,58,19,169,15,29,395,10,24
"761",13,11,176,24,20,22,10,13,173,12,9,15,128,82,33,16,57,13,41,19,129,19,14,27,17,22,146,14,42,11
"762",21,9,30,17,38,26,12,12,143,92,18,21,20,131,16,12,53,8,37,14,19,150,9,52,157,7,12,18,18,17
"763",9,14,9,15,13,17,379,16,16,370,17,378,9,10,13,36,12,14,56,34,30,20,61,11,15,8,190,20,16,7
"764",32,13,16,68,17,10,14,32,10,27,25,81,13,10,12,60,41,46,22,13,27,49,78,20,32,27,8,23,24,16
"765",8,13,337,14,17,22,16,47,13,12,7,17,16,399,45,8,13,454,449,444,16,33,23,49,51,28,17,12,12,21
"766",8,13,105,8,14,82,9,40,12,49,9,12,14,109,30,15,10,29,11,18,12,24,14,9,14,14,14,96,13,49
"767",15,14,11,19,18,14,9,14,23,9,16,22,10,19,24,17,20,11,38,42,41,13,16,19,17,11,17,25,11,12
"768",12,120,9,119,23,115,114,9,12,40,15,14,15,9,26,24,12,10,16,17,14,13,8,23,10,57,14,23,11,11
"769",49,9,10,22,13,10,14,17,14,31,16,21,55,12,18,21,50,30,156,13,85,11,11,21,9,74,10,29,35,14
"770",29,NA,17,21,30,40,12,35,14,25,23,34,9,15,18,15,NA,126,34,183,22,17,10,24,11,25,15,23,15,61
"771",111,10,10,16,NA,43,12,17,8,46,10,NA,259,382,10,15,7,20,10,18,28,8,205,12,95,36,8,11,10,110
"772",13,123,9,87,11,19,14,12,12,18,9,10,31,25,13,18,52,15,11,31,24,10,14,24,121,24,10,14,9,15
"773",13,13,47,8,26,24,30,8,27,19,18,79,16,12,12,47,12,22,12,20,167,11,280,319,288,316,24,86,9,20
"774",92,10,16,11,17,27,11,18,25,20,21,15,21,12,16,10,10,9,94,12,16,11,9,70,21,38,92,23,9,9
"775",8,11,9,55,7,13,8,339,28,15,32,11,11,22,12,11,11,13,63,14,13,26,12,13,55,19,11,26,12,13
"776",131,349,17,12,57,27,137,9,16,15,30,22,15,11,198,20,12,13,10,13,12,10,18,45,10,19,16,10,13,16
"777",25,64,16,28,12,10,36,13,19,9,21,69,480,16,28,468,81,13,17,126,14,15,154,14,441,86,27,42,12,11
"778",25,13,9,57,13,26,9,17,57,11,14,105,11,NA,13,35,64,12,12,12,20,12,117,10,123,8,15,NA,9,18
"779",15,11,12,16,11,10,14,9,13,17,20,18,19,12,12,16,17,NA,39,11,28,10,NA,15,348,13,17,105,17,37
"780",14,9,8,281,301,11,12,333,9,16,23,12,202,46,24,17,12,8,11,114,22,41,15,273,13,35,12,13,10,18
"781",12,13,17,10,23,12,13,28,11,56,9,280,35,13,10,10,15,348,14,14,299,214,8,9,314,27,13,21,15,18
"782",8,12,26,17,8,10,122,11,21,252,261,43,11,9,12,154,17,10,23,23,15,11,14,27,13,19,131,12,10,23
"783",17,50,51,10,29,12,9,32,9,50,9,10,319,210,9,19,17,11,11,54,201,162,36,12,13,12,12,64,20,9
"784",160,29,9,14,35,9,6,21,192,32,18,12,23,14,10,10,7,156,34,15,177,21,23,14,8,12,58,13,18,10
"785",21,21,43,14,18,NA,27,264,15,14,15,8,13,NA,11,11,43,14,14,9,44,14,NA,21,15,11,11,20,87,11
"786",9,10,55,19,10,8,11,20,11,8,9,22,14,55,95,18,45,11,30,14,16,105,10,8,8,107,12,21,15,12
"787",20,39,77,22,13,11,12,19,14,14,15,11,100,12,19,11,19,16,14,17,91,29,26,12,85,99,34,13,11,11
"788",22,10,256,181,182,221,90,31,15,10,12,423,28,18,18,18,12,12,178,23,16,66,16,49,168,19,10,22,30,422
"789",NA,14,12,NA,15,57,NA,23,13,15,19,10,NA,14,10,80,11,NA,17,NA,50,NA,8,47,48,11,11,9,NA,NA
"790",14,13,14,19,15,14,12,27,32,32,15,79,13,16,19,19,10,19,15,15,15,21,20,33,77,10,76,73,17,11
"791",13,15,15,348,13,9,15,11,20,13,15,12,22,24,70,14,312,10,9,12,21,15,410,16,16,27,11,46,31,11
"792",13,9,105,11,12,17,23,11,16,62,31,143,17,125,12,13,13,11,8,30,14,12,145,33,9,7,9,17,12,16
"793",17,19,10,9,12,15,15,39,8,8,12,14,9,16,13,14,11,10,11,42,59,10,11,14,13,10,20,57,19,58
"794",14,30,NA,14,11,18,53,8,40,33,20,NA,NA,NA,43,16,53,33,14,13,NA,14,10,42,21,14,13,21,29,30
"795",14,28,9,211,214,14,14,13,14,34,16,13,39,10,202,19,11,11,23,26,11,18,14,16,42,10,13,11,21,21
"796",12,18,164,15,13,51,94,22,21,31,10,16,134,184,42,17,25,14,29,33,9,13,11,13,16,11,21,31,173,24
"797",12,449,21,12,11,18,11,463,15,64,13,13,10,9,12,14,12,8,10,14,429,17,61,13,9,13,446,12,12,20
"798",17,25,19,16,9,18,354,21,23,8,328,31,14,15,9,31,15,11,13,18,11,17,26,311,17,17,7,14,22,15
"799",15,24,21,10,9,19,10,15,35,20,20,10,22,33,8,27,13,21,25,11,11,17,74,10,10,24,66,13,69,20
"800",166,11,15,145,14,37,15,15,19,18,13,31,12,10,9,84,11,244,34,154,27,10,12,27,21,11,20,27,13,13
"801",62,8,12,9,8,17,10,12,11,19,13,31,NA,NA,10,16,NA,19,10,84,15,16,16,12,10,60,15,11,17,13
"802",11,42,79,73,17,16,76,25,9,17,10,10,15,10,10,9,75,18,8,23,13,14,9,26,34,15,33,14,36,14
"803",16,21,57,19,18,14,66,20,15,22,27,16,36,11,32,15,16,24,18,25,13,12,7,18,9,9,23,11,57,69
"804",14,14,11,11,11,14,53,20,10,18,12,18,9,11,11,52,9,19,10,14,11,19,10,17,20,54,56,10,14,54
"805",28,18,8,14,10,18,12,32,10,14,11,30,24,16,39,10,18,11,19,22,19,13,15,13,17,9,15,39,11,10
"806",11,51,20,112,169,18,17,33,12,11,17,NA,NA,42,NA,NA,26,NA,18,16,16,42,19,8,20,NA,NA,15,NA,45
"807",12,36,28,9,29,19,12,36,34,7,94,90,20,27,30,13,25,9,15,21,13,10,8,29,22,24,12,12,35,34
"808",128,15,22,142,9,46,14,130,30,9,14,20,11,19,16,128,30,16,18,13,13,16,13,13,16,19,37,16,13,16
"809",13,25,17,NA,8,17,NA,14,9,41,9,19,20,15,37,50,30,8,48,22,51,32,14,21,NA,10,10,28,17,46
"810",12,11,34,86,40,9,18,15,13,10,12,80,24,20,10,50,15,12,13,120,32,13,10,14,11,12,77,13,17,11
"811",13,14,18,19,25,239,23,12,11,13,19,13,14,14,305,11,17,9,12,144,19,12,11,13,12,16,9,10,8,15
"812",14,50,24,19,28,12,9,14,11,142,15,20,10,18,8,15,18,153,26,15,20,12,10,157,17,12,15,19,14,19
"813",17,NA,15,11,20,57,30,44,NA,NA,24,10,13,16,24,10,18,69,NA,11,8,11,15,14,16,12,12,23,28,28
"814",42,13,42,12,222,12,17,90,36,39,11,15,18,23,10,29,12,13,11,11,31,23,28,16,221,15,15,15,13,35
"815",37,122,38,9,12,8,15,16,16,8,10,17,31,32,33,9,33,103,10,15,13,36,9,11,22,9,40,49,19,118
"816",10,49,12,33,13,10,28,18,15,13,14,16,51,10,15,14,19,8,15,10,25,13,31,51,13,16,17,9,21,16
"817",100,19,34,11,87,31,39,37,11,25,13,16,16,81,19,12,18,22,37,29,15,13,20,26,94,14,19,26,33,16
"818",13,434,42,51,21,159,54,11,66,11,11,24,16,12,31,22,42,17,411,10,12,61,16,13,70,9,11,445,10,14
"819",17,11,19,17,7,102,11,112,15,8,25,16,11,12,14,14,14,13,8,11,16,10,11,19,21,11,14,20,23,7
"820",196,24,12,18,9,23,14,15,16,9,8,168,7,16,23,NA,11,17,8,NA,NA,25,11,11,21,9,20,25,17,8
"821",13,14,13,11,33,12,40,22,10,43,11,14,47,18,10,8,9,9,11,7,6,22,9,8,14,9,12,18,10,43
"822",11,140,12,10,10,10,15,10,13,10,16,12,10,151,83,9,40,18,12,8,14,148,26,11,18,145,9,16,9,24
"823",16,13,21,24,83,12,12,11,22,80,17,18,16,26,10,23,14,11,16,18,10,12,30,15,22,12,10,18,28,14
"824",25,20,12,94,15,9,84,13,121,13,18,15,21,10,14,99,15,9,12,12,13,10,25,18,9,10,23,11,113,14
"825",26,22,8,27,17,26,16,23,73,12,87,77,16,11,31,13,21,86,23,13,20,9,9,16,13,68,26,24,12,30
"826",28,13,22,24,10,46,9,19,14,104,22,41,41,13,11,10,12,13,98,10,26,16,16,43,16,9,12,96,15,9
"827",10,14,9,19,7,10,8,9,8,25,23,9,15,30,9,16,44,14,36,10,14,9,16,42,21,47,23,19,10,9
"828",23,11,14,34,8,11,11,12,32,11,6,41,12,8,8,8,9,21,42,30,13,10,9,11,10,12,19,15,8,14
"829",79,9,16,15,10,11,27,14,12,11,11,10,10,23,15,69,20,14,23,10,12,14,80,12,16,10,13,12,19,15
"830",20,9,14,14,70,26,17,12,87,12,22,17,14,16,11,19,14,9,14,12,29,61,25,20,36,11,54,62,17,9
"831",12,12,18,14,33,25,9,23,17,18,29,48,15,8,227,9,8,41,15,28,292,9,243,27,26,13,21,42,12,28
"832",17,11,370,18,430,10,270,10,373,42,102,12,15,12,19,46,13,10,12,383,29,49,25,354,19,9,13,12,9,18
"833",149,18,12,19,41,114,13,8,15,20,10,13,10,15,20,9,28,11,14,132,17,16,13,146,11,11,12,85,15,141
"834",18,9,11,14,34,24,16,162,38,18,15,331,37,20,NA,13,17,18,NA,32,16,160,10,17,37,15,82,42,NA,25
"835",18,NA,NA,14,44,12,53,12,10,13,45,41,9,15,69,NA,11,98,NA,13,21,38,52,NA,16,52,26,27,123,12
"836",24,28,10,12,11,11,11,10,12,10,10,9,11,10,25,10,10,13,11,15,18,16,29,40,10,9,9,42,9,12
"837",31,12,11,16,26,17,20,13,21,10,11,16,35,26,23,13,18,52,55,24,23,26,20,22,13,17,48,21,18,15
"838",15,187,188,13,14,198,16,11,12,21,26,12,34,47,34,22,14,19,17,12,193,9,8,17,21,12,16,16,13,15
"839",39,11,15,12,16,17,20,14,38,13,15,16,20,70,10,13,11,18,20,12,24,9,16,22,38,67,66,10,15,12
"840",20,16,10,9,12,39,14,102,13,24,11,8,73,9,25,47,90,20,9,14,9,45,18,10,21,21,16,23,22,18
"841",96,28,78,11,10,96,39,14,11,16,11,35,18,21,95,28,26,16,17,10,16,53,11,26,14,73,17,18,16,19
"842",50,8,9,13,16,16,52,13,7,18,13,26,14,9,37,20,54,19,11,7,17,19,8,8,11,15,10,22,14,60
"843",10,10,77,12,10,9,13,10,11,17,30,19,20,16,59,38,11,167,17,175,30,9,35,11,10,10,155,14,12,13
"844",11,14,72,8,13,10,31,9,12,15,71,19,15,15,8,10,12,13,80,10,28,14,9,27,32,14,22,12,9,21
"845",17,24,17,8,8,70,9,10,13,242,7,145,11,118,77,10,23,23,20,10,5,6,8,13,25,8,247,9,10,14
"846",14,19,11,37,12,9,9,12,28,24,15,16,16,10,26,107,10,9,11,9,12,104,114,12,58,56,18,48,41,96
"847",34,14,10,58,41,31,12,22,17,15,14,9,14,10,9,22,8,13,22,17,13,10,15,27,15,12,17,10,22,14
"848",18,47,14,87,13,30,14,11,20,22,17,17,45,12,11,11,21,23,20,17,12,85,14,63,85,11,18,18,11,19
"849",184,36,15,10,28,56,17,175,17,11,136,12,14,9,13,12,7,32,11,190,9,16,28,19,13,11,17,14,16,15
"850",332,12,NA,10,23,20,13,85,18,11,17,12,15,60,11,16,54,15,12,65,78,11,12,18,NA,21,10,56,15,61
"851",13,15,11,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,23,NA,13,NA,9,111,16,NA,12,NA,NA,NA,NA,NA,NA,NA
"852",66,70,14,15,52,12,16,62,246,13,15,10,27,17,13,26,8,18,44,10,364,18,15,38,12,23,13,50,14,14
"853",16,17,13,11,22,18,11,10,10,139,26,161,57,14,10,14,147,19,20,13,11,13,13,15,10,11,134,27,18,12
"854",80,9,15,137,27,12,18,21,9,54,67,31,24,41,46,18,23,12,15,17,10,8,167,9,7,170,18,13,9,168
"855",31,13,10,81,11,12,13,13,9,26,23,23,13,12,74,227,16,28,10,21,11,19,25,13,171,12,26,233,10,17
"856",65,18,20,11,25,13,77,19,130,16,20,14,14,23,9,142,9,12,9,16,12,10,17,13,44,13,13,14,10,14
"857",36,23,26,33,102,9,78,37,108,341,13,8,16,15,11,9,21,15,11,10,362,10,88,11,15,14,32,10,8,30
"858",17,14,17,405,18,12,381,402,13,11,15,25,12,12,20,33,9,11,108,27,22,11,16,12,34,402,10,16,11,17
"859",14,13,25,11,19,17,13,94,9,17,41,16,15,15,13,20,19,84,13,20,94,14,15,27,49,17,10,7,19,11
"860",12,109,24,14,25,11,428,9,423,10,13,14,406,13,40,12,166,10,21,407,17,10,10,13,12,106,17,10,13,10
"861",21,15,40,11,61,10,8,218,22,16,11,12,57,39,27,13,19,14,13,28,11,12,16,11,10,189,14,17,40,25
"862",57,10,17,19,13,14,36,10,17,15,13,15,34,9,34,59,8,46,17,31,20,24,16,21,25,17,23,17,9,11
"863",39,13,45,20,22,21,134,30,13,63,10,21,14,15,15,10,19,34,16,21,6,7,16,22,221,120,17,28,13,123
"864",17,9,32,27,61,31,36,28,8,8,104,83,16,10,19,8,123,25,119,7,8,59,18,23,31,301,15,10,32,41
"865",67,23,7,20,14,18,10,21,70,22,8,11,71,15,16,14,21,15,31,15,20,20,12,9,23,16,16,21,11,17
"866",16,NA,12,NA,10,10,NA,8,13,10,51,24,19,11,NA,52,22,NA,9,8,12,11,19,16,9,9,17,17,13,11
"867",57,16,10,29,9,25,13,13,10,12,11,19,8,9,25,62,18,9,38,16,9,14,11,9,8,22,10,13,60,12
"868",9,34,92,12,16,9,53,30,25,12,9,8,10,14,19,29,10,17,88,19,12,20,19,17,12,21,14,46,19,22
"869",9,33,32,29,10,9,16,26,13,234,20,37,10,13,14,11,21,9,11,8,187,8,13,10,15,132,9,9,241,14
"870",19,9,16,68,20,36,14,24,108,10,10,137,14,20,31,22,43,12,10,17,122,24,11,16,13,17,9,14,14,15
"871",14,47,166,19,168,15,23,17,161,22,11,18,16,10,31,17,8,25,80,72,28,10,19,25,14,18,164,75,11,20
"872",13,36,116,26,8,7,15,14,14,7,9,10,110,12,12,10,11,32,55,12,17,20,8,9,37,11,18,12,91,33
"873",10,10,11,70,36,13,7,6,9,76,8,8,8,8,41,20,21,7,9,6,7,12,8,7,41,99,9,8,8,97
"874",20,13,30,12,8,24,23,11,13,12,12,199,17,10,17,18,15,9,15,19,9,11,10,13,10,159,15,27,137,18
"875",234,12,9,11,11,13,14,25,184,16,17,10,188,14,16,15,14,8,203,17,9,10,191,9,16,12,26,10,10,12
"876",163,16,NA,10,11,10,13,160,9,16,18,38,18,14,131,16,NA,9,193,13,240,11,NA,7,24,21,11,20,10,11
"877",9,13,133,12,23,133,17,12,19,10,13,14,20,17,12,24,11,23,14,21,35,53,7,15,10,17,119,9,24,140
"878",225,16,11,38,15,13,26,218,17,221,15,9,13,27,11,13,16,26,10,41,14,36,11,19,16,11,9,23,18,41
"879",21,NA,12,10,15,26,21,7,NA,16,12,13,NA,9,NA,NA,21,18,13,26,22,10,NA,NA,9,11,NA,18,9,NA
"880",18,140,12,23,9,47,NA,20,136,25,29,NA,13,NA,37,NA,9,27,130,12,31,NA,11,44,56,15,16,NA,NA,NA
"881",13,12,9,12,11,17,64,21,149,22,40,31,447,22,21,69,12,22,16,8,37,18,11,12,95,11,66,10,441,95
"882",13,35,10,447,23,12,20,NA,10,10,27,17,14,105,14,252,10,25,19,20,15,26,17,NA,24,30,14,16,26,17
"883",18,8,14,182,14,185,27,18,8,14,11,14,9,7,164,13,12,23,9,22,9,15,9,12,23,34,12,12,93,17
"884",59,22,62,15,37,342,28,13,14,10,11,21,60,21,32,43,33,21,11,337,13,10,41,19,29,15,61,24,16,51
"885",12,14,9,17,19,10,11,21,12,14,37,18,25,27,14,8,21,8,14,22,10,36,11,40,17,11,13,11,18,36
"886",23,126,11,49,22,10,93,72,25,13,13,76,15,125,14,112,10,14,12,17,12,23,69,13,18,46,72,67,14,11
"887",14,16,11,NA,NA,56,NA,NA,NA,24,NA,23,315,34,10,41,NA,13,10,38,34,NA,NA,NA,NA,21,NA,NA,NA,15
"888",142,21,12,15,10,12,11,12,456,21,14,17,10,14,15,9,8,14,16,11,43,21,11,10,14,18,11,364,10,12
"889",10,8,62,10,16,38,33,8,13,286,8,9,12,8,12,19,9,331,15,12,12,8,323,66,21,12,20,23,20,22
"890",23,14,14,19,12,14,16,11,224,10,12,15,16,15,120,10,12,87,26,11,13,19,131,11,12,218,19,13,15,18
"891",20,13,27,10,48,17,27,29,NA,9,114,40,31,79,11,26,15,61,11,12,75,24,NA,9,80,114,15,21,7,NA
"892",20,18,12,17,11,39,13,35,16,26,10,23,7,9,37,144,11,8,12,145,47,9,25,9,21,9,16,11,11,12
"893",11,14,NA,14,27,16,12,28,10,25,11,18,23,30,19,NA,23,9,NA,34,11,8,22,18,319,19,14,23,29,18
"894",11,7,10,17,404,24,400,17,13,11,11,12,34,10,9,8,10,9,25,32,15,8,10,14,15,12,18,12,10,8
"895",60,56,17,24,24,16,10,11,13,33,26,12,70,32,14,18,94,13,80,11,32,17,10,8,13,7,10,15,9,32
"896",15,13,29,11,11,38,16,161,11,16,11,27,111,29,9,12,17,9,15,20,13,24,23,87,27,18,8,23,11,31
"897",79,11,263,17,14,19,26,263,17,19,15,28,8,256,12,10,18,28,13,17,9,80,10,168,9,11,20,78,10,40
"898",8,20,21,9,NA,24,12,33,32,NA,29,13,26,NA,12,312,15,35,15,NA,13,98,18,37,14,216,21,9,34,27
"899",11,38,14,62,23,41,29,54,57,12,63,14,17,15,23,16,11,11,34,51,15,23,21,12,37,11,52,56,12,8
"900",12,35,14,33,12,NA,14,NA,NA,NA,16,36,19,19,15,NA,23,13,39,23,16,17,23,NA,NA,NA,NA,16,136,NA
"901",15,25,8,10,12,11,10,58,11,9,98,10,14,18,8,14,9,8,8,7,9,66,27,11,18,9,10,308,10,226
"902",71,25,26,NA,35,15,14,64,22,68,13,20,20,19,18,11,16,9,23,19,10,13,20,23,30,10,NA,13,NA,20
"903",65,124,16,16,11,12,9,10,13,12,11,27,111,7,23,10,18,20,12,11,161,37,16,11,14,14,8,158,9,7
"904",9,17,17,11,23,7,13,8,12,11,15,19,10,15,7,66,8,8,14,16,83,17,32,12,19,11,12,17,85,89
