"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"237",10,11,15,12,9,11,11,12,11,15,10,13,11,11,17,18,12,11,15,11,14,12,14,11,39,10,10,13,12,15,16,14,10,10,10,12,14,15,42,17
"238",14,14,27,13,10,17,9,13,23,22,9,18,11,29,13,11,24,14,13,8,8,86,53,12,12,22,21,17,11,94,22,13,10,10,12,30,12,18,8,10
"239",25,14,81,26,12,11,13,10,10,22,26,10,12,17,10,26,7,11,15,23,15,7,133,31,27,11,12,NA,17,18,18,14,16,13,23,22,32,11,9,9
"240",9,24,19,28,NA,9,24,25,13,10,10,17,26,14,16,NA,9,100,24,38,8,15,10,14,14,12,11,22,19,22,9,10,NA,17,11,13,13,22,24,9
"241",15,7,12,14,22,15,11,20,13,10,11,28,25,20,13,42,9,22,12,18,15,28,10,27,10,19,21,21,25,42,25,29,28,23,14,8,24,10,26,9
"242",18,81,12,14,18,27,9,14,11,10,81,19,56,14,13,10,13,17,10,68,55,13,9,18,10,14,10,14,17,8,18,28,9,44,12,10,17,9,54,10
"243",13,33,17,23,10,14,17,9,10,11,12,35,15,8,9,13,17,9,15,10,16,20,12,15,9,8,14,13,9,8,15,9,12,9,21,11,14,12,9,18
"244",9,12,7,46,17,14,13,17,18,16,9,17,11,12,11,17,11,11,11,17,16,10,10,15,11,15,13,16,11,10,40,17,16,16,16,11,12,17,13,11
"245",15,22,11,14,106,12,26,14,17,113,19,23,15,10,19,22,14,9,12,11,11,11,19,9,15,16,18,16,15,11,9,14,47,22,10,11,18,9,19,447
"246",14,12,9,12,81,24,19,8,13,14,20,26,10,10,14,11,10,8,13,13,82,63,18,8,10,11,25,13,15,22,12,18,18,8,21,10,69,12,22,10
"247",8,9,21,48,9,18,47,8,11,13,17,21,13,10,10,26,11,17,11,8,15,29,7,7,14,19,15,27,9,16,12,12,12,33,8,17,15,8,16,16
"248",13,9,13,17,13,16,18,10,70,10,64,26,8,27,26,7,63,14,10,10,9,13,11,16,12,16,22,13,9,8,14,12,8,8,13,28,13,11,17,22
"249",14,22,16,14,18,22,11,12,21,12,12,21,11,16,22,16,10,14,21,18,16,11,21,15,18,13,9,37,22,10,8,15,17,18,13,10,38,21,17,10
"250",18,13,14,15,15,25,18,9,10,7,17,14,20,10,20,18,18,12,11,13,20,10,20,10,9,38,14,41,12,23,11,10,10,9,18,10,20,27,13,11
"251",17,26,25,17,20,14,9,20,15,18,18,63,19,17,23,11,19,19,14,22,22,9,27,11,26,16,28,11,12,11,18,31,49,23,26,12,12,24,14,23
"252",11,15,15,45,11,16,19,15,17,20,22,16,8,14,19,10,20,12,20,12,13,24,12,18,13,11,42,14,20,12,17,13,19,11,10,19,21,14,12,10
"253",8,13,15,11,14,9,13,10,13,12,12,12,10,32,17,17,17,17,15,16,11,9,17,10,12,31,14,10,14,16,12,7,14,8,15,14,14,14,11,12
"254",9,33,24,16,11,32,11,25,NA,7,22,31,29,17,10,17,31,6,12,7,17,11,18,NA,12,26,19,17,6,10,25,23,21,17,22,14,10,19,12,11
"255",13,12,12,12,10,10,8,13,13,16,13,8,8,10,10,9,10,9,12,10,7,13,13,13,11,14,39,11,11,16,26,13,10,15,13,11,9,17,12,13
"256",14,9,10,12,16,12,27,18,33,34,11,54,15,9,12,16,9,9,11,24,36,10,33,9,21,21,12,52,12,25,10,13,13,17,18,13,9,8,15,9
"257",12,11,13,11,47,12,21,13,11,18,15,12,10,6,20,14,9,50,14,13,11,11,21,14,14,11,13,10,12,15,17,12,18,9,10,8,10,16,12,11
"258",25,18,13,10,10,14,19,61,22,16,9,18,11,16,48,13,9,10,8,10,20,19,17,61,10,10,12,10,23,21,17,11,13,10,16,14,10,13,12,11
"259",11,10,11,9,10,9,9,9,15,38,10,17,13,7,9,13,15,10,12,15,18,19,18,39,11,10,17,12,10,17,11,13,11,17,16,9,11,14,8,9
"260",15,8,26,14,14,10,16,15,12,19,56,13,9,25,12,18,18,8,16,16,9,10,19,27,17,14,16,15,9,18,60,14,10,19,9,15,19,68,12,18
"261",14,15,11,14,12,13,30,17,15,11,28,19,10,11,12,54,26,14,11,11,9,8,12,18,16,9,14,10,8,16,17,11,11,29,14,8,10,53,7,10
"262",16,15,17,18,9,12,8,15,17,11,12,15,17,16,14,10,40,21,9,16,13,16,11,20,11,27,11,15,16,14,18,43,18,17,12,14,13,21,18,10
"263",11,15,20,10,19,13,11,16,16,12,19,8,13,10,16,8,11,8,45,9,12,11,19,44,7,20,9,8,14,23,8,15,14,16,13,8,10,12,11,24
"264",12,13,16,19,13,16,13,72,21,16,18,13,12,16,12,14,19,23,12,12,8,13,17,17,52,17,17,69,8,10,8,10,10,15,21,22,10,9,12,8
"265",10,9,18,37,55,20,12,7,18,12,11,11,19,9,7,12,16,11,18,8,8,14,22,56,12,19,8,10,22,18,20,13,9,21,11,19,11,12,14,11
"266",8,36,8,25,42,467,15,17,11,13,15,20,23,10,32,15,481,20,16,13,29,8,43,20,10,29,11,15,18,20,104,10,15,13,17,13,12,12,21,11
"267",11,14,17,45,11,14,19,23,7,43,36,13,NA,16,16,235,24,16,8,23,13,11,21,18,15,26,NA,39,39,14,22,9,17,18,13,14,23,15,19,26
"268",11,11,10,11,11,8,41,12,12,15,10,12,9,7,12,43,13,10,9,11,12,12,13,12,9,11,10,11,11,11,13,10,8,13,10,13,9,12,11,13
"269",15,13,13,53,15,13,14,8,10,13,13,11,11,9,10,11,15,11,7,16,11,51,10,12,10,13,14,9,9,10,8,10,14,9,20,14,14,18,11,14
"270",14,12,10,17,7,8,15,16,9,20,14,119,20,10,13,16,10,26,8,28,14,16,7,10,109,90,10,14,16,9,10,8,21,9,10,14,7,10,15,15
"271",8,13,18,15,10,11,11,17,12,77,8,36,10,11,17,16,16,7,46,19,18,10,14,14,82,12,14,13,11,16,9,17,7,17,56,15,12,8,59,13
"272",8,13,8,14,13,15,22,10,15,16,19,11,16,8,9,13,8,10,11,10,18,15,18,18,14,11,16,10,17,11,8,19,13,13,12,8,8,9,17,26
"273",12,12,19,20,16,11,12,9,19,11,10,11,10,15,10,9,46,10,22,8,10,88,21,10,11,14,8,8,10,9,26,67,21,14,17,11,16,14,13,279
"274",22,18,26,13,10,33,20,14,8,9,26,19,12,12,10,86,16,10,17,14,10,8,24,24,11,29,9,11,27,13,15,26,16,23,14,84,13,10,12,28
"275",14,10,15,15,14,12,9,14,9,10,15,10,33,14,14,9,28,15,15,14,8,10,14,14,16,14,13,14,11,8,18,16,14,10,8,9,14,11,12,7
"276",10,13,21,37,24,18,17,8,8,9,24,13,14,14,14,15,34,17,16,20,7,26,7,23,10,12,24,24,19,8,67,20,23,17,11,21,12,66,9,37
"277",11,8,9,13,9,12,12,8,10,18,13,104,13,11,11,12,102,14,21,9,14,13,9,13,8,16,32,11,12,61,11,21,11,10,12,12,9,13,14,11
"278",10,14,36,25,23,10,21,25,22,37,22,18,19,17,64,21,10,20,23,24,14,13,13,11,35,20,22,9,11,10,12,55,22,33,9,22,39,8,14,10
"279",43,10,10,11,14,12,9,17,12,9,10,13,9,10,412,22,8,10,15,17,12,11,9,11,13,18,13,12,13,14,11,143,16,9,18,18,10,8,10,414
"280",16,15,9,46,12,10,11,30,14,22,10,16,83,13,24,14,62,15,10,22,9,9,84,10,15,40,10,9,19,16,12,13,23,10,10,27,18,26,20,9
"281",17,14,23,25,8,11,9,64,9,10,9,27,9,12,14,11,11,11,19,10,31,9,14,36,10,23,60,13,12,9,11,12,11,17,12,10,28,22,23,28
"282",25,20,10,19,19,12,10,10,12,7,26,21,16,10,13,15,24,13,13,27,21,8,11,87,12,20,83,12,72,22,9,12,10,28,20,14,58,19,9,23
"283",14,10,14,472,15,13,14,22,8,NA,11,18,8,9,11,11,11,16,15,10,11,18,9,10,42,26,19,16,14,61,12,17,8,10,10,15,17,8,17,13
"284",7,12,153,11,9,10,16,14,20,8,9,13,7,18,9,10,26,9,9,18,7,17,19,14,10,17,13,9,9,13,8,29,8,16,23,10,86,10,17,146
"285",39,9,8,10,8,9,9,15,23,19,10,14,10,18,9,11,12,11,15,10,20,13,12,12,20,12,9,14,8,20,9,10,9,13,20,41,11,10,17,12
"286",21,96,47,12,12,30,15,14,13,14,15,10,13,12,11,65,11,11,8,13,12,15,8,97,16,21,13,9,8,8,9,11,21,12,15,22,11,14,9,10
"287",18,12,18,18,33,84,14,16,21,20,13,9,18,19,19,19,74,21,22,10,15,20,12,12,10,17,53,10,15,20,13,20,40,18,32,20,15,7,10,18
"288",24,16,23,21,42,9,17,32,10,16,12,40,10,10,32,17,31,13,29,10,20,34,11,10,10,45,22,18,11,18,10,10,29,31,21,10,14,12,8,17
"289",29,16,15,10,24,19,12,10,58,11,9,17,23,11,9,19,19,13,14,14,83,14,12,81,10,11,14,19,11,12,21,14,8,19,8,14,21,14,16,13
"290",22,11,15,24,38,15,14,10,24,38,26,22,17,8,10,13,13,10,10,16,8,12,26,10,11,9,13,8,22,13,11,9,26,12,11,12,17,12,11,14
"291",14,15,9,13,14,9,18,11,12,9,12,12,9,10,15,8,108,14,13,9,77,9,17,13,10,12,12,13,19,11,107,15,33,15,11,16,12,12,11,13
"292",25,11,10,NA,77,8,6,8,11,45,8,10,8,9,15,14,12,13,10,16,46,12,NA,11,13,9,37,10,11,19,10,15,18,22,13,19,23,10,18,12
"293",17,12,15,9,18,16,12,12,28,18,12,8,10,15,16,12,18,16,17,13,18,12,14,9,10,11,17,12,14,12,11,28,11,10,12,17,11,17,13,16
"294",8,22,19,18,10,17,10,14,11,18,14,18,9,17,9,13,16,16,14,28,10,16,17,18,15,54,11,12,11,12,13,10,11,16,18,17,55,8,19,19
"295",14,16,13,11,18,15,18,10,16,16,14,10,13,9,16,11,15,22,17,15,11,14,9,11,16,14,11,18,14,16,12,15,14,15,24,14,10,14,16,15
"296",64,9,22,24,16,12,11,23,14,9,10,75,10,20,18,14,26,24,8,19,8,16,9,12,22,23,9,15,72,17,19,8,24,13,15,9,21,18,10,12
"297",11,12,18,13,6,11,17,16,13,15,13,15,12,19,20,14,9,12,11,8,13,15,15,12,11,26,11,10,12,10,11,18,18,10,14,28,9,15,20,19
"298",24,80,7,13,NA,NA,13,14,17,13,10,11,9,12,10,20,11,10,11,22,13,16,23,22,18,21,23,11,73,21,18,14,23,10,16,14,13,12,30,10
"299",15,8,15,11,15,31,9,13,15,10,16,33,9,16,19,16,13,11,12,12,8,18,13,11,13,15,9,9,9,12,19,15,14,15,11,8,9,13,15,15
"300",15,13,9,12,19,31,15,17,15,11,25,15,24,22,14,36,9,9,10,14,9,15,20,24,22,10,28,13,16,12,34,10,17,14,13,13,10,10,19,11
"301",15,13,54,15,9,16,18,16,10,8,12,16,11,12,9,13,15,10,21,14,14,16,10,19,9,13,8,13,16,18,6,9,16,13,10,15,16,17,56,16
"302",11,11,15,25,12,16,16,14,14,27,13,10,14,13,10,14,12,16,11,13,16,11,13,11,9,9,13,13,15,10,16,8,9,12,15,10,11,13,13,15
"303",16,130,18,24,25,10,11,7,12,16,12,15,8,10,13,10,12,16,15,27,9,7,9,27,24,14,25,31,12,10,27,122,8,22,31,13,13,25,14,13
"304",9,16,11,9,16,9,12,11,16,10,19,9,15,14,13,17,14,11,24,7,10,9,11,14,7,25,47,43,6,13,10,11,8,9,13,9,20,10,8,16
"305",8,14,14,17,25,42,19,9,45,11,14,12,14,14,10,15,10,11,12,11,9,9,18,12,10,10,9,11,11,21,13,9,16,9,15,17,16,12,15,11
"306",10,11,19,15,15,13,21,17,11,9,18,11,11,9,20,20,12,13,109,11,22,15,21,102,14,20,17,9,14,16,12,15,18,12,21,18,18,16,12,11
"307",229,10,11,17,15,25,9,9,11,13,16,12,12,9,11,10,43,10,30,17,9,15,13,9,257,13,9,14,31,31,37,15,14,26,10,12,19,11,257,29
"308",19,9,18,11,10,27,26,24,26,9,22,22,15,12,12,26,15,23,18,42,32,25,24,33,24,13,21,15,24,12,14,24,14,44,9,11,9,8,13,11
"309",10,10,13,11,8,10,8,21,9,13,10,15,15,93,9,62,9,15,12,39,35,54,90,18,28,9,9,13,11,9,10,11,12,10,11,9,30,17,8,12
"310",63,12,9,27,11,21,9,8,27,10,13,31,10,17,60,14,16,10,10,11,26,10,16,10,39,9,13,21,13,31,25,10,12,37,9,45,9,49,12,16
"311",9,9,22,26,22,21,14,17,24,21,17,25,30,24,23,12,18,14,35,16,8,18,8,59,13,8,58,17,11,23,14,24,16,13,14,11,8,11,9,13
"312",9,16,8,12,8,7,16,50,8,19,11,14,16,14,11,18,8,10,24,48,17,9,11,18,16,136,15,27,13,10,8,57,10,21,21,141,8,8,8,9
"313",16,8,12,22,24,15,19,15,10,26,14,11,20,12,13,17,16,20,18,16,23,11,13,24,9,13,11,46,53,14,16,19,22,29,20,14,25,10,20,14
"314",15,15,16,23,20,21,23,9,16,16,9,39,22,9,20,13,14,8,39,19,11,23,13,13,18,17,14,16,14,10,17,21,19,21,17,9,20,22,11,23
"315",11,13,44,12,14,14,8,8,11,9,8,17,11,13,12,14,10,12,8,12,8,18,45,12,9,8,25,11,19,10,15,14,14,16,11,10,10,9,7,10
"316",13,20,6,9,8,27,9,118,12,11,22,10,28,11,66,21,14,13,33,21,20,29,26,10,45,29,33,116,22,12,23,14,10,21,12,8,8,22,11,13
"317",21,15,11,22,28,12,23,17,23,20,15,10,18,10,8,19,18,12,12,15,33,10,18,10,10,16,29,12,10,22,20,24,22,23,21,14,9,15,14,15
"318",6,21,12,8,94,20,11,10,18,15,7,14,11,12,16,23,12,9,13,10,11,7,13,16,9,12,12,10,14,15,21,9,13,16,138,36,139,14,10,21
"319",17,130,16,18,11,17,117,18,32,16,13,15,11,11,15,3,11,17,15,18,NA,16,12,16,105,39,17,16,13,14,14,11,10,30,9,13,18,19,10,11
"320",7,13,24,20,12,25,17,11,22,13,11,10,21,13,9,12,17,9,23,9,13,8,25,12,16,22,25,16,15,29,9,34,18,12,13,11,25,10,32,18
"321",80,26,15,10,7,12,11,16,17,10,19,14,12,19,20,15,11,25,19,94,16,95,11,12,17,17,19,10,10,25,15,10,19,12,15,20,14,13,13,8
"322",18,13,7,11,8,16,15,22,9,83,8,14,16,15,17,14,18,8,15,16,10,10,11,14,11,13,16,14,15,9,11,85,14,28,14,6,11,11,14,66
"323",12,12,15,31,18,11,29,17,8,11,18,9,9,12,11,8,18,11,9,10,13,16,11,10,18,10,18,7,18,9,17,12,18,8,11,9,9,12,14,16
"324",9,33,8,15,12,16,11,11,9,12,10,21,18,18,16,11,11,16,9,15,12,11,13,16,11,13,17,13,16,10,11,13,9,17,18,12,33,11,16,19
"325",39,11,12,10,22,21,16,12,21,26,13,12,10,11,13,11,8,10,10,19,11,10,14,10,10,13,12,39,19,9,11,12,20,8,22,10,9,23,10,12
"326",15,7,12,15,13,8,8,13,14,17,16,16,9,19,18,43,18,21,17,15,15,27,11,19,28,9,12,30,42,15,14,25,13,13,14,12,12,13,12,28
"327",10,21,29,11,29,9,45,16,25,8,15,12,16,11,30,14,15,34,16,19,19,10,20,11,20,10,8,10,11,9,10,33,9,45,26,25,13,24,13,21
"328",14,17,16,10,12,15,14,10,14,12,19,15,13,11,13,38,18,14,15,18,8,20,10,8,24,16,9,12,14,22,13,20,18,10,21,15,10,38,18,13
"329",17,17,12,22,45,11,17,10,22,17,11,8,9,35,12,96,15,95,8,12,11,10,10,11,23,10,14,25,18,17,12,15,21,10,18,8,18,13,17,9
"330",20,10,11,28,28,13,11,15,11,10,14,18,22,7,10,12,25,19,11,11,26,17,11,10,23,16,27,22,25,19,9,29,10,45,14,44,10,10,24,17
"331",12,13,16,9,12,13,14,13,14,31,11,14,8,30,12,16,10,8,12,8,9,16,11,15,18,8,16,12,13,7,9,15,11,7,12,11,13,16,17,9
"332",12,10,16,9,9,15,9,8,17,14,8,11,13,10,7,13,10,11,8,11,8,11,15,36,12,7,18,19,12,14,11,12,16,13,36,10,11,19,9,11
"333",33,14,9,11,7,11,10,10,12,8,12,12,10,9,12,9,11,12,14,11,11,8,7,9,9,10,11,9,13,10,8,13,12,10,11,15,13,9,42,10
"334",12,11,18,10,12,10,20,9,12,12,15,8,13,13,15,16,14,10,11,7,9,17,14,33,11,18,14,13,11,13,32,17,12,14,9,12,8,15,11,7
"335",20,10,15,18,10,94,11,17,18,20,13,18,37,9,121,127,51,15,23,17,13,17,21,13,19,39,17,12,43,11,17,15,12,13,14,25,17,12,11,2
"336",15,31,12,14,11,16,7,14,13,9,8,16,17,17,15,11,10,17,12,16,10,15,10,14,15,10,10,17,18,10,17,12,15,9,11,16,9,9,9,36
"337",41,12,13,12,17,13,19,23,10,11,20,9,8,9,8,12,15,16,8,23,14,44,20,23,18,17,21,8,11,8,22,11,11,8,9,14,27,8,14,16
"338",25,13,16,9,41,7,14,48,17,10,23,20,12,15,11,17,16,15,16,71,28,16,13,13,14,26,10,21,10,9,32,27,11,15,30,23,9,64,10,23
"339",29,13,17,9,15,13,12,13,18,15,13,11,9,20,8,9,11,9,15,9,16,93,11,19,16,14,11,9,15,14,7,13,18,16,9,12,77,9,12,19
"340",13,16,19,14,10,15,61,17,11,18,11,33,26,24,13,16,43,70,11,13,21,9,20,10,9,22,15,44,9,9,20,24,12,19,52,28,19,14,9,7
"341",10,10,18,10,19,16,16,13,18,22,8,17,14,12,16,15,12,79,9,13,11,20,10,7,12,60,9,20,15,20,13,9,14,13,16,12,17,16,15,13
"342",9,15,8,13,10,11,18,11,12,39,10,10,13,10,9,25,11,22,24,285,15,11,12,15,11,11,12,12,14,16,8,285,8,13,9,61,13,9,10,9
"343",16,13,12,17,11,6,18,8,19,15,18,36,12,8,13,13,13,15,9,11,54,20,18,8,15,11,9,7,7,13,27,33,11,33,58,12,34,9,33,7
"344",15,13,8,17,18,16,12,11,12,18,16,11,17,11,10,29,9,10,11,14,9,17,10,12,11,11,33,8,15,9,14,8,15,17,11,14,14,9,18,18
"345",13,18,11,13,23,10,8,14,13,13,14,14,9,35,14,19,13,17,9,34,15,14,11,10,19,8,13,21,11,16,22,11,14,10,16,13,13,10,18,19
"346",13,13,66,18,17,17,8,9,32,9,13,11,9,18,14,10,20,13,13,14,14,10,71,21,14,57,32,33,9,10,9,8,12,8,24,14,35,11,12,35
"347",11,11,12,13,13,13,14,10,8,21,12,30,13,10,11,30,13,12,14,8,9,16,15,12,8,8,8,7,16,9,9,9,9,6,9,9,8,9,10,10
"348",10,11,6,8,8,13,12,13,12,11,10,14,22,16,17,34,18,11,13,14,10,10,14,11,9,17,17,8,16,18,25,15,18,14,8,14,13,8,33,11
"349",22,14,14,10,9,23,22,22,19,12,10,13,13,17,119,14,21,15,21,25,9,14,20,20,21,17,17,19,18,10,11,8,22,16,16,125,8,19,14,22
"350",9,9,19,11,15,8,16,18,17,13,17,12,16,20,13,16,20,9,19,38,16,8,22,11,12,9,16,13,21,12,19,11,10,10,12,50,9,10,16,14
"351",15,19,24,18,8,9,17,22,44,20,17,13,11,18,15,8,33,11,10,8,16,10,21,7,21,23,16,10,10,12,15,16,21,28,43,16,10,12,17,18
"352",20,8,18,16,21,8,9,15,22,11,10,10,19,42,19,16,9,41,25,20,7,9,12,11,17,14,19,9,16,20,9,14,21,11,27,13,17,19,8,11
"353",41,26,20,16,17,17,18,10,3,8,12,19,13,14,20,7,12,10,19,38,9,15,12,21,12,20,19,17,14,29,25,10,18,18,17,11,13,37,16,23
"354",27,24,18,11,18,28,25,8,13,14,9,44,10,17,18,16,14,8,13,22,11,11,17,11,14,9,17,10,10,9,10,13,11,11,55,12,26,56,17,13
"355",16,14,13,12,15,14,14,51,23,10,13,13,17,10,11,18,12,14,16,9,17,10,20,16,14,12,11,14,15,18,67,11,9,18,15,18,15,8,10,8
"356",12,13,11,9,14,17,11,11,14,10,14,10,7,9,15,13,11,6,11,13,16,9,16,14,14,30,15,10,16,12,16,9,10,11,14,7,10,15,32,11
"357",13,21,14,18,9,20,17,13,11,9,15,21,9,21,11,10,16,21,6,20,9,9,10,19,25,9,22,26,11,12,22,11,14,24,46,9,15,15,7,43
"358",12,9,18,9,50,9,17,16,14,28,20,13,10,12,55,12,36,16,8,39,10,15,9,11,20,13,17,25,14,8,19,14,12,19,15,14,15,8,8,33
"359",32,17,9,17,17,12,29,19,17,11,21,16,15,76,17,19,9,28,7,15,10,12,9,14,7,8,25,17,13,19,64,14,12,10,7,18,11,29,7,16
"360",10,8,53,14,14,12,9,13,14,17,13,14,14,16,12,12,18,15,9,58,8,7,14,10,10,9,8,13,18,16,15,30,10,13,11,13,17,16,21,15
"361",19,34,24,13,9,13,126,10,8,14,10,10,50,19,9,12,15,28,42,14,15,139,18,11,135,9,21,10,10,11,12,13,10,15,8,12,18,8,18,10
"362",37,9,16,18,11,13,15,21,11,13,10,11,17,12,13,9,111,94,14,11,9,9,11,9,8,11,12,20,22,13,13,21,112,18,19,28,11,29,10,12
"363",12,15,11,14,10,17,15,8,27,27,14,40,18,12,21,11,15,15,12,11,10,11,16,19,13,15,20,8,13,9,8,15,21,13,21,12,14,16,41,18
"364",10,42,11,15,23,10,10,10,16,20,77,14,9,10,16,15,17,33,11,9,14,79,32,39,67,13,11,7,12,25,12,8,16,12,13,13,18,43,19,30
"365",14,7,11,17,10,19,17,9,11,10,10,15,11,9,22,18,9,18,18,35,9,11,23,18,12,18,18,13,14,11,15,12,9,10,9,14,7,12,23,31
"366",14,8,22,25,14,8,14,11,13,24,13,14,9,8,8,25,18,10,22,18,14,24,23,16,16,50,11,18,18,11,12,10,10,25,18,15,20,18,15,43
"367",64,28,10,7,11,13,7,16,12,8,26,31,27,12,65,15,10,410,16,11,9,12,10,8,28,24,18,12,30,10,21,16,410,18,16,330,12,10,8,15
"368",13,13,19,9,12,11,9,23,15,3,21,23,11,19,13,21,13,23,23,11,14,12,11,13,23,10,25,23,9,15,9,47,46,12,13,9,30,26,14,26
"369",9,8,11,24,12,9,6,14,12,53,18,10,12,14,13,15,17,14,7,18,18,18,11,14,9,22,9,10,50,11,12,8,9,20,39,12,14,16,20,18
"370",10,21,14,14,27,14,11,18,12,18,27,15,21,11,12,16,17,8,15,12,11,13,14,39,9,14,14,40,23,9,10,20,19,11,25,10,23,18,24,20
"371",15,20,17,15,15,30,21,10,16,8,31,9,10,9,9,19,14,13,9,15,14,12,13,12,12,16,11,14,11,12,12,11,16,14,22,13,8,10,2,19
"372",26,13,8,14,19,13,11,21,9,13,17,10,21,22,12,17,20,21,20,9,12,10,8,10,12,10,12,13,20,16,12,12,11,31,9,22,8,10,13,14
"373",11,17,11,14,14,11,16,13,11,17,10,14,32,16,10,14,13,8,12,14,13,12,13,14,10,12,10,14,16,8,33,9,12,12,15,15,13,11,13,14
"374",23,24,8,12,12,10,15,13,15,16,41,9,11,10,17,12,9,13,8,9,39,21,9,10,9,11,8,11,17,11,10,14,12,12,7,19,13,8,11,18
"375",14,11,13,9,8,11,55,12,28,9,12,11,12,11,16,13,14,20,9,13,11,14,30,27,11,9,22,13,10,11,18,9,15,55,23,14,15,39,21,11
"376",12,10,9,13,13,13,42,15,14,10,14,14,15,10,10,10,11,18,9,13,12,11,11,10,27,13,9,9,18,17,10,11,11,12,11,9,54,14,9,15
"377",49,9,17,16,11,24,19,12,11,11,14,13,51,18,14,13,24,11,20,10,16,11,10,11,10,12,28,18,15,13,22,14,21,14,10,18,16,12,17,12
"378",12,17,120,11,20,19,15,11,11,267,11,13,10,23,279,11,12,271,20,21,14,22,9,11,13,9,10,19,12,14,8,13,8,20,23,19,13,20,22,20
"379",13,11,10,12,12,10,8,11,11,9,11,14,11,9,12,8,13,10,22,28,15,11,11,14,12,6,17,10,10,9,9,15,11,13,7,9,10,10,9,8
"380",14,31,19,21,19,10,12,17,9,15,10,11,17,11,19,17,14,21,9,12,19,27,20,17,15,11,13,16,18,15,15,8,13,13,18,10,11,29,12,13
"381",13,16,12,8,15,10,25,385,23,15,15,17,26,32,22,19,9,27,17,15,18,11,11,10,17,16,27,11,423,21,38,13,12,23,9,13,17,24,470,9
"382",8,18,100,12,12,16,9,15,7,15,11,11,16,10,16,10,17,10,15,8,13,7,11,12,21,12,14,13,16,16,9,8,10,11,21,11,11,13,88,16
"383",20,13,10,10,9,10,13,9,11,8,18,18,11,8,11,7,10,8,29,9,9,15,13,119,8,14,56,12,26,16,16,21,8,9,9,8,8,126,28,19
"384",10,20,26,44,12,17,24,17,13,9,15,23,9,27,10,11,19,10,9,10,7,13,13,8,10,12,11,15,11,9,42,26,16,20,11,9,12,12,8,11
"385",14,18,15,7,15,12,12,14,14,14,16,15,26,11,15,17,15,8,10,11,16,13,15,16,13,9,10,14,13,15,10,24,10,14,15,13,7,15,16,16
"386",19,18,10,29,8,13,7,26,22,13,21,11,23,27,10,9,18,64,12,12,14,12,27,25,31,24,12,9,14,10,26,33,10,9,22,22,14,15,10,64
"387",18,11,21,14,25,13,22,14,10,20,10,21,17,16,13,11,18,9,17,19,16,12,15,18,10,17,11,12,53,11,13,21,12,18,22,13,9,17,59,11
"388",15,17,24,47,13,13,8,11,19,9,20,10,21,11,41,7,NA,11,9,10,15,10,9,7,12,13,15,12,33,10,10,16,NA,10,41,14,8,46,17,9
"389",11,14,11,10,9,13,10,11,13,10,10,15,11,19,21,8,16,11,19,15,71,12,24,13,10,17,11,10,NA,10,11,10,9,10,12,8,18,10,9,11
"390",12,21,13,14,61,10,8,12,9,20,16,20,15,10,12,17,10,11,11,23,8,13,56,20,19,14,16,18,16,22,10,9,10,16,21,11,16,12,20,13
"391",46,24,12,18,17,12,8,14,14,10,12,10,20,10,16,20,16,14,18,10,16,17,24,15,21,11,44,18,23,18,20,13,10,11,20,12,36,36,17,16
"392",35,14,10,12,24,20,12,9,11,11,10,11,10,35,18,15,11,11,27,20,18,16,17,10,12,20,13,19,10,10,12,22,24,11,16,16,13,10,25,16
"393",20,19,15,29,16,10,10,10,12,11,12,11,17,13,7,23,11,15,10,18,16,8,13,33,12,21,46,11,18,39,21,15,10,11,11,13,48,16,17,28
"394",39,9,23,9,20,19,11,14,13,9,8,26,9,7,20,17,17,11,23,21,17,16,13,13,15,15,8,14,11,18,10,13,14,14,11,39,9,16,16,11
"395",10,10,23,10,20,14,12,44,8,24,11,11,24,27,13,17,27,11,24,40,21,26,24,26,8,19,22,24,18,17,20,10,14,7,27,9,11,17,13,11
"396",15,12,10,12,16,19,12,12,68,50,14,47,50,10,9,17,13,21,10,13,11,16,11,15,17,11,9,15,14,21,11,15,24,67,10,11,25,12,21,22
"397",9,12,13,47,10,14,8,9,15,10,16,10,10,6,10,13,11,13,9,13,11,16,52,7,15,33,11,20,11,12,10,9,15,15,19,9,12,15,8,15
"398",22,48,12,17,9,9,19,9,13,34,11,26,34,28,16,15,27,26,16,12,23,17,41,15,13,12,13,16,20,20,24,40,50,19,14,24,8,13,14,10
"399",10,14,15,12,13,21,10,14,17,21,8,13,11,21,20,11,9,25,8,8,10,8,8,10,8,10,30,12,12,14,10,36,11,17,7,26,13,19,21,21
"400",9,48,9,17,10,14,11,34,56,16,11,29,32,9,28,30,11,18,27,21,9,22,60,14,8,19,27,21,21,20,13,9,30,37,11,8,27,14,13,27
"401",9,13,10,16,8,14,9,10,9,11,8,12,9,8,11,13,11,10,9,11,11,9,43,11,10,12,13,9,11,12,54,8,9,13,9,7,10,11,18,12
"402",17,16,17,7,9,10,18,9,31,12,14,9,11,13,16,20,9,20,14,12,11,13,14,16,11,14,11,12,7,11,21,14,8,12,15,15,10,18,34,16
