"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"256",16,7,24,14,17,12,14,64,35,19,179,26,55,387,10,14,151,9,15,16,29,22,16,12,12,11,342,12,345,26,60,20,15,21,44,13,30,16,14,17,17,16,58,25,26,23,41,14,20,17
"257",21,8,7,14,12,9,NA,12,27,12,11,13,9,13,237,161,9,NA,10,26,8,10,22,17,244,63,8,13,16,12,100,31,8,14,15,28,17,27,112,23,16,8,13,20,11,15,10,16,9,9
"258",12,14,29,12,16,14,29,18,15,16,27,64,8,10,12,68,10,12,10,22,61,75,10,7,9,26,8,8,18,19,14,22,28,14,13,12,8,29,23,11,12,10,19,20,13,10,33,11,11,19
"259",26,NA,35,11,11,15,10,34,15,9,13,15,22,10,12,15,30,99,17,17,37,23,23,13,9,205,7,17,13,15,75,49,34,196,21,24,11,11,18,9,12,15,27,25,12,17,11,18,9,NA
"260",10,16,152,9,19,148,16,176,14,12,49,21,11,27,27,107,14,28,10,11,10,10,11,124,18,10,158,10,13,16,13,57,41,13,23,12,26,10,21,68,23,20,10,154,28,13,33,12,16,9
"261",8,13,11,31,14,27,33,49,14,32,20,42,7,12,8,16,114,9,65,14,8,92,15,26,86,14,40,90,13,23,8,22,9,10,167,12,80,166,36,74,9,17,12,56,78,9,19,15,25,14
"262",25,9,18,24,11,22,10,12,10,8,15,12,14,74,17,16,114,8,22,28,12,7,12,73,19,139,35,7,22,20,14,25,29,13,23,12,17,85,22,12,19,21,49,13,12,16,10,77,9,19
"263",106,9,16,169,8,13,11,10,110,171,10,14,11,12,10,14,11,11,10,11,9,154,12,17,11,11,19,11,16,13,11,22,25,17,17,12,11,11,88,10,11,11,8,8,11,13,10,12,14,73
"264",32,21,32,9,96,13,86,19,9,12,29,17,21,10,23,28,12,12,12,14,14,19,12,89,9,26,30,27,45,9,15,17,9,11,80,8,18,9,20,14,20,16,14,20,10,15,16,11,19,9
"265",10,10,11,142,104,10,16,11,14,10,9,9,11,27,14,19,10,12,8,10,20,13,109,12,6,16,17,133,9,26,10,19,10,17,49,23,117,10,14,128,15,12,15,12,20,20,16,8,8,12
"266",15,17,18,11,13,9,23,20,10,17,20,9,14,16,19,12,8,202,11,12,14,16,15,13,11,32,189,41,9,9,9,10,20,183,13,13,30,7,13,11,9,245,15,18,28,16,24,16,12,16
"267",9,24,14,27,16,15,11,11,8,20,23,26,14,9,28,16,15,17,NA,NA,15,40,18,17,23,19,13,16,34,NA,14,14,21,21,22,13,13,NA,16,11,8,17,22,13,23,32,21,13,12,13
"268",11,15,71,21,12,10,30,16,8,26,17,8,36,28,12,19,14,11,9,9,13,82,10,9,40,10,14,20,12,16,15,69,18,13,24,16,29,9,12,18,9,20,18,8,15,79,21,28,7,32
"269",36,14,17,13,12,11,44,15,17,15,7,52,27,10,19,17,NA,18,18,52,15,16,14,NA,47,12,95,10,11,20,9,16,16,17,18,10,20,22,172,12,11,31,19,180,359,22,12,31,22,17
"270",8,9,28,11,50,15,20,10,12,25,16,96,12,14,7,13,15,24,13,13,13,231,9,9,12,25,230,10,12,20,8,69,20,10,80,10,46,11,13,7,221,8,215,14,32,17,19,19,10,15
"271",19,12,15,10,NA,42,25,37,9,10,13,9,20,31,26,16,15,25,309,14,11,13,14,10,NA,14,12,31,9,9,NA,22,429,9,26,23,44,31,26,36,16,18,24,11,422,27,12,14,23,18
"272",12,17,18,19,NA,17,29,9,18,26,10,53,8,NA,36,10,14,20,28,15,22,61,13,10,10,17,7,17,37,11,17,10,11,16,11,17,36,9,12,9,58,331,8,13,13,38,15,9,11,39
"273",14,19,11,73,14,23,7,25,427,12,11,18,10,41,452,14,436,138,11,11,23,9,16,14,34,10,8,30,38,15,14,12,25,11,23,48,20,12,9,409,10,14,8,22,17,25,12,38,12,37
"274",26,121,23,NA,35,8,8,33,13,31,14,15,NA,9,16,12,12,469,7,12,18,252,23,11,13,28,12,10,25,24,9,16,31,6,19,12,14,36,9,19,27,11,9,26,19,33,11,11,16,21
"275",33,15,53,11,18,8,10,16,11,16,10,15,18,9,49,9,12,8,13,11,16,28,19,15,12,12,8,22,13,9,31,22,12,49,27,10,9,12,15,10,13,7,13,13,18,16,13,12,10,10
"276",10,11,14,11,24,19,16,17,180,11,18,21,10,13,10,12,8,19,19,16,51,17,21,11,14,16,13,9,12,53,18,31,7,16,22,11,7,30,159,9,13,8,22,7,8,14,188,17,13,14
"277",13,9,15,8,11,11,10,14,23,15,63,397,15,17,24,23,27,12,25,10,16,10,16,11,30,18,15,11,11,9,430,11,21,9,453,13,63,12,40,18,11,10,12,13,165,24,12,67,12,15
"278",15,24,35,9,10,12,244,93,16,22,36,23,17,9,16,11,29,10,20,18,88,20,13,9,9,20,15,12,14,10,13,8,17,69,18,16,22,66,14,10,17,40,21,31,9,23,16,12,11,14
"279",13,15,52,17,10,18,14,18,12,16,40,48,39,7,54,10,129,18,12,11,33,27,11,23,52,29,16,16,15,11,126,16,20,8,10,28,44,16,27,28,11,27,24,34,35,29,13,13,17,133
"280",12,7,17,11,15,20,13,36,9,39,23,10,17,13,15,10,21,10,27,9,14,9,13,10,9,10,44,36,76,8,22,14,15,16,23,16,12,13,12,72,17,14,27,9,11,50,24,10,9,10
"281",41,41,11,23,15,10,17,20,17,17,10,15,26,40,10,40,15,45,45,23,27,23,16,16,21,14,9,10,45,29,8,18,20,20,24,25,12,11,66,20,14,17,8,13,19,13,17,19,70,8
"282",51,26,14,21,17,13,12,12,48,12,9,32,20,11,49,23,12,11,14,13,27,13,457,20,483,8,43,18,28,31,20,21,52,11,62,22,18,13,30,28,11,8,17,11,460,10,30,11,16,19
"283",20,9,17,447,20,40,13,18,11,10,11,45,21,13,47,14,50,23,11,18,13,15,9,20,8,6,65,100,12,47,441,11,17,11,7,18,15,25,440,64,22,19,111,247,11,36,13,65,21,20
"284",45,69,32,13,34,22,32,18,14,19,10,32,25,110,9,18,10,NA,16,11,22,10,16,9,11,17,7,10,9,26,16,13,8,11,11,17,11,24,14,31,12,26,NA,14,93,20,8,22,125,12
"285",9,69,56,9,21,10,22,24,29,26,17,12,12,13,39,14,32,18,16,14,16,29,16,10,11,26,18,19,24,14,15,28,10,14,11,37,14,15,27,46,46,58,35,26,11,10,13,43,15,12
"286",13,18,12,9,9,8,12,11,37,24,20,NA,21,12,36,12,11,11,13,8,13,19,10,9,28,NA,43,22,401,NA,12,NA,10,13,14,32,15,10,393,10,32,NA,7,21,13,10,7,22,16,NA
"287",9,15,17,15,11,24,14,12,8,12,16,11,8,8,26,14,98,24,11,62,11,13,65,9,14,11,11,13,19,20,27,21,23,6,12,22,15,91,14,17,23,116,13,26,11,15,11,17,12,30
"288",6,16,9,40,24,23,17,26,17,22,135,16,24,9,170,194,13,32,207,15,23,56,16,11,25,15,35,10,10,17,25,10,10,16,11,12,10,34,15,36,12,17,30,10,9,12,14,21,15,22
"289",8,24,11,83,26,39,13,10,17,56,14,22,12,55,25,16,18,22,9,16,18,11,28,NA,13,9,18,9,13,21,NA,12,21,NA,12,24,10,10,17,36,57,14,29,14,24,9,8,14,11,19
"290",16,19,72,38,18,22,23,18,11,9,8,87,92,12,13,15,48,25,19,97,13,16,10,11,53,20,20,14,12,20,13,22,13,15,17,15,22,9,22,25,38,10,8,28,14,17,10,22,26,16
"291",8,11,23,10,10,22,14,10,14,45,32,14,10,11,13,9,152,12,10,30,113,13,14,21,20,7,9,20,8,11,18,10,115,11,13,100,128,12,7,8,156,9,20,121,7,12,11,11,11,19
"292",12,11,11,11,11,47,12,13,48,238,142,11,86,17,14,21,23,240,8,14,17,23,10,22,25,233,25,25,18,35,232,16,21,25,18,12,14,19,15,13,14,11,13,85,16,91,12,15,21,13
"293",9,10,9,100,16,10,14,10,32,51,16,9,21,13,14,13,15,148,29,30,10,19,8,19,9,386,142,10,26,11,9,11,67,22,19,17,16,15,7,32,166,11,24,36,20,14,13,10,374,15
"294",27,53,22,17,135,16,12,33,14,29,84,50,8,20,8,12,14,21,14,94,17,16,13,136,10,15,19,11,21,47,60,10,21,10,22,25,21,36,109,68,16,55,46,12,13,19,17,6,12,9
"295",64,19,10,15,9,NA,NA,25,11,56,10,14,NA,37,13,11,NA,13,NA,10,51,22,NA,NA,62,NA,38,9,20,40,79,75,NA,NA,13,NA,16,NA,8,NA,13,8,NA,13,NA,NA,16,19,NA,NA
"296",14,7,12,11,48,15,12,26,14,9,13,19,9,13,9,65,11,8,9,13,62,39,9,14,8,18,11,9,34,15,9,10,13,18,40,11,21,10,13,14,13,28,41,12,11,22,11,12,11,8
"297",123,19,20,11,8,8,10,116,54,12,7,41,38,15,22,16,20,22,20,9,107,11,16,19,15,24,11,21,36,28,9,22,43,8,25,14,13,22,56,11,18,11,19,47,119,65,22,32,17,11
"298",20,13,15,13,18,16,27,14,26,25,25,21,27,12,11,13,9,19,13,11,20,184,13,157,26,11,15,32,16,31,12,33,54,8,13,13,9,8,162,21,13,22,20,16,10,41,18,15,30,19
"299",12,42,13,16,13,9,15,10,291,11,22,26,9,24,83,21,6,27,NA,13,14,13,14,10,59,58,10,12,10,NA,25,15,10,14,13,11,20,12,12,11,287,11,12,34,16,64,11,9,10,21
"300",NA,NA,NA,NA,NA,9,NA,9,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,55,NA,8,NA,13,NA,8,9,NA,NA,10,NA,9,NA,NA,NA,NA,NA,NA
"301",12,29,9,13,22,50,45,27,11,21,8,21,18,22,50,24,8,10,22,18,23,15,10,24,11,15,17,11,18,14,17,13,30,18,22,11,23,15,14,22,23,16,15,22,21,7,10,14,14,19
"302",19,9,9,12,13,17,13,80,20,11,25,10,11,19,16,10,13,15,10,15,8,16,13,11,23,409,9,8,10,24,420,25,20,9,17,13,18,36,20,13,16,16,22,14,20,21,413,36,11,13
"303",122,29,25,9,31,28,30,17,11,15,23,12,20,40,46,9,30,11,11,44,11,29,17,12,12,38,15,13,13,10,393,37,30,30,11,25,33,16,38,17,23,14,14,16,9,33,446,10,416,12
"304",11,NA,16,12,27,15,9,33,30,10,9,NA,22,24,10,96,15,27,12,14,8,27,31,19,12,15,13,23,24,34,11,12,29,30,8,17,20,37,444,30,11,11,10,15,9,28,12,19,NA,21
"305",9,11,12,15,319,40,12,12,10,9,334,9,37,300,11,8,13,11,12,16,17,60,14,13,12,12,12,15,16,10,14,10,7,17,338,10,10,11,11,64,16,12,13,19,31,12,10,14,14,16
"306",14,8,13,69,18,12,32,NA,19,12,96,NA,NA,NA,NA,NA,14,34,88,11,9,25,8,15,9,11,13,12,8,14,25,NA,45,14,7,13,13,NA,8,10,NA,8,NA,14,107,14,16,14,15,27
"307",9,24,15,16,10,12,190,9,16,11,24,7,38,12,11,11,15,9,11,10,18,16,11,15,12,12,17,NA,13,10,16,487,41,10,147,19,12,19,13,147,10,8,23,15,15,9,16,10,19,18
"308",17,12,16,23,9,47,15,19,202,82,23,465,13,11,455,104,12,13,31,162,18,18,29,9,14,48,8,29,13,17,27,12,467,29,16,412,9,10,35,215,11,21,11,26,418,9,13,18,14,45
"309",9,27,12,12,10,36,NA,101,13,14,19,31,19,10,NA,13,11,10,17,24,9,19,8,13,18,8,65,15,8,9,11,NA,10,7,10,12,13,12,9,17,NA,12,20,14,15,32,15,16,15,38
"310",14,16,23,14,427,447,423,16,25,17,10,29,10,11,17,21,13,18,16,10,421,12,13,17,33,13,20,11,27,9,12,8,10,11,446,430,10,12,54,445,10,13,15,12,13,15,9,16,9,20
"311",12,24,11,6,12,14,13,13,17,12,26,8,12,10,7,19,10,32,15,37,10,18,68,30,10,15,60,18,14,31,13,51,72,7,16,68,17,14,27,10,11,10,16,14,77,19,14,13,21,10
"312",18,29,NA,12,NA,11,23,17,NA,12,21,12,NA,16,24,14,16,17,15,34,26,14,13,24,10,11,13,44,37,46,34,NA,15,14,22,16,19,NA,13,19,14,12,17,16,24,NA,29,14,23,10
"313",28,27,26,81,7,178,33,18,11,NA,80,11,21,12,11,12,NA,13,27,NA,15,25,NA,8,16,27,38,8,15,10,14,11,10,9,31,140,47,33,16,14,19,21,11,8,17,19,12,87,32,NA
"314",13,13,153,17,10,19,42,19,9,16,21,72,20,36,10,10,23,34,68,14,26,417,11,35,12,9,18,10,22,44,8,9,105,105,14,22,30,8,20,13,13,14,11,33,15,9,9,12,37,19
"315",20,16,25,26,77,7,15,14,11,10,11,13,8,216,13,12,11,23,17,15,9,26,21,17,20,13,10,227,25,58,14,21,13,184,14,11,30,18,9,31,9,23,77,230,24,16,9,16,10,19
"316",23,53,31,36,13,11,13,6,12,12,46,13,142,12,59,14,9,11,142,14,12,11,13,16,20,166,17,10,23,12,7,17,22,13,15,9,167,15,16,34,40,21,17,31,17,9,23,23,9,14
"317",32,9,17,12,17,17,22,19,8,40,12,24,28,11,23,16,15,12,15,19,161,15,22,17,8,17,15,42,12,12,16,19,16,15,18,11,12,18,19,27,10,17,7,121,146,17,41,19,13,12
"318",24,20,73,8,22,10,57,37,10,9,27,17,9,31,20,22,33,32,18,7,14,44,10,84,81,11,11,9,15,11,26,13,21,25,11,12,20,10,10,12,18,10,11,8,17,11,13,24,32,17
"319",21,73,11,17,69,15,13,15,18,12,16,10,13,17,14,30,15,15,14,21,11,8,17,16,10,81,10,12,20,8,21,12,9,12,10,9,16,14,59,61,25,20,14,19,20,17,21,13,14,13
"320",31,47,27,33,14,22,8,17,13,20,14,12,246,225,11,8,10,17,22,11,17,236,10,17,14,6,12,10,26,15,7,14,36,32,9,12,11,21,28,51,94,14,13,16,17,25,11,182,131,140
"321",14,26,110,9,74,12,8,143,150,135,10,9,9,12,9,120,12,9,16,10,8,12,31,11,15,8,22,12,6,10,15,11,10,16,11,12,10,15,10,21,10,29,92,12,11,12,6,8,15,13
"322",10,25,11,17,18,34,144,15,20,16,14,24,9,14,11,37,15,46,25,134,75,103,19,115,13,9,9,28,13,17,9,23,33,9,15,11,10,9,16,21,54,13,62,47,21,147,15,16,15,9
"323",16,32,175,24,11,13,15,9,58,50,13,27,14,176,14,12,15,27,12,10,24,118,22,18,25,175,67,15,64,61,31,30,11,11,29,10,11,10,13,12,25,14,15,63,11,18,176,12,17,25
"324",11,8,373,20,21,16,12,11,12,106,11,18,17,25,21,16,23,363,21,27,19,10,60,13,31,10,15,68,14,15,11,12,13,101,13,18,30,13,16,39,380,13,8,11,29,37,6,9,21,15
"325",18,8,21,11,19,21,16,18,42,8,28,15,10,22,18,13,21,22,19,11,18,10,10,38,56,25,278,26,24,60,10,8,13,10,298,244,13,26,9,267,11,11,76,10,10,12,9,52,15,16
"326",17,12,34,13,13,27,8,16,13,9,31,18,20,438,12,12,39,14,13,31,18,11,11,14,11,43,22,12,18,50,473,12,16,9,90,17,59,16,30,21,11,43,26,17,11,28,23,7,16,11
"327",15,9,23,28,60,23,60,27,27,29,NA,16,28,15,10,28,9,11,32,17,11,16,40,13,8,22,16,51,12,11,478,10,18,10,78,16,86,30,16,14,9,24,8,23,19,21,20,11,11,20
"328",15,49,41,16,30,17,22,16,27,92,11,13,28,16,17,30,21,12,13,92,20,15,15,28,11,12,11,11,12,27,28,26,17,29,17,13,25,10,30,15,13,11,29,18,94,11,30,20,27,11
"329",17,19,9,10,9,15,66,16,18,138,463,16,21,14,9,9,11,24,9,14,22,11,10,18,13,28,11,18,31,14,19,67,13,15,10,13,10,9,17,18,41,22,460,54,20,14,118,28,29,13
"330",10,NA,13,45,10,11,8,NA,19,15,11,12,23,13,14,13,10,NA,16,7,26,11,10,18,14,13,13,29,22,12,10,14,16,13,17,15,22,31,10,21,NA,15,14,19,18,NA,8,25,21,NA
"331",172,16,71,14,13,87,11,17,8,11,34,9,182,9,12,14,12,23,24,12,14,11,21,15,17,17,17,14,9,36,54,9,188,21,22,9,11,9,12,56,208,12,12,11,23,68,11,10,10,19
"332",16,8,28,40,17,9,10,10,28,14,10,10,13,18,10,66,11,8,9,15,9,12,17,11,7,7,20,8,9,40,15,73,13,15,10,12,15,31,13,12,24,16,21,10,11,16,21,12,18,11
"333",414,8,19,22,16,9,9,10,25,11,17,26,10,18,17,382,11,14,10,13,15,15,39,22,10,58,21,30,8,8,76,10,397,19,45,10,37,10,14,89,7,26,14,12,14,18,10,10,9,9
"334",23,19,34,16,105,14,11,12,27,17,34,7,14,29,11,23,19,14,21,19,25,17,8,44,9,17,23,15,68,38,10,7,22,14,24,14,27,198,66,13,11,18,11,NA,12,25,19,17,36,21
"335",NA,NA,14,16,7,NA,17,17,23,NA,NA,8,35,13,11,13,9,15,8,NA,11,NA,8,13,NA,14,85,7,112,9,23,9,16,18,8,NA,11,8,10,NA,8,15,10,NA,NA,NA,11,NA,13,9
"336",12,13,9,287,11,23,15,19,22,24,27,11,NA,16,17,20,10,17,19,29,17,67,27,NA,16,25,96,19,9,23,11,23,10,18,10,103,29,10,17,10,12,NA,16,21,14,12,13,20,18,21
"337",16,15,14,11,15,26,14,11,8,12,14,15,10,33,11,16,NA,24,10,16,51,12,9,351,13,14,25,14,13,15,29,12,8,9,13,13,10,10,10,NA,10,20,14,8,12,90,20,23,10,7
"338",30,24,49,28,18,64,15,364,382,23,335,13,10,14,16,13,17,16,342,13,18,9,11,10,8,7,15,22,12,25,7,12,13,11,8,27,9,14,13,19,32,11,27,22,30,19,14,18,9,10
"339",48,8,21,11,80,12,25,15,9,57,17,31,14,22,11,25,12,18,26,8,NA,37,115,11,111,11,12,8,27,9,53,13,NA,14,14,18,21,19,13,15,8,37,18,10,10,51,16,15,24,11
"340",11,10,9,27,14,27,15,10,10,116,18,24,9,30,31,11,14,22,12,30,18,18,29,11,17,49,14,26,10,19,24,10,49,14,20,33,16,13,29,12,14,20,40,17,14,117,15,17,17,85
"341",13,16,105,7,16,19,19,17,367,14,8,28,14,119,38,13,10,11,12,15,23,15,9,62,13,12,13,11,21,10,14,11,10,20,10,10,11,8,13,284,302,8,12,12,9,12,11,11,8,23
"342",14,16,13,18,23,16,9,15,8,11,17,7,14,107,26,19,251,23,14,20,11,8,16,13,22,12,10,24,17,16,11,34,46,13,NA,20,19,9,12,56,30,19,14,NA,12,9,19,10,17,16
"343",14,24,30,29,13,10,22,109,26,24,18,36,118,14,11,110,10,16,11,19,10,16,10,26,11,12,26,11,27,11,7,13,23,24,13,17,9,60,118,24,23,12,22,9,16,20,63,20,11,61
"344",27,12,10,245,12,23,35,9,14,279,45,12,12,245,32,38,16,7,24,15,13,129,10,20,9,10,51,42,11,15,12,12,9,61,92,12,21,12,67,42,11,7,17,23,16,36,12,8,27,14
"345",42,10,20,12,11,32,38,65,14,14,14,13,28,80,13,335,333,28,22,84,164,20,25,14,18,15,13,33,14,97,11,22,21,15,22,51,17,23,16,20,25,27,204,23,43,20,12,14,23,15
"346",61,19,12,10,16,49,34,16,11,11,40,20,9,13,8,10,23,21,16,44,21,9,13,14,22,224,15,11,38,13,9,424,144,8,17,49,11,12,33,255,18,9,19,12,15,10,8,9,11,18
"347",15,9,15,29,16,10,13,21,13,11,11,16,19,31,17,14,10,22,22,23,410,10,43,27,8,21,27,356,12,52,9,24,16,24,12,13,20,24,7,73,30,9,394,12,8,9,12,15,175,407
"348",10,466,14,20,9,12,11,8,19,11,23,13,8,8,10,11,8,37,461,22,11,70,14,19,10,417,44,16,10,21,25,11,29,8,40,15,32,12,41,13,10,31,8,9,12,12,24,11,17,10
"349",8,50,39,28,27,18,18,8,19,28,13,8,78,85,34,8,13,16,98,33,9,22,28,36,7,24,10,14,17,41,30,20,14,21,35,14,17,10,18,18,16,11,90,76,16,13,11,24,18,14
"350",13,10,13,15,13,NA,56,56,57,34,14,19,28,33,14,38,35,8,22,13,13,491,NA,31,10,34,18,35,12,14,NA,14,40,20,25,11,20,8,20,118,31,9,14,13,43,9,18,15,11,14
"351",39,12,14,11,14,17,11,19,15,221,30,14,57,12,25,12,10,15,21,15,11,12,12,9,8,38,16,15,13,43,18,25,14,71,13,9,40,11,10,25,11,13,14,20,11,9,9,18,24,12
"352",12,14,9,39,17,15,18,19,14,13,11,9,11,11,171,20,181,16,28,8,17,15,16,23,11,10,9,17,11,8,18,9,16,9,204,27,17,9,10,15,17,15,10,24,11,10,17,19,22,9
"353",10,8,9,10,15,9,11,18,14,12,52,11,12,9,13,325,32,11,18,12,8,12,8,13,341,44,8,35,17,9,11,27,17,17,12,333,13,11,10,15,40,15,8,24,285,10,11,9,15,15
"354",18,18,254,18,111,11,11,14,10,36,11,36,23,12,41,72,14,25,8,12,14,16,24,37,13,8,15,13,10,12,10,16,22,181,15,8,15,12,50,43,10,27,15,15,33,12,250,10,41,13
"355",39,115,66,10,NA,NA,10,32,11,NA,66,10,20,35,45,NA,37,15,39,NA,10,16,50,20,10,32,9,38,15,19,11,21,11,9,110,12,11,14,12,12,8,NA,40,17,47,19,19,28,11,10
"356",20,41,9,35,67,65,49,42,37,164,11,15,16,14,14,18,18,11,11,10,8,178,14,8,10,161,11,28,9,8,11,8,23,10,12,11,7,17,9,25,11,7,9,8,12,11,27,14,12,47
"357",15,31,9,17,19,19,15,42,28,11,18,13,418,11,25,9,13,18,8,23,15,15,18,420,10,15,10,12,13,148,10,21,25,424,20,7,12,63,41,38,68,76,12,9,23,106,12,23,43,19
"358",27,11,47,22,28,56,NA,9,10,16,9,25,NA,37,43,7,8,42,20,13,16,15,30,14,11,15,10,70,16,12,14,24,12,14,20,52,243,15,17,25,41,34,24,18,25,33,16,22,11,14
"359",18,NA,9,142,20,25,14,31,17,9,15,NA,8,23,7,9,10,9,14,55,9,14,11,13,12,12,10,15,16,85,19,99,NA,26,12,7,11,9,82,9,11,17,24,10,13,17,20,10,NA,11
"360",11,12,30,104,11,17,114,28,11,10,14,22,61,19,12,31,35,8,12,12,10,17,12,17,7,7,10,8,8,24,10,16,25,10,17,18,12,15,92,17,13,38,8,19,12,14,12,13,94,10
"361",12,15,52,10,47,68,19,17,32,21,11,NA,13,34,17,40,NA,14,9,13,15,NA,8,26,64,80,18,69,17,9,54,17,15,9,92,65,7,11,13,21,26,58,16,9,9,15,9,9,15,10
"362",12,17,19,13,18,12,10,16,17,16,13,24,21,13,17,12,17,64,86,17,21,17,32,23,107,64,12,24,11,12,24,11,8,17,17,61,11,29,19,15,45,5,81,20,14,30,17,14,30,10
"363",15,8,9,16,149,177,10,11,14,24,9,11,10,34,8,142,168,19,15,18,17,8,13,9,85,13,43,14,11,28,25,22,12,121,15,9,12,15,13,8,8,10,23,9,24,13,17,30,24,9
"364",NA,NA,10,15,15,15,NA,NA,24,16,NA,NA,NA,55,12,NA,NA,13,10,12,12,NA,11,NA,NA,16,NA,NA,NA,NA,13,9,13,NA,NA,14,NA,13,NA,9,12,NA,NA,NA,11,NA,NA,NA,283,8
"365",39,27,12,29,12,43,29,17,24,6,68,47,9,27,12,13,20,46,11,15,14,24,14,39,15,14,27,15,28,17,14,352,29,23,27,8,13,9,15,34,18,15,24,19,30,18,50,18,11,87
"366",15,30,94,24,12,31,256,13,109,13,10,25,20,31,32,14,24,14,98,92,11,19,15,11,12,12,246,61,12,12,34,31,21,52,29,18,103,44,24,230,14,10,126,10,114,32,26,11,9,8
"367",68,15,12,11,35,17,17,9,14,14,16,18,9,13,60,20,11,17,11,15,11,9,18,15,9,10,11,16,17,14,23,37,64,10,40,7,18,22,12,13,14,38,12,19,10,10,16,13,11,16
"368",13,166,8,9,17,18,11,24,14,15,11,14,16,13,14,9,21,10,63,13,196,11,24,12,21,11,20,22,11,10,46,10,28,33,22,14,156,11,40,21,21,18,15,20,146,36,9,15,16,16
"369",11,NA,8,NA,18,14,25,41,17,104,NA,14,11,8,14,29,56,17,16,30,83,16,13,17,15,22,20,21,12,15,18,10,24,12,49,10,11,10,39,10,18,10,9,21,17,56,16,30,18,37
"370",9,16,27,17,12,12,228,12,17,9,14,16,69,13,12,11,23,19,10,10,20,19,22,14,31,32,17,189,12,13,18,12,10,28,11,17,70,28,9,10,57,17,10,50,10,10,23,26,194,11
"371",14,12,16,21,33,24,15,21,10,19,47,25,17,12,93,25,30,10,97,19,23,18,12,12,14,15,16,23,22,18,23,19,44,98,68,25,12,14,12,22,87,31,11,13,14,40,22,11,16,36
"372",24,21,9,14,11,17,38,9,35,15,9,10,10,122,21,15,125,12,59,20,11,18,8,12,60,121,16,29,9,11,8,10,35,14,16,14,20,22,30,14,28,21,15,35,11,18,107,49,23,24
"373",78,11,16,11,8,38,14,18,9,12,473,10,19,15,319,19,14,392,15,16,8,10,15,61,402,19,21,11,16,12,18,10,9,11,18,24,9,14,18,14,15,14,11,8,8,7,8,13,13,7
"374",10,3,14,45,17,17,15,9,11,7,23,46,11,10,13,14,16,12,221,9,23,14,20,12,26,17,13,15,175,9,12,13,27,19,13,27,12,25,24,17,22,13,13,173,10,6,19,11,27,9
"375",8,15,35,15,11,22,40,13,13,16,24,126,119,24,11,21,30,13,18,41,86,32,28,8,14,10,29,124,17,24,18,15,50,11,25,38,11,9,23,27,8,23,25,19,14,10,39,15,20,10
"376",20,17,15,11,13,15,11,NA,26,17,9,28,45,20,15,9,13,NA,17,18,9,13,19,20,10,16,9,17,17,7,17,21,12,NA,21,NA,15,16,20,37,19,9,8,18,23,22,14,17,NA,30
"377",18,18,9,83,8,19,11,17,9,18,10,13,11,17,14,12,22,NA,11,478,24,486,17,10,11,25,14,23,NA,11,482,12,122,26,9,14,10,28,21,9,14,18,12,45,11,9,16,12,19,14
"378",121,16,37,17,15,11,16,12,13,54,67,24,13,9,20,25,13,19,25,18,20,14,28,21,19,13,12,21,9,21,11,9,127,17,28,19,13,17,29,17,14,43,26,34,10,11,44,62,18,52
"379",11,9,31,10,47,13,9,11,10,16,22,179,15,13,15,10,42,9,69,22,10,19,23,23,185,11,18,16,21,10,8,26,15,12,14,20,33,20,35,10,10,22,16,183,22,35,11,12,11,77
"380",12,18,19,14,14,151,20,15,45,22,9,22,14,18,30,9,12,12,30,16,10,15,17,14,24,7,17,117,85,9,21,9,157,14,16,144,15,26,15,14,13,10,60,7,14,9,12,29,13,37
"381",8,13,19,39,21,23,251,14,16,18,21,19,9,13,102,NA,14,14,15,10,21,21,18,21,11,12,12,33,20,13,30,15,18,14,13,17,13,268,37,12,15,NA,NA,26,9,10,12,20,160,15
"382",10,143,11,14,23,37,10,8,17,11,14,16,18,12,10,13,31,16,59,23,9,9,10,86,7,12,13,19,13,149,17,11,16,12,17,14,15,23,24,16,15,28,155,13,35,19,165,10,16,12
"383",13,11,31,9,19,15,30,41,15,338,33,15,9,7,46,27,7,10,10,98,9,12,51,12,15,14,19,23,25,12,25,337,11,25,16,9,17,15,19,38,45,21,11,23,59,119,10,15,10,8
"384",9,15,31,15,28,12,160,17,7,10,80,16,20,17,8,10,7,66,22,14,13,28,18,19,12,8,9,17,9,20,11,13,25,41,22,13,15,11,105,40,18,20,13,10,14,16,154,10,17,84
"385",11,10,16,30,19,16,9,10,19,12,10,13,16,12,110,92,20,12,11,11,13,12,12,14,14,9,20,38,18,8,11,9,14,18,10,98,13,10,102,22,8,19,13,13,9,12,13,27,8,14
"386",13,15,22,15,42,11,14,20,13,13,12,21,43,19,14,17,9,14,12,18,29,9,17,53,22,14,17,14,19,14,16,15,13,10,22,21,53,19,14,11,11,10,21,11,32,16,24,24,12,14
"387",17,10,10,54,14,NA,28,13,10,13,45,11,10,14,12,NA,27,17,44,17,15,14,10,16,12,15,12,11,12,9,14,9,13,22,10,18,NA,11,8,10,13,10,19,NA,12,9,14,27,18,15
