"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"124",8,25,22,109,28,17,12,13,125,11,36,18,11,15,12,17,16,16,13,12,16,9,94,17,104,26,8,28,28,15,13,9,22,16,10,12,21,25,9,20,12,19,18,18,15,10,11,21,9,10
"125",14,16,20,8,10,11,11,124,26,22,20,22,9,18,12,32,8,9,17,10,15,9,81,11,14,13,12,8,12,10,19,9,37,12,40,81,10,18,25,96,13,14,20,16,8,12,110,118,23,23
"126",9,41,117,13,12,19,10,23,8,60,13,13,13,20,50,9,21,17,24,95,18,14,10,17,12,16,61,25,114,10,10,10,15,20,18,98,10,18,29,20,15,19,8,14,13,15,11,16,9,10
"127",170,10,12,10,11,135,12,15,11,116,10,17,10,187,16,9,21,60,15,12,180,43,139,10,10,12,10,10,12,34,18,21,16,10,7,10,35,15,16,23,9,141,12,52,10,10,17,9,13,24
"128",NA,12,233,104,17,14,16,17,16,12,22,15,212,13,11,18,12,11,10,92,14,19,NA,13,15,10,18,23,9,33,23,162,11,185,8,13,12,136,22,15,16,8,21,11,21,15,40,15,14,14
"129",18,12,11,8,22,12,9,98,18,7,7,14,14,12,7,12,14,11,12,20,13,10,8,12,65,9,12,NA,NA,8,24,10,NA,9,44,12,18,39,NA,10,12,10,31,NA,13,11,17,9,23,17
"130",16,16,22,19,14,11,334,13,12,10,10,20,22,32,30,20,68,14,23,22,18,14,337,18,20,15,9,21,13,10,11,17,18,11,11,20,17,10,8,24,22,18,36,13,55,10,345,31,343,14
"131",26,25,49,101,28,NA,7,24,NA,41,25,24,10,NA,NA,21,122,14,NA,NA,16,10,14,22,10,NA,20,NA,NA,20,31,10,30,NA,NA,9,12,29,NA,18,NA,8,15,14,11,NA,61,43,18,18
"132",9,13,6,110,344,21,11,14,16,13,34,78,16,67,20,15,11,108,8,17,26,12,8,13,16,22,64,24,24,18,10,13,31,15,8,165,337,14,36,8,8,58,11,14,15,11,14,15,20,48
"133",19,28,28,32,8,11,12,11,12,14,10,16,20,18,9,11,14,20,24,55,9,7,9,11,16,27,54,8,8,10,11,21,14,15,18,12,10,20,9,50,10,35,22,24,11,13,59,41,22,26
"134",NA,14,28,12,NA,10,25,NA,NA,11,NA,23,187,NA,15,11,12,48,NA,NA,36,NA,14,NA,10,16,11,18,NA,10,NA,22,NA,10,NA,10,NA,17,NA,9,12,18,12,9,45,NA,8,104,19,NA
"135",41,42,28,22,12,12,NA,8,24,NA,NA,12,44,39,NA,NA,11,12,NA,37,NA,36,NA,8,28,13,12,16,12,10,20,NA,51,9,22,142,37,NA,12,NA,14,48,NA,NA,NA,NA,NA,NA,114,NA
"136",13,15,14,15,106,13,17,15,13,25,11,14,14,9,14,110,8,15,10,19,9,10,11,13,29,47,19,29,31,19,27,125,14,26,15,11,11,42,16,89,10,19,18,23,9,51,15,128,25,9
"137",100,38,8,16,14,12,7,10,16,98,8,22,110,20,9,10,11,23,21,12,16,31,25,17,17,27,44,9,14,22,10,8,73,14,10,58,10,9,8,27,10,31,16,110,7,24,16,7,19,16
"138",11,15,9,17,12,9,53,11,31,17,10,26,46,22,14,47,14,50,14,22,13,10,50,12,14,67,12,12,89,29,14,26,25,9,9,28,11,11,10,24,8,23,117,22,53,82,21,15,122,18
"139",26,9,NA,15,14,22,29,23,17,28,17,11,13,116,14,11,19,16,NA,33,10,10,NA,15,14,NA,10,350,11,201,NA,9,18,11,12,7,9,328,17,17,13,22,10,21,9,18,140,36,15,12
"140",13,22,9,9,10,10,15,16,12,28,10,9,19,25,9,32,8,10,NA,12,12,14,23,23,8,34,11,14,13,9,14,14,18,18,27,NA,16,NA,9,11,13,7,21,NA,18,30,10,8,25,10
"141",33,17,9,10,171,16,10,18,20,13,21,15,35,12,18,63,62,14,38,139,21,11,55,55,17,64,13,14,20,13,11,72,9,78,13,38,16,10,38,11,92,16,27,40,34,18,90,61,22,10
"142",23,10,9,38,9,34,13,20,18,14,40,64,11,35,14,11,11,18,24,24,16,70,10,13,40,10,17,11,15,57,11,8,39,21,17,8,12,9,16,31,10,15,39,31,41,13,68,11,12,12
"143",11,30,11,26,10,63,16,17,32,14,25,194,16,12,9,19,22,14,12,50,11,13,13,14,11,34,97,13,68,184,8,14,11,26,23,176,10,10,19,10,22,21,57,13,181,81,16,10,14,8
"144",13,12,19,12,22,35,20,12,52,17,11,18,14,43,19,30,12,7,7,16,20,11,43,18,10,482,44,27,150,14,14,12,7,15,13,12,10,92,18,154,18,103,45,16,11,31,15,16,24,16
"145",15,15,7,10,377,17,114,11,13,9,13,372,60,17,114,16,63,24,34,30,15,17,13,385,18,24,8,14,36,17,14,9,17,28,13,11,21,12,12,28,9,13,9,26,62,17,14,75,11,19
"146",12,146,31,16,11,15,9,15,19,16,10,17,14,10,10,28,85,8,17,29,19,18,12,12,7,32,10,31,59,17,9,12,12,59,16,12,16,17,9,9,53,14,28,83,19,19,9,457,13,37
"147",12,13,34,20,198,30,27,13,42,11,9,17,8,162,19,19,22,15,20,21,8,34,8,16,39,17,195,162,11,13,28,21,172,12,9,104,10,18,11,15,18,28,30,26,11,159,22,18,24,201
"148",52,473,13,14,9,6,8,16,8,67,48,311,12,10,16,51,14,10,15,21,23,16,13,10,11,13,13,412,31,16,39,17,42,49,11,17,12,23,44,8,29,14,17,28,36,17,319,39,10,23
"149",12,10,14,258,37,13,20,11,11,9,18,309,10,11,14,19,232,12,14,39,11,12,14,16,12,38,15,11,13,10,12,17,25,15,20,12,23,17,10,33,20,16,22,271,34,15,11,10,41,25
"150",11,NA,12,14,19,14,13,12,8,14,19,15,33,9,15,13,11,17,18,21,11,13,320,13,12,17,14,10,8,13,14,20,47,12,20,17,19,25,11,23,40,13,15,NA,20,19,15,17,413,9
"151",10,23,10,84,13,12,15,8,17,72,25,14,20,7,19,14,26,20,11,18,12,14,15,11,70,16,10,17,49,15,16,45,21,10,31,23,16,11,14,18,12,10,14,41,20,15,15,14,15,10
"152",21,11,13,30,17,84,39,7,88,13,13,41,35,10,13,13,14,14,11,9,15,22,24,15,31,87,13,34,17,21,11,17,10,31,25,18,14,19,7,8,15,20,19,20,9,20,82,11,25,10
"153",9,12,16,12,38,13,20,NA,13,51,7,22,8,21,NA,NA,7,13,13,NA,9,14,32,25,9,12,12,28,19,29,17,11,40,10,10,13,17,12,8,12,91,14,12,10,26,13,9,NA,12,31
"154",11,10,14,8,20,16,20,31,329,25,11,11,19,13,340,26,9,13,10,15,111,27,12,9,14,18,13,111,43,45,10,9,38,10,8,8,52,27,21,11,18,12,18,28,20,17,16,17,23,36
"155",19,21,11,15,212,10,32,11,22,185,14,39,18,10,8,16,19,22,33,24,9,15,9,10,22,24,32,14,20,15,135,18,12,10,19,10,29,11,18,9,107,11,10,9,21,196,11,19,11,9
"156",13,20,11,17,17,459,20,11,19,16,76,10,13,11,13,8,21,30,29,27,9,26,7,9,12,10,17,461,13,12,18,12,12,19,18,20,431,25,18,14,20,18,21,15,13,15,13,10,11,19
"157",188,226,28,15,16,33,NA,20,10,9,22,39,24,24,51,155,25,11,10,40,15,230,14,15,27,10,28,30,10,18,18,16,17,28,24,22,9,11,8,9,10,9,NA,67,12,19,29,16,13,27
"158",19,12,28,12,18,31,49,31,13,10,27,9,265,14,43,14,12,10,39,12,28,81,27,283,15,26,17,16,12,12,10,26,263,18,25,11,17,9,31,21,10,45,15,14,13,17,11,13,21,16
"159",26,12,35,18,10,13,11,12,19,30,33,12,NA,16,98,30,57,28,11,21,9,14,31,16,198,19,14,16,30,17,40,69,28,NA,123,21,33,18,NA,20,9,33,109,9,71,12,26,21,18,63
"160",13,30,31,26,12,48,34,12,48,27,23,24,25,9,13,11,46,10,30,9,24,24,9,29,9,15,15,29,13,46,20,14,23,39,11,11,15,15,19,24,11,13,12,31,11,27,20,28,13,20
"161",23,8,15,9,12,100,9,10,19,24,25,47,13,34,14,22,35,36,11,10,8,13,13,29,16,97,47,64,11,51,10,9,20,12,56,27,11,59,432,12,15,9,8,19,15,432,46,19,24,16
"162",196,14,33,11,11,14,9,26,11,38,11,89,12,13,8,19,336,288,18,19,21,10,33,24,22,41,270,23,7,19,41,12,28,25,19,19,11,11,10,32,12,15,14,47,14,22,18,14,40,9
"163",13,13,174,24,14,15,11,12,20,36,28,7,54,16,106,41,31,32,43,25,10,23,22,10,11,20,32,10,13,26,32,16,21,26,20,487,11,32,16,476,13,28,37,17,35,26,13,483,13,15
"164",29,26,480,477,20,39,193,22,8,13,14,31,11,19,8,12,11,15,32,20,27,29,16,12,21,31,23,13,34,12,9,10,33,35,20,8,9,13,21,24,23,16,16,11,20,36,31,10,16,13
"165",136,10,89,41,8,19,16,25,10,8,19,12,237,20,14,59,26,68,21,40,11,181,9,30,27,34,16,9,51,8,11,19,12,23,22,22,9,58,30,10,13,10,10,36,8,42,30,13,10,10
"166",26,15,295,37,14,49,22,20,37,7,60,20,10,11,19,18,13,12,12,22,10,18,19,287,23,23,19,22,12,13,298,11,31,313,21,27,75,49,10,22,323,11,20,33,10,24,23,30,21,9
"167",23,17,12,11,14,10,29,11,436,7,17,13,26,14,47,32,29,11,10,56,9,10,13,11,9,12,22,11,244,14,15,12,345,11,14,14,16,16,14,12,13,10,36,29,11,14,28,20,9,10
"168",19,10,22,10,24,20,59,104,14,16,11,106,20,21,19,26,10,9,11,21,30,105,13,17,23,33,11,10,20,8,8,14,8,20,14,10,14,16,14,9,11,19,66,124,14,34,17,25,93,57
"169",33,20,52,15,9,25,42,38,28,10,21,10,33,28,17,24,12,7,11,26,11,17,18,13,9,31,54,11,9,16,20,26,12,15,25,8,16,13,17,20,7,14,21,19,19,11,16,11,54,11
"170",15,8,10,11,286,15,12,19,12,40,18,26,31,193,21,28,12,30,15,12,21,70,10,9,13,205,56,24,9,20,12,10,273,35,96,34,15,10,15,11,27,8,19,11,8,33,22,15,17,19
"171",16,10,9,12,18,9,12,13,18,13,24,10,13,54,10,15,27,11,9,63,15,8,13,10,15,13,15,14,16,10,17,27,15,9,11,19,144,91,9,9,9,14,7,13,7,15,18,13,13,125
"172",14,23,17,16,9,80,70,119,129,34,24,17,6,12,43,122,11,12,13,70,18,11,125,11,49,18,20,19,9,23,10,48,21,23,14,29,9,8,13,20,18,19,12,14,18,13,17,24,73,9
"173",11,14,9,28,18,8,53,26,39,10,24,88,14,8,18,8,13,10,117,55,14,10,92,10,11,28,17,26,9,12,18,10,239,16,21,16,15,14,10,42,9,74,9,13,12,22,18,9,18,261
"174",11,10,19,10,11,8,16,16,9,17,17,10,13,19,14,15,24,7,12,NA,9,15,16,35,12,22,47,55,14,14,10,14,13,9,11,75,13,NA,8,27,23,18,NA,17,14,9,46,13,9,15
"175",14,9,NA,20,14,34,24,11,22,25,15,NA,17,44,26,9,11,NA,NA,34,8,11,30,24,10,37,9,19,10,14,64,16,15,25,43,13,9,11,40,21,17,19,59,9,12,15,11,11,24,9
"176",9,15,8,11,11,10,19,130,27,14,14,9,10,17,139,486,9,12,66,41,17,10,16,21,13,24,12,11,28,15,22,24,10,15,16,18,115,19,19,10,10,13,16,14,21,12,18,12,14,13
"177",13,13,9,10,15,11,17,38,24,9,14,14,18,11,20,10,12,16,27,10,9,48,15,9,12,13,27,19,11,11,22,12,57,13,15,160,23,31,68,17,67,64,96,17,11,12,18,21,35,25
"178",10,4,10,14,181,23,21,200,17,10,12,17,11,11,14,10,14,32,44,200,220,11,26,30,19,14,31,10,12,15,9,35,18,25,11,11,11,24,16,12,19,15,18,22,25,19,29,9,17,19
"179",9,455,475,17,26,25,12,10,11,20,75,7,28,17,32,16,14,14,13,33,37,23,20,7,17,15,8,223,9,10,10,9,49,49,9,65,10,40,15,11,54,9,10,25,24,11,9,11,26,54
"180",22,11,14,11,13,13,11,27,9,7,25,24,12,25,9,15,23,217,15,24,22,10,13,13,9,13,9,12,15,12,19,50,16,11,49,13,11,15,55,18,234,197,11,9,198,25,11,13,12,17
"181",27,NA,15,22,NA,41,13,NA,12,15,41,59,13,14,19,NA,NA,208,41,206,9,9,NA,NA,NA,NA,15,NA,16,14,73,53,NA,13,18,NA,10,10,NA,11,12,21,15,19,NA,49,10,27,11,10
"182",15,189,56,176,8,NA,15,12,143,40,10,8,10,11,10,14,35,77,247,20,11,17,53,12,14,NA,49,235,15,NA,9,23,9,46,18,19,23,17,16,50,13,54,17,118,14,10,15,13,32,43
"183",30,28,71,13,15,6,9,18,11,49,58,59,329,13,10,33,20,12,32,23,9,15,9,35,34,9,10,12,23,31,215,14,36,166,9,17,23,13,13,25,11,19,308,10,11,25,29,31,12,12
"184",13,33,17,20,10,92,14,44,15,14,18,20,20,10,31,9,9,12,23,22,9,8,64,15,7,22,37,17,14,16,10,89,10,10,15,21,19,11,11,13,42,22,7,102,10,105,7,16,27,11
"185",26,14,14,12,61,11,16,17,24,19,14,11,11,51,19,43,13,16,305,478,19,23,14,17,29,25,16,119,22,12,13,36,15,25,16,12,10,14,12,37,20,11,311,12,15,36,14,15,43,97
"186",11,17,14,194,26,17,30,144,21,23,NA,11,16,8,24,10,11,21,20,NA,11,8,38,30,13,24,12,14,10,20,12,26,10,14,12,10,22,22,37,12,10,21,26,8,412,206,16,11,19,17
"187",12,14,13,11,13,14,12,11,10,8,16,11,18,14,19,7,11,11,11,13,10,15,9,8,12,9,26,12,10,10,12,9,16,9,9,7,17,15,25,12,15,10,24,7,8,14,14,14,21,16
"188",18,22,8,297,13,12,60,25,32,8,71,22,13,17,8,32,26,8,19,11,250,34,18,16,20,13,16,10,8,22,11,12,19,21,14,264,16,28,12,18,34,7,42,13,275,8,17,10,11,9
"189",16,13,15,15,46,250,10,13,194,12,10,30,26,28,30,9,10,12,25,11,16,9,20,13,23,20,13,11,10,11,52,16,8,12,40,9,24,25,13,10,11,23,7,63,24,21,20,11,15,28
"190",211,35,23,40,15,19,15,19,31,63,40,11,324,9,19,19,24,9,38,14,11,28,9,15,25,36,37,20,16,12,40,32,32,10,11,15,18,38,12,13,259,242,259,14,11,13,11,11,26,11
"191",80,11,15,16,10,38,25,20,25,16,13,29,17,23,17,17,19,95,15,12,78,9,16,10,73,40,16,9,17,14,22,14,11,25,11,15,43,27,16,87,10,11,15,13,36,9,17,12,15,9
"192",11,19,10,16,11,34,13,11,31,13,9,13,10,22,18,24,13,73,199,26,87,17,10,65,23,28,34,21,17,17,11,21,13,14,9,19,7,18,10,20,15,16,87,173,9,9,12,23,10,16
"193",12,9,9,15,16,12,20,185,182,12,29,21,132,17,52,18,11,11,23,142,9,13,28,11,17,13,18,15,187,22,23,34,10,10,16,14,18,12,17,12,12,26,21,10,18,17,17,14,23,15
"194",8,22,10,11,17,15,10,9,19,287,21,15,14,13,12,9,24,14,13,10,315,26,11,24,13,142,12,19,8,14,315,19,7,20,224,14,10,15,163,15,224,21,7,15,9,19,7,22,10,22
"195",13,13,135,10,8,26,16,15,27,17,10,44,50,32,12,9,10,12,9,26,11,14,8,27,11,10,9,122,16,47,15,28,9,13,7,19,12,8,15,121,10,15,17,16,13,21,9,17,9,129
"196",38,16,28,18,12,15,19,11,19,27,11,9,13,11,16,22,25,21,15,23,33,12,32,70,58,19,11,15,13,17,14,20,13,17,18,58,13,26,10,13,12,26,8,23,12,14,32,14,9,46
"197",21,183,32,191,39,10,10,14,9,14,8,15,116,8,13,27,9,10,170,16,13,16,12,9,10,11,12,8,22,93,173,29,29,9,14,19,10,11,9,8,21,12,113,7,10,8,13,180,15,9
"198",19,239,7,21,20,13,15,11,29,12,430,11,12,15,12,19,17,417,8,19,416,382,28,11,14,236,10,16,15,12,28,15,13,108,13,22,23,17,12,30,24,29,57,15,9,9,14,14,43,11
"199",90,13,15,8,10,11,12,9,10,23,7,8,12,11,23,14,11,12,9,11,NA,25,16,11,13,8,NA,13,18,8,11,74,9,49,9,NA,13,16,15,7,94,17,8,28,11,40,13,13,10,NA
"200",10,9,30,11,19,11,19,35,53,30,9,21,9,16,14,30,43,16,18,12,11,11,10,10,11,7,21,20,9,16,12,19,17,79,19,31,20,16,10,9,11,22,10,26,11,16,24,77,6,11
"201",8,12,15,176,25,18,11,17,15,11,19,14,20,8,38,15,15,21,15,15,9,168,16,9,13,24,17,13,7,15,226,13,236,11,13,13,168,25,12,9,17,127,9,17,16,10,12,17,77,244
"202",9,14,20,69,16,7,10,18,15,9,489,11,39,17,13,12,31,12,16,15,14,11,37,12,10,30,7,22,13,10,489,15,12,36,49,12,13,20,13,18,21,10,12,8,17,34,10,11,14,10
"203",13,13,324,11,14,166,25,10,12,12,10,8,13,37,21,15,31,15,10,18,12,94,54,15,13,21,17,64,23,13,23,16,22,10,180,14,15,10,8,9,33,10,10,152,11,13,20,9,14,71
"204",10,15,14,14,11,7,12,10,9,19,14,9,68,42,9,67,11,8,12,13,17,10,8,9,20,21,9,70,10,12,10,9,14,15,12,20,13,17,11,10,12,9,13,10,11,8,22,13,9,10
"205",NA,19,13,NA,16,10,NA,18,20,29,14,17,NA,NA,26,9,NA,NA,18,11,18,NA,NA,NA,14,NA,12,13,NA,9,23,12,18,NA,23,NA,8,13,NA,17,NA,18,NA,NA,NA,10,58,13,NA,8
"206",19,12,18,31,10,24,26,10,15,14,20,46,17,18,8,8,12,15,13,30,16,10,12,8,10,13,20,26,15,11,17,NA,NA,90,NA,12,30,20,10,10,11,13,8,21,26,23,12,13,54,22
"207",11,12,10,31,8,13,23,10,468,21,26,19,10,17,18,11,16,22,29,337,13,19,15,29,25,12,11,11,38,31,13,17,18,10,13,14,13,18,12,32,13,18,25,9,14,41,30,163,13,18
"208",19,15,21,11,13,12,NA,14,9,23,NA,489,18,11,7,9,16,12,7,14,17,12,20,25,12,11,14,19,35,55,19,13,13,11,9,12,20,42,9,12,19,71,11,32,21,30,11,14,NA,9
"209",111,14,9,9,10,15,10,16,9,8,8,109,18,7,12,17,11,36,20,14,18,25,17,10,10,17,19,17,10,48,14,14,71,17,9,35,126,10,25,9,53,62,14,476,14,68,11,14,28,24
"210",13,49,38,15,38,13,18,16,36,26,8,14,13,10,35,20,27,17,13,11,424,15,11,18,8,194,197,9,45,11,21,19,7,12,10,449,7,68,16,14,11,11,21,22,10,11,44,13,16,16
"211",20,23,11,11,23,11,23,16,17,11,19,21,8,13,21,9,15,13,23,96,13,15,10,26,11,12,11,14,18,16,21,18,59,20,NA,11,19,13,25,23,16,NA,16,20,31,11,16,10,21,13
"212",63,141,17,13,8,8,10,9,8,12,15,25,10,20,68,14,13,13,13,7,9,15,11,18,17,11,20,23,8,18,36,8,14,35,24,18,9,10,12,25,15,15,27,13,60,60,137,9,14,8
"213",23,8,18,12,14,21,12,22,9,11,13,11,11,9,NA,18,11,8,13,243,12,29,19,11,29,10,15,33,42,12,17,NA,13,20,32,13,NA,167,15,11,21,20,12,NA,29,25,24,10,13,9
"214",NA,NA,109,10,NA,19,20,NA,8,7,NA,NA,NA,19,8,10,24,10,NA,NA,NA,9,21,NA,18,NA,NA,42,11,16,12,15,NA,13,12,11,16,8,11,NA,NA,9,10,11,181,NA,26,10,NA,42
"215",80,14,11,NA,12,30,26,10,32,29,33,59,15,24,20,14,7,44,12,12,13,14,21,272,27,6,9,31,23,15,10,9,32,8,8,10,26,NA,16,56,105,12,14,23,17,8,42,86,15,16
"216",12,14,23,34,467,11,15,8,16,20,18,15,13,26,14,49,20,34,8,481,11,15,38,10,19,50,12,12,15,7,477,470,9,19,15,9,19,8,21,31,47,37,21,63,NA,8,13,13,10,10
"217",17,22,10,18,12,17,25,67,18,10,14,10,310,13,15,98,13,18,127,13,10,11,8,10,294,40,15,25,8,20,18,10,14,14,10,20,14,24,12,39,64,23,9,18,304,21,10,11,9,22
"218",12,9,7,16,18,217,12,8,7,179,16,214,16,16,10,23,208,11,14,8,9,18,11,31,42,10,9,20,18,9,14,14,8,14,15,8,9,9,13,14,184,17,26,15,12,9,9,27,13,8
"219",20,12,52,470,13,13,11,20,18,8,10,9,17,11,6,9,18,10,23,291,36,12,12,11,13,203,16,125,52,9,19,19,12,13,29,10,27,17,25,19,10,36,19,13,24,16,17,12,304,8
"220",216,12,11,16,14,15,12,12,20,11,241,16,12,17,26,15,14,11,14,14,19,15,17,14,34,11,9,86,24,15,25,10,9,46,11,17,18,11,12,9,9,10,11,18,200,93,26,11,21,11
"221",11,8,12,20,NA,10,24,491,26,13,25,21,16,12,8,12,12,82,30,10,13,85,21,12,11,NA,10,28,57,20,20,27,10,51,154,13,20,8,15,22,44,14,14,14,9,13,14,42,9,15
"222",13,43,14,11,14,23,27,19,19,15,18,18,17,16,56,26,14,12,49,12,29,22,51,18,154,10,28,10,18,10,18,18,30,16,10,10,15,18,19,28,8,20,8,26,118,149,155,21,13,20
"223",51,10,15,22,20,12,10,12,13,54,19,14,73,10,12,10,14,12,NA,11,58,12,74,11,22,49,22,13,12,11,12,11,12,11,NA,NA,11,22,11,NA,77,15,16,15,9,16,NA,20,18,24
"224",20,11,264,11,10,47,9,8,16,19,26,22,14,11,13,8,13,25,18,14,320,18,18,19,17,227,313,20,12,7,12,139,13,12,7,10,11,9,11,16,15,29,10,9,19,295,11,8,16,304
"225",18,21,18,15,12,11,16,21,21,187,55,131,15,11,24,14,14,18,26,14,22,15,13,10,8,16,15,14,32,152,10,11,178,11,12,11,18,11,20,21,16,18,10,17,21,22,12,15,19,15
"226",188,19,21,16,18,10,9,37,17,25,48,14,13,12,22,12,15,12,24,19,14,11,13,15,10,15,76,10,10,19,10,32,14,41,12,9,9,55,10,190,11,10,27,92,22,16,9,18,16,29
"227",211,7,55,16,10,12,11,8,15,10,13,10,9,23,NA,13,NA,9,19,9,18,17,12,12,7,26,11,66,53,11,9,26,21,10,23,172,9,12,36,12,42,38,24,16,25,12,9,18,19,26
"228",17,12,9,17,NA,30,22,114,11,12,27,13,9,11,11,16,15,20,74,10,11,8,15,12,30,23,21,14,8,10,14,9,10,12,15,23,14,8,13,31,72,11,12,12,13,8,19,18,15,482
"229",11,12,14,12,18,14,NA,13,12,98,32,13,NA,16,10,9,9,14,15,12,15,11,NA,22,NA,13,19,12,11,11,22,39,12,20,15,12,58,11,14,20,9,13,10,10,NA,NA,8,15,18,14
"230",17,275,19,12,68,21,23,10,8,20,272,25,17,55,29,16,11,40,16,8,10,15,14,30,7,14,81,15,11,47,23,12,18,11,9,88,28,260,23,14,21,87,11,10,17,12,14,9,21,48
"231",11,10,11,15,80,14,15,12,11,10,17,13,31,22,12,9,9,14,8,12,11,8,16,16,12,114,13,12,6,9,27,11,8,12,20,11,122,10,21,8,9,10,13,284,11,13,10,8,22,10
"232",14,22,15,26,9,36,19,28,12,9,29,96,13,NA,14,11,13,19,12,NA,29,429,30,NA,12,490,9,31,14,18,30,10,8,31,14,42,138,15,73,17,18,22,14,24,23,11,24,20,32,21
"233",11,10,41,10,146,30,11,9,NA,12,13,39,132,16,20,10,9,14,12,9,11,29,13,10,11,19,9,15,14,22,18,26,28,21,18,24,15,9,8,9,170,58,124,11,10,13,31,36,17,NA
"234",NA,14,14,19,14,12,21,13,10,14,NA,9,12,NA,19,24,14,29,11,9,9,22,14,15,9,10,10,7,9,8,15,22,NA,12,8,16,13,19,30,10,24,42,8,11,12,212,16,11,8,12
"235",11,15,185,12,10,18,9,67,17,18,9,9,9,10,10,10,76,56,12,11,7,444,19,18,24,23,7,47,180,8,30,12,17,82,11,37,23,15,9,12,16,13,10,11,12,22,16,10,14,10
"236",17,14,30,37,24,124,485,8,17,15,106,12,14,137,68,12,143,34,15,115,12,34,27,121,11,11,12,13,25,13,23,10,15,21,16,23,14,54,15,14,11,15,16,14,12,16,19,9,15,10
"237",36,89,15,19,86,16,8,25,16,9,15,17,15,75,20,9,22,11,20,14,19,9,20,23,9,15,17,12,43,15,10,11,20,8,11,18,9,24,17,9,29,15,13,9,10,10,28,12,14,10
"238",14,7,11,20,8,16,110,13,10,12,42,18,11,176,22,17,12,14,16,10,11,188,19,12,20,14,183,122,8,16,19,13,28,14,24,21,9,14,9,12,8,14,10,8,14,12,18,15,16,7
"239",31,25,16,20,9,150,159,14,29,17,10,11,11,35,20,20,180,9,7,12,24,22,21,14,20,13,10,15,16,8,43,9,10,22,166,10,15,14,43,24,9,15,21,9,26,21,18,9,12,151
"240",18,31,10,21,21,38,24,25,14,27,40,9,77,85,11,26,9,11,45,30,21,23,7,14,33,10,14,50,14,22,22,97,8,40,11,73,26,17,14,17,30,15,35,7,24,18,79,72,40,8
"241",13,13,16,10,10,12,16,59,14,11,12,12,17,12,17,13,15,12,14,17,11,10,11,9,17,18,20,21,16,17,16,28,8,13,22,16,11,13,26,62,63,12,11,15,18,17,32,16,16,19
"242",23,12,10,9,28,25,18,18,31,11,12,21,12,189,11,19,22,11,24,8,15,10,11,24,11,32,15,97,18,12,138,15,14,12,15,203,14,50,17,19,17,10,22,14,24,13,16,13,9,50
"243",29,11,23,38,39,30,42,12,8,25,14,9,19,13,79,16,81,11,18,9,11,71,61,14,9,18,20,15,18,116,13,14,26,13,37,11,113,14,38,13,35,39,12,14,59,19,18,13,37,9
"244",9,9,40,14,12,11,25,118,16,11,18,11,27,13,20,25,16,17,14,10,14,9,20,8,20,19,18,11,21,9,13,11,15,21,19,15,27,18,20,203,9,14,11,11,29,11,10,17,8,17
"245",10,181,38,19,9,17,19,106,14,13,15,15,167,8,30,16,29,8,16,27,12,14,18,11,13,23,25,196,11,13,34,10,12,22,8,10,10,17,10,19,9,28,10,10,18,16,17,13,9,24
"246",27,11,9,12,7,16,14,32,17,9,264,16,53,181,27,49,48,13,16,27,11,33,12,17,12,27,18,11,13,282,50,19,36,26,11,30,18,41,39,72,33,11,17,298,12,22,10,13,53,12
"247",10,17,8,11,19,488,9,25,9,9,NA,17,9,14,10,168,8,15,24,10,51,13,14,477,37,32,10,13,9,11,10,9,37,21,14,21,158,22,33,7,15,8,11,25,15,21,19,19,10,8
"248",41,17,12,14,9,28,11,17,6,15,10,9,11,12,13,11,15,42,11,13,15,29,7,14,17,20,10,19,8,290,16,18,291,7,13,12,12,30,12,11,23,18,11,36,12,18,9,18,280,13
"249",19,9,14,15,11,13,14,11,9,30,12,16,11,19,10,10,18,12,11,11,10,386,10,24,13,14,12,15,11,9,22,17,14,70,415,NA,11,8,NA,9,38,30,6,11,12,15,18,NA,8,9
"250",18,20,27,21,96,29,17,11,13,32,19,104,14,17,16,9,16,14,46,9,19,8,23,14,113,37,15,10,44,16,90,10,41,21,19,9,18,48,9,11,13,21,27,21,17,104,12,13,25,19
"251",10,24,20,14,31,52,27,12,13,28,24,12,13,10,14,14,88,14,262,18,35,25,11,11,10,38,10,13,48,13,11,10,21,7,11,11,17,12,9,47,24,13,12,259,14,7,19,22,6,11
"252",43,10,13,11,26,12,10,39,12,69,62,131,13,403,60,13,11,19,10,57,24,70,77,14,9,12,28,21,24,37,9,10,413,12,24,10,13,11,14,18,8,69,25,158,13,21,65,84,8,14
"253",10,15,81,121,116,10,11,12,26,15,43,10,14,10,121,50,29,15,15,27,21,16,19,10,13,21,11,18,17,12,9,29,19,17,10,19,8,129,20,15,67,17,8,133,29,14,9,27,11,10
"254",38,11,NA,12,27,30,11,10,22,26,NA,8,10,18,40,52,9,37,NA,82,22,22,10,13,18,16,14,17,25,13,37,18,30,19,13,22,12,22,14,16,26,19,13,23,25,12,10,107,19,19
"255",14,12,8,12,7,8,15,28,10,28,14,29,35,19,9,13,13,19,14,11,42,13,24,11,11,9,25,10,15,18,13,33,18,11,18,12,8,15,21,14,11,46,8,39,10,11,13,19,37,13
