"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"151",12,10,16,17,20,11,15,14,13,183,20,10,8,10,19,491,19,16,19,16,12,52,17,8,124,11,10,11,21,20,13,14,71,19,52,12,54,11,58,15
"152",8,10,17,13,11,10,9,13,13,10,12,13,16,NA,33,26,9,103,16,18,26,29,11,12,13,27,11,13,13,21,31,12,31,NA,27,10,11,NA,NA,18
"153",11,13,13,12,11,15,17,29,34,67,10,36,13,32,10,13,57,10,14,11,22,19,270,24,10,9,11,53,13,9,17,16,25,55,260,10,40,10,12,267
"154",134,12,14,39,15,9,13,27,14,9,23,42,43,14,10,15,199,62,14,183,44,16,8,11,17,16,11,9,17,159,15,11,15,19,10,13,38,13,9,30
"155",75,10,11,12,32,194,20,11,62,24,34,90,22,76,11,14,20,17,16,9,18,86,14,16,13,46,8,12,13,11,16,9,9,8,56,18,11,12,14,12
"156",22,61,20,NA,20,21,NA,13,34,59,34,12,15,19,41,10,16,65,73,20,15,9,23,11,32,25,11,32,10,NA,32,37,17,14,23,25,15,28,16,38
"157",47,17,20,14,7,14,157,15,32,11,35,13,38,16,21,10,16,8,82,12,22,20,12,10,15,21,26,16,30,165,9,11,11,77,174,19,51,30,51,37
"158",NA,NA,20,19,15,24,16,NA,97,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,18,9,14,13,10,NA,19,13,NA,13,NA,NA,NA,NA,35,19,NA,NA,NA,NA,37
"159",220,219,25,22,71,11,17,11,29,23,46,15,59,108,234,19,17,14,13,9,10,28,17,11,10,13,29,10,31,9,21,10,14,15,199,22,10,9,9,12
"160",13,17,11,18,11,11,19,13,52,16,17,8,15,7,9,35,9,20,14,13,24,54,15,15,23,13,14,27,13,59,16,23,66,34,63,25,8,15,9,11
"161",32,353,12,17,10,16,13,13,12,10,10,16,16,22,10,14,16,22,351,370,9,17,13,12,33,14,17,22,21,10,18,14,11,13,84,21,20,13,21,20
"162",19,17,20,24,124,40,30,23,131,141,9,17,16,53,15,210,16,12,9,13,198,117,11,21,17,29,19,17,24,47,13,14,19,18,21,16,8,10,14,20
"163",14,9,11,85,19,178,117,13,12,239,20,13,12,273,10,17,13,223,10,25,16,19,11,12,16,22,9,16,9,10,9,13,150,7,9,10,10,20,9,127
"164",11,13,206,41,15,13,212,17,33,12,99,67,43,26,49,12,13,10,15,13,17,19,11,69,11,72,12,13,16,14,58,52,12,19,16,33,22,15,13,39
"165",12,53,19,26,16,52,18,19,9,186,13,44,20,15,11,24,43,184,52,19,11,12,18,18,12,27,20,15,59,29,15,10,12,11,20,22,13,14,189,194
"166",11,18,21,11,29,111,12,25,28,17,26,10,12,24,26,8,8,10,8,25,30,12,25,82,10,22,18,28,14,16,12,111,12,10,21,17,23,13,37,25
"167",8,20,11,59,17,24,15,20,16,15,27,15,14,24,65,15,11,15,21,10,12,9,21,70,11,17,48,15,22,15,12,26,32,20,19,80,15,11,16,23
"168",34,11,11,11,13,20,44,14,23,13,13,20,8,32,22,17,24,15,20,20,15,47,10,22,27,38,11,11,10,8,12,12,45,9,39,25,14,11,13,23
"169",15,10,8,169,12,14,17,11,9,10,13,398,17,9,27,9,13,10,15,263,13,19,21,16,18,42,9,12,13,12,23,18,9,19,16,397,16,13,13,12
"170",7,11,75,15,10,9,15,17,14,16,220,17,30,11,212,16,10,214,10,30,10,13,14,19,13,13,19,8,24,31,171,11,25,21,20,17,10,12,9,34
"171",45,NA,10,8,16,132,12,28,11,38,9,47,18,10,NA,143,9,11,37,44,29,22,28,24,45,15,13,56,22,41,9,27,9,22,12,16,20,12,13,44
"172",16,10,17,19,25,10,NA,18,10,10,24,9,9,11,26,NA,15,44,12,10,14,15,15,NA,28,NA,38,12,17,10,10,11,NA,11,NA,20,14,128,9,24
"173",8,10,318,18,23,12,348,20,24,13,27,387,388,11,17,16,16,15,13,360,19,13,24,18,13,15,28,47,17,34,13,11,39,13,16,27,17,364,16,19
"174",12,8,9,103,18,15,26,365,10,326,26,10,32,140,128,38,9,116,16,18,14,11,31,14,321,48,12,13,14,19,17,60,19,13,9,41,17,11,10,10
"175",9,12,9,21,14,12,11,12,12,7,15,8,106,10,10,11,16,16,15,325,16,8,16,11,20,12,31,12,12,17,41,8,354,19,13,23,32,99,28,16
"176",21,10,10,11,26,32,12,164,12,14,173,8,12,25,9,13,27,32,9,25,75,16,11,12,11,9,9,27,18,10,9,9,38,8,20,10,12,105,20,98
"177",22,10,28,8,10,201,25,11,16,10,24,12,15,13,11,11,12,84,17,12,12,14,37,75,11,38,53,12,34,11,21,9,12,34,176,9,122,12,66,11
"178",12,11,10,9,49,10,10,8,19,9,25,10,20,20,27,14,416,14,73,58,432,21,76,7,7,26,11,9,21,7,23,13,48,50,10,186,11,33,7,12
"179",12,15,12,10,19,12,15,12,14,10,242,14,10,10,275,11,19,10,19,46,17,267,16,15,24,265,12,13,22,16,262,135,22,12,9,278,47,10,19,14
"180",20,32,12,8,9,13,21,10,15,21,11,14,17,240,39,22,11,11,14,7,23,17,9,101,9,24,28,16,15,21,20,18,11,153,11,217,24,39,233,51
"181",29,34,14,17,14,9,10,18,39,10,9,15,13,216,484,55,10,12,26,7,15,42,22,19,21,12,11,40,11,70,10,16,490,14,478,29,20,12,11,20
"182",9,14,10,26,13,10,8,20,91,92,67,7,15,15,20,24,35,19,13,8,10,13,86,9,58,9,10,11,13,8,10,8,10,16,23,49,11,16,16,16
"183",10,20,8,NA,13,11,41,9,81,15,18,31,12,18,29,133,17,37,11,11,NA,16,47,16,16,149,17,9,19,12,8,23,13,489,13,53,20,11,25,16
"184",22,15,25,15,9,25,30,15,39,10,16,31,95,113,28,9,10,15,14,23,13,10,9,33,32,23,17,19,53,101,24,18,15,64,9,30,14,12,18,16
"185",12,9,14,20,57,NA,27,11,13,22,16,49,12,17,37,43,34,NA,18,32,20,7,80,11,28,12,9,7,14,11,24,22,11,10,9,9,146,29,15,12
"186",12,11,25,12,NA,22,14,10,20,9,21,40,28,21,24,10,11,13,19,13,26,13,13,14,NA,18,16,33,17,15,12,7,17,18,26,21,11,18,NA,146
"187",13,NA,NA,NA,NA,NA,7,22,47,15,14,NA,10,11,11,NA,13,11,NA,NA,NA,8,20,8,NA,NA,NA,10,9,NA,10,10,20,13,30,NA,59,8,NA,NA
"188",11,12,13,55,10,8,16,15,26,224,15,11,9,15,9,12,20,17,10,183,22,11,14,29,15,43,12,32,9,43,19,8,9,7,9,254,16,11,12,9
"189",44,13,12,8,28,44,20,21,11,15,11,15,319,8,8,NA,20,12,22,266,14,9,57,32,13,12,24,17,10,NA,16,10,10,17,12,14,12,13,16,15
"190",152,24,13,12,11,24,188,8,54,10,12,16,31,20,18,13,102,13,11,23,18,40,18,8,9,11,37,67,15,39,19,9,30,23,13,10,8,19,12,169
"191",9,29,29,11,14,15,25,11,10,25,24,13,16,30,10,NA,249,14,31,22,29,23,18,8,NA,14,NA,9,11,49,9,25,17,11,15,21,33,12,24,10
"192",16,13,13,10,10,80,11,10,26,17,204,30,26,14,7,13,61,10,9,183,86,12,16,14,20,21,42,9,31,217,13,9,213,15,12,10,13,15,21,9
"193",13,22,11,34,17,80,26,39,24,24,87,13,13,23,10,13,17,34,12,11,11,10,12,112,10,16,9,19,11,13,13,119,22,17,32,9,18,9,20,13
"194",31,NA,16,13,9,15,22,15,30,14,13,12,14,9,NA,21,117,10,22,14,15,16,15,13,15,22,14,9,40,23,14,13,11,13,14,NA,13,54,NA,NA
"195",50,18,9,292,13,285,16,285,20,16,8,68,35,288,15,8,8,9,16,20,28,11,10,29,13,28,55,8,12,18,9,20,15,12,13,10,9,16,289,58
"196",19,12,14,15,12,14,12,15,8,12,55,17,13,16,8,17,18,9,15,10,8,15,36,9,34,83,13,10,15,30,8,37,10,14,86,8,9,12,16,84
"197",10,12,8,43,28,13,21,15,13,17,NA,299,44,NA,21,62,9,9,12,13,17,18,29,16,13,21,15,14,16,19,190,13,45,NA,15,42,14,10,14,47
"198",13,14,11,16,13,18,14,52,49,51,13,14,14,13,45,40,11,19,18,18,38,14,35,13,28,17,28,44,31,36,15,18,11,9,12,26,11,31,40,14
"199",15,NA,18,17,10,17,95,49,36,148,41,70,128,21,21,55,488,30,17,18,491,25,56,34,16,52,20,13,47,11,11,17,56,147,12,22,22,17,11,14
"200",20,11,21,9,11,24,16,25,25,36,10,15,23,14,230,11,37,16,9,17,228,20,9,12,81,12,10,26,11,20,14,42,9,81,12,13,10,28,9,29
"201",12,15,14,18,229,74,11,12,15,18,246,334,26,12,28,14,13,12,22,105,17,31,10,20,11,13,9,17,21,32,9,22,24,12,31,79,10,11,18,15
"202",10,13,146,238,16,26,31,7,19,14,11,12,9,43,19,27,22,41,15,35,238,10,11,82,242,17,14,7,67,61,10,15,13,27,28,33,10,43,12,24
"203",22,39,22,67,11,11,45,20,22,58,41,53,13,23,43,9,9,12,19,14,21,91,70,12,17,85,10,14,14,13,14,29,33,12,17,20,33,26,26,21
"204",38,69,19,24,11,37,22,20,17,16,46,39,23,9,21,132,163,10,19,16,10,25,28,13,11,20,21,16,25,14,13,39,22,20,168,37,27,34,12,20
"205",25,11,57,7,29,8,36,11,9,9,363,11,25,327,21,13,139,56,15,9,9,9,41,10,13,13,10,11,17,12,421,39,62,12,34,5,12,10,7,253
"206",26,10,9,11,31,30,14,24,9,13,15,19,108,14,33,12,13,8,104,9,19,28,46,11,18,17,14,8,15,8,20,11,95,16,15,10,13,22,17,17
"207",13,14,14,172,13,10,27,20,14,100,14,11,15,10,11,23,11,9,24,43,14,21,396,13,26,10,11,130,11,13,11,419,15,51,34,16,420,17,228,38
"208",12,14,17,14,8,13,13,17,12,19,11,8,11,15,NA,41,14,11,25,10,10,NA,9,10,9,17,22,14,NA,12,16,NA,10,7,14,11,24,453,15,27
"209",14,12,26,17,11,12,11,13,10,172,16,11,10,16,12,18,20,10,13,21,10,18,9,41,17,13,15,13,29,44,26,16,177,144,13,10,18,10,13,12
"210",12,8,13,19,11,104,10,10,9,60,12,13,19,106,12,19,17,8,43,118,36,37,8,24,40,12,17,13,12,20,26,13,18,22,8,38,127,10,13,8
"211",34,13,8,16,12,9,9,11,20,10,18,23,37,15,11,11,7,10,13,10,19,12,23,17,21,45,14,9,20,13,9,9,15,11,14,9,48,42,9,49
"212",23,14,18,10,21,22,34,27,20,16,14,39,14,15,13,14,11,19,11,26,12,27,11,24,217,14,47,126,15,245,15,125,44,13,36,10,21,10,21,11
"213",12,46,14,20,11,16,9,32,25,14,269,325,262,11,13,17,17,17,9,9,32,282,13,9,9,14,19,9,16,10,14,35,9,47,10,12,19,27,11,8
"214",11,14,31,25,11,77,NA,NA,10,10,21,15,8,24,31,23,11,10,9,24,13,10,17,14,19,10,28,13,8,10,52,20,47,12,11,24,74,16,13,6
"215",42,31,43,12,13,16,26,11,17,14,27,242,249,226,11,49,11,11,13,26,29,21,10,16,25,13,57,23,52,14,11,11,64,74,17,17,30,49,53,10
"216",14,14,18,34,52,NA,8,33,36,NA,19,13,19,35,29,8,10,14,15,11,83,8,25,13,363,19,28,14,20,12,14,67,15,22,26,42,25,14,33,12
"217",9,13,23,18,18,30,11,7,13,5,53,24,18,51,15,16,35,11,12,17,44,52,158,40,12,10,10,134,37,17,48,13,17,10,180,21,19,11,17,52
"218",34,11,23,12,19,10,23,10,9,8,25,12,9,13,12,41,14,15,22,11,110,14,157,10,21,18,11,15,119,11,16,18,14,12,49,34,15,33,14,17
"219",20,14,17,10,35,11,31,51,13,20,11,20,9,230,12,24,74,124,123,9,16,10,11,18,32,20,15,10,60,49,14,42,32,13,69,17,14,129,20,21
"220",15,10,13,12,320,19,9,18,26,8,13,35,18,39,17,20,22,23,265,44,49,13,10,15,12,15,13,13,10,13,23,8,9,11,37,22,24,18,20,21
"221",12,15,18,15,20,11,473,16,17,90,26,25,13,14,288,17,47,19,27,84,11,11,18,24,17,466,18,48,21,24,19,11,288,14,10,30,13,12,22,28
"222",11,12,11,25,10,12,16,17,10,12,82,16,24,12,12,9,94,9,49,13,10,8,13,95,11,15,15,14,8,9,12,14,14,8,7,21,10,11,13,12
"223",39,14,12,13,16,16,13,14,26,39,127,32,8,10,13,19,16,53,15,31,142,111,13,13,12,16,50,159,13,25,11,33,24,13,18,13,13,21,10,20
"224",12,14,13,13,11,11,14,12,14,10,19,13,9,47,14,14,15,10,15,11,24,46,11,8,18,29,67,10,21,17,13,12,46,50,16,11,18,13,19,19
"225",97,13,28,16,15,119,47,15,19,26,17,27,20,112,22,10,10,25,14,17,17,9,17,9,9,24,67,24,125,12,14,22,25,66,23,37,9,18,15,10
"226",16,15,10,294,26,16,11,18,11,8,284,16,11,17,10,12,13,15,16,25,10,21,53,12,9,27,12,18,19,30,10,11,35,22,13,21,13,20,14,11
"227",11,24,76,NA,29,12,12,28,14,9,NA,22,15,NA,22,12,13,26,48,10,11,23,10,30,12,21,NA,14,12,21,24,23,54,36,15,11,17,NA,12,12
"228",10,19,13,51,8,178,11,11,24,9,10,37,42,20,11,12,17,10,11,16,12,21,12,9,24,24,12,12,27,50,460,11,443,18,8,60,11,15,21,10
"229",11,19,15,16,16,17,91,16,11,11,10,10,16,57,20,20,21,10,43,402,12,11,17,13,11,16,10,149,475,9,11,11,17,14,14,38,42,80,32,29
"230",24,13,12,20,13,196,8,18,14,12,17,12,16,25,12,22,15,19,22,11,15,NA,80,22,10,25,13,12,7,9,12,35,12,18,23,238,15,14,27,18
"231",11,25,22,22,13,21,10,33,20,17,14,37,22,17,22,11,27,37,15,19,36,31,10,24,15,24,17,24,46,49,19,45,16,13,15,23,10,50,16,13
"232",10,15,15,15,34,18,16,51,17,8,13,31,10,70,22,12,13,15,39,11,NA,14,13,NA,73,11,14,15,9,14,24,8,101,20,13,21,8,14,10,14
"233",22,9,38,125,14,26,134,22,128,25,11,10,13,17,23,24,15,28,15,10,18,13,17,24,10,14,8,16,23,61,90,21,27,17,10,82,34,53,9,12
"234",19,10,14,10,19,63,31,51,12,39,28,26,19,32,10,15,67,18,10,14,37,37,9,24,11,9,35,9,16,14,25,18,54,14,18,11,22,10,68,13
"235",11,15,26,19,35,22,15,49,10,18,44,14,24,48,39,14,10,11,11,25,48,20,28,19,11,36,15,9,18,10,12,10,13,9,32,12,12,11,16,15
"236",11,17,17,13,35,11,17,39,14,11,16,13,14,27,13,16,16,14,43,10,15,18,8,18,18,12,34,25,18,10,27,17,18,11,12,13,12,13,10,7
"237",10,13,23,15,11,12,12,16,13,18,11,12,13,13,91,86,13,14,28,13,18,13,20,10,86,11,11,16,13,23,23,17,11,11,10,13,21,29,53,62
"238",16,16,43,12,10,17,10,13,28,28,8,16,11,338,12,11,27,14,13,8,9,322,274,13,15,31,22,16,10,53,22,12,10,9,12,303,13,18,9,11
"239",33,15,117,80,13,14,13,10,12,47,36,11,12,19,11,34,8,10,15,26,19,8,127,57,143,12,14,120,19,20,23,15,15,14,50,25,127,11,10,10
"240",13,31,36,108,23,13,31,111,15,12,12,26,33,18,22,102,10,65,26,41,9,19,12,18,16,14,12,70,30,28,14,15,106,43,12,18,22,24,49,8
"241",20,8,14,13,23,16,13,19,13,9,10,74,32,21,15,73,10,19,12,15,20,51,11,27,10,17,18,19,38,33,32,67,33,20,17,7,20,10,36,9
"242",20,78,15,12,19,68,9,15,11,10,136,19,33,16,16,11,13,19,10,69,74,15,9,15,9,16,10,13,16,9,19,27,9,31,13,11,20,9,145,12
"243",13,356,32,37,10,21,36,9,10,10,13,57,28,8,9,11,378,8,15,10,22,63,11,60,247,10,16,12,9,8,343,10,13,8,53,10,16,16,9,40
"244",9,14,7,153,25,16,20,28,28,21,9,44,11,13,12,292,9,12,10,472,470,15,9,18,15,28,472,32,13,11,27,42,18,24,18,10,14,146,13,14
"245",18,50,13,22,157,12,389,16,24,391,25,192,17,14,121,147,14,11,19,11,11,12,59,10,16,19,20,21,17,12,10,23,142,115,11,13,33,11,23,61
"246",15,13,10,13,480,476,27,10,13,14,21,260,10,10,16,12,15,9,14,17,52,43,25,8,13,12,207,14,16,34,12,19,51,8,49,11,38,15,42,10
"247",8,10,171,24,10,17,15,8,11,11,20,192,14,11,10,165,11,21,15,8,16,21,8,8,17,23,15,24,13,14,11,20,12,30,9,179,13,8,16,49
"248",13,9,25,20,15,15,20,11,62,10,60,37,7,52,31,8,67,16,11,10,9,11,11,27,15,20,22,14,9,10,15,15,9,8,13,60,13,11,21,16
"249",14,NA,NA,14,20,34,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,22,NA,NA,13,NA,14,17,NA,9,NA,NA,NA,NA,NA,NA,18,13,15,100,NA,16,NA
"250",NA,16,15,18,19,NA,21,9,11,7,11,16,23,11,52,22,19,13,13,14,23,10,27,12,10,216,19,NA,13,21,11,10,10,11,16,11,31,NA,17,11
"251",17,212,34,20,20,13,12,214,17,20,18,51,32,24,28,13,20,27,15,20,23,9,207,12,211,15,26,12,13,13,20,38,208,29,25,13,14,25,14,30
"252",NA,13,17,NA,13,NA,97,NA,28,NA,NA,18,8,NA,NA,11,NA,12,NA,14,NA,43,NA,NA,13,NA,NA,15,60,13,16,NA,20,NA,NA,34,127,NA,NA,10
"253",8,17,23,12,19,11,21,11,16,28,14,14,11,133,24,35,22,308,20,110,12,9,162,11,14,27,305,12,20,25,13,8,28,9,24,31,19,26,16,13
"254",9,100,27,23,13,32,12,36,159,7,22,35,44,21,10,22,40,6,13,8,26,11,17,73,16,22,25,18,6,10,24,22,20,21,160,23,13,21,13,13
"255",16,14,15,15,9,10,9,20,30,109,28,10,8,10,9,10,9,9,22,10,8,13,19,20,18,16,71,10,11,38,316,14,8,26,14,13,9,332,40,16
"256",16,10,9,12,14,16,104,21,264,29,11,245,14,9,12,18,9,9,12,51,277,10,82,10,23,101,10,117,12,201,10,11,12,18,14,13,8,8,19,9
"257",12,11,NA,11,85,NA,NA,NA,11,NA,NA,12,10,6,65,17,9,407,14,15,10,NA,NA,18,12,12,13,10,14,15,23,13,NA,9,11,7,10,18,11,11
"258",36,66,14,11,14,23,72,22,83,21,10,30,19,17,59,12,9,13,8,12,58,25,17,44,11,10,13,11,48,73,24,11,17,11,25,16,11,14,14,12
"259",14,11,12,10,11,10,10,10,22,132,11,36,16,7,10,16,18,14,16,21,31,86,30,90,13,14,71,14,11,23,14,17,13,6,27,10,15,24,9,9
"260",17,9,37,16,16,10,14,15,11,34,167,12,8,193,18,22,14,9,20,17,10,10,30,151,19,17,18,14,9,22,176,14,11,19,10,16,45,13,11,24
"261",20,23,16,16,16,17,38,68,23,14,55,28,10,13,17,56,289,289,17,14,9,9,14,23,42,10,17,10,8,21,24,12,13,39,24,9,11,165,8,11
"262",20,16,21,31,9,11,8,16,30,12,12,16,29,17,15,10,67,45,10,16,15,22,13,33,14,67,12,19,17,14,21,52,22,19,12,16,15,23,21,11
"263",10,13,128,11,23,11,9,16,14,11,22,8,11,10,30,7,11,9,129,12,11,10,18,134,7,21,8,8,13,128,7,15,13,18,13,9,12,10,12,137
"264",12,12,24,23,18,47,343,60,350,25,52,15,19,19,15,16,61,350,14,15,8,14,63,23,64,18,30,343,9,11,10,13,9,25,336,65,11,11,14,9
"265",11,10,37,38,89,24,14,7,25,11,13,11,81,12,8,13,20,10,34,8,8,15,84,76,14,24,8,11,23,30,23,18,10,25,11,36,12,16,19,12
"266",9,40,8,204,50,194,16,17,11,15,19,28,214,10,42,15,198,25,16,16,24,8,57,17,12,93,16,17,29,41,77,11,19,13,19,12,14,12,24,11
"267",13,17,20,216,12,19,27,23,8,210,49,16,258,19,21,225,58,24,9,24,14,12,28,22,15,24,254,31,33,15,37,9,18,20,17,14,26,17,20,25
"268",16,13,10,28,16,8,103,35,26,40,12,20,11,7,96,41,47,12,10,16,23,16,37,18,10,18,14,15,17,13,36,13,9,16,10,24,10,99,15,32
"269",19,14,19,177,380,16,17,9,11,15,16,14,12,12,11,12,21,12,8,184,13,27,12,13,12,14,24,9,11,14,8,12,29,9,68,16,19,61,12,29
"270",16,13,10,NA,7,9,21,166,10,32,20,32,253,11,15,NA,12,42,8,124,22,26,7,10,26,161,13,17,28,9,13,9,76,9,10,18,8,10,29,22
"271",8,18,19,25,10,12,12,25,14,31,8,117,11,12,27,19,18,7,119,34,29,11,126,21,106,12,19,13,11,35,9,36,8,25,25,16,15,8,111,20
"272",8,19,8,18,14,80,89,10,18,20,85,11,23,8,9,15,8,10,12,11,33,16,37,47,13,11,21,10,54,12,9,86,14,21,12,8,9,10,29,48
"273",13,14,69,22,23,14,13,11,26,11,12,13,14,19,11,11,38,11,25,9,10,16,28,14,12,17,8,9,15,9,117,132,125,20,23,11,29,16,20,72
"274",27,21,32,15,12,196,19,14,10,11,25,325,12,13,11,289,20,12,20,19,11,9,24,25,13,49,10,12,26,14,19,105,18,23,19,315,14,13,13,22
"275",124,12,19,19,17,12,10,32,9,11,25,11,103,38,31,11,70,54,65,20,8,11,16,15,24,125,16,15,11,8,117,121,14,11,9,10,15,14,12,8
"276",11,13,26,59,34,22,21,9,9,10,35,14,15,15,14,19,37,18,19,21,7,45,8,28,11,13,92,36,20,9,148,22,120,18,12,29,13,115,11,38
"277",10,9,11,20,10,15,14,11,11,110,71,133,14,11,11,12,114,20,30,9,18,17,9,14,8,18,110,12,22,135,14,32,14,9,13,13,9,14,19,11
"278",10,16,32,95,25,10,29,37,28,33,47,19,21,19,40,20,11,26,42,29,15,17,14,15,39,34,24,10,14,12,12,41,26,47,11,21,101,9,14,10
"279",403,10,10,13,18,17,10,262,15,11,14,15,9,12,14,389,8,11,20,28,28,11,10,14,19,40,21,14,23,20,12,77,278,10,32,27,14,9,11,35
"280",26,20,9,59,12,11,14,73,15,75,11,22,31,15,29,17,26,16,11,30,10,9,23,12,14,29,13,9,18,23,13,12,70,11,11,25,23,27,21,10
"281",24,16,29,93,8,15,10,85,11,13,10,31,9,12,15,14,11,13,23,10,NA,10,19,34,12,122,40,15,14,10,12,16,11,21,14,11,25,34,40,35
"282",21,15,10,32,19,16,9,9,14,8,54,19,18,11,14,14,18,14,17,41,24,11,11,29,21,16,18,16,28,20,9,11,11,52,27,15,41,29,8,24
"283",16,12,14,NA,15,13,14,58,9,193,14,19,9,11,13,14,12,17,16,13,12,18,11,10,NA,43,24,17,16,NA,13,17,9,11,10,14,17,9,19,14
"284",7,12,64,12,12,10,23,178,19,8,9,15,8,32,10,12,66,9,8,21,7,24,23,15,10,17,15,11,9,11,9,181,8,20,174,10,28,11,20,170
"285",110,9,9,13,8,10,10,19,21,29,10,71,12,25,9,18,21,22,30,10,23,14,15,13,36,14,9,20,8,24,10,10,9,27,129,31,11,10,17,12
"286",69,47,56,15,14,103,19,36,17,23,17,11,21,16,14,72,17,15,10,16,15,21,8,22,18,104,14,11,10,9,10,12,49,14,22,46,16,19,12,11
"287",NA,12,21,21,39,NA,15,21,40,23,14,9,21,64,31,26,NA,30,28,10,17,27,15,13,12,21,75,10,16,22,15,30,25,21,52,24,14,7,12,21
"288",NA,25,70,21,164,10,22,NA,10,18,16,412,11,13,22,22,51,14,33,12,24,35,11,10,10,87,38,32,12,17,11,10,35,44,29,10,23,14,9,21
"289",160,18,19,10,160,26,12,12,137,12,10,24,37,12,9,27,34,14,16,14,166,14,14,159,10,11,15,28,12,13,79,17,8,31,8,17,30,16,19,13
"290",NA,11,15,NA,61,17,14,10,49,49,55,24,20,8,10,13,13,10,10,NA,7,13,51,10,10,9,12,NA,30,15,12,9,60,13,12,NA,18,13,11,14
"291",164,35,9,16,33,11,186,13,13,12,14,15,10,11,25,8,50,16,181,11,159,9,51,22,11,14,12,25,39,11,34,20,34,22,11,26,13,14,12,17
"292",29,19,12,201,76,9,6,9,13,36,8,13,9,10,20,23,17,16,12,35,173,18,20,13,17,10,35,14,12,90,10,79,85,27,16,228,99,14,69,14
"293",137,15,20,10,43,20,14,16,464,92,13,9,13,21,152,14,63,25,24,14,NA,12,21,9,12,14,23,14,17,13,13,80,13,11,15,24,12,26,14,18
"294",8,209,108,27,11,29,12,14,11,18,14,44,10,17,9,13,18,15,17,190,10,18,26,224,15,245,11,13,11,13,16,12,11,14,217,24,173,8,20,37
"295",15,24,15,11,91,21,45,10,59,21,15,11,18,12,24,10,19,148,26,17,11,16,9,15,19,19,11,169,16,21,12,20,21,19,150,17,10,15,24,19
"296",NA,9,127,16,16,12,12,22,13,9,10,122,12,34,34,19,NA,58,9,22,8,40,10,12,28,31,10,15,NA,28,24,9,45,15,19,10,20,39,12,13
"297",11,12,28,13,7,12,21,16,15,17,15,15,13,24,28,15,10,17,10,9,16,14,14,12,12,31,12,12,20,11,13,21,22,10,16,32,10,15,28,23
"298",36,NA,7,14,NA,38,13,23,22,14,11,14,11,15,10,27,13,16,13,197,15,20,77,30,22,29,37,13,NA,37,24,15,199,10,22,17,13,13,92,12
"299",19,9,48,12,19,117,10,17,106,11,24,105,9,19,27,22,19,15,14,13,9,21,22,13,15,20,10,10,11,13,103,56,23,18,11,10,10,17,17,16
"300",15,13,9,12,20,21,13,15,14,11,191,14,153,58,13,31,10,9,10,18,9,18,25,18,28,9,163,13,20,12,47,11,18,15,12,13,10,10,135,10
"301",40,15,48,22,10,50,139,20,11,11,16,148,11,15,10,15,20,12,38,18,28,35,12,38,10,21,8,15,22,32,7,10,38,20,13,25,59,158,36,82
"302",NA,NA,NA,NA,12,NA,NA,NA,NA,70,NA,NA,22,NA,NA,NA,15,NA,NA,NA,73,NA,NA,10,9,NA,16,NA,19,NA,67,9,9,12,NA,NA,12,13,NA,NA
"303",20,35,24,38,35,13,14,7,15,21,18,18,9,9,13,10,13,16,27,29,9,8,10,110,24,14,28,32,10,11,108,43,9,100,29,12,14,27,16,13
"304",11,16,9,9,18,9,12,10,21,9,82,8,15,13,13,24,14,14,144,8,10,9,10,13,7,152,104,44,6,15,8,9,8,9,13,10,28,13,8,26
"305",9,20,15,23,490,NA,26,10,101,11,17,17,16,22,11,16,11,14,12,11,11,10,21,14,12,11,10,12,15,185,13,10,122,10,25,34,481,14,15,12
"306",11,11,30,16,21,17,28,28,12,9,22,11,12,10,45,35,15,15,NA,13,NA,29,NA,146,16,50,91,9,16,29,19,17,25,12,55,38,NA,94,13,13
"307",112,11,11,22,21,30,10,10,11,19,22,14,12,10,12,11,113,10,63,29,9,21,15,11,30,13,9,14,39,23,23,14,18,27,10,17,24,12,50,27
"308",41,8,18,18,9,37,34,24,27,10,20,19,16,12,12,37,14,25,17,175,56,33,24,161,31,14,23,25,29,14,13,24,14,136,9,11,10,9,14,11
"309",11,11,14,14,8,11,10,26,10,16,12,17,18,152,11,46,9,151,16,36,49,37,144,39,46,10,10,142,13,9,10,14,14,11,13,10,41,28,9,15
"310",102,20,11,24,11,98,9,8,22,11,12,27,10,17,104,16,15,10,12,12,27,14,57,12,34,11,13,21,18,36,23,11,15,73,10,52,10,91,18,15
"311",11,9,93,453,7,23,16,19,466,25,22,466,462,27,26,14,22,16,77,20,10,29,9,74,15,9,262,22,12,52,14,39,15,13,13,12,8,12,10,14
"312",10,25,8,12,8,7,25,37,8,24,14,16,30,29,12,16,9,12,NA,43,14,11,10,449,21,484,13,41,12,11,8,39,10,28,49,476,8,8,7,11
"313",20,11,12,39,22,17,174,16,10,32,18,11,20,16,15,18,16,22,17,15,158,13,14,32,9,14,11,51,50,16,19,21,26,125,23,17,147,10,21,15
"314",18,14,17,312,57,39,34,10,15,21,8,314,246,10,25,16,15,8,261,18,12,27,14,18,18,19,17,18,15,11,19,30,23,23,20,11,41,287,10,263
