"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"315",13,17,84,16,175,23,9,9,14,11,8,130,13,15,16,18,13,13,8,24,8,25,384,14,9,9,410,13,52,11,19,452,NA,26,13,13,12,9,8,12
"316",18,21,7,10,8,39,12,36,14,11,25,11,180,13,216,20,15,18,26,19,42,44,61,13,222,44,186,252,51,12,31,19,11,33,14,10,8,28,12,14
"317",21,15,12,23,60,13,25,300,100,29,22,13,19,11,9,32,18,11,13,15,317,10,19,10,11,17,304,14,11,27,22,39,27,27,23,17,10,19,17,15
"318",6,27,12,8,205,36,14,10,28,19,7,18,10,14,29,28,14,8,15,13,18,8,14,20,11,14,29,11,16,17,57,11,17,26,66,155,23,21,10,22
"319",460,468,22,20,12,18,168,25,28,25,16,16,12,12,16,16,12,23,19,180,15,21,14,23,54,48,461,49,16,16,15,12,11,31,10,17,28,37,11,15
"320",8,17,26,78,12,39,30,13,30,14,13,10,322,17,11,436,20,9,21,10,14,9,109,25,18,29,20,17,15,254,12,24,20,12,11,13,17,9,32,23
"321",NA,NA,27,12,8,16,13,26,29,11,45,17,13,32,300,21,13,33,23,NA,19,NA,12,26,19,18,24,9,9,89,19,11,35,15,17,40,22,21,15,10
"322",27,NA,NA,11,9,30,18,308,9,NA,9,14,NA,23,21,15,NA,9,NA,NA,10,NA,NA,17,12,NA,29,22,21,10,12,NA,15,270,NA,6,11,11,15,27
"323",16,13,18,102,31,12,113,29,9,11,45,10,11,15,13,9,51,13,10,11,15,22,15,11,38,10,31,8,24,9,27,15,103,8,14,10,10,11,24,28
"324",10,94,9,18,11,16,12,11,10,12,11,73,71,27,17,11,12,15,9,20,12,12,12,15,14,12,78,12,22,11,11,16,9,19,33,12,82,13,18,23
"325",NA,11,15,12,25,18,20,17,35,74,14,14,10,12,13,11,9,12,11,33,13,11,19,12,12,17,12,62,19,9,11,12,27,10,NA,10,10,NA,15,14
"326",18,7,22,20,18,10,9,14,16,26,21,18,10,24,25,45,29,19,27,17,18,33,11,29,213,11,15,34,199,17,20,240,17,14,16,13,21,14,12,464
"327",12,27,33,13,30,9,41,19,67,8,15,16,30,11,45,18,17,40,18,26,17,12,23,13,32,11,8,11,13,10,11,58,10,54,89,61,17,42,16,48
"328",15,19,18,10,13,18,16,10,14,12,17,20,12,11,13,78,22,14,15,17,7,21,12,9,86,17,9,12,14,47,15,45,20,11,30,16,11,64,19,14
"329",16,19,14,31,193,13,16,10,36,63,11,8,12,203,14,55,15,196,7,19,11,14,12,14,51,10,14,33,27,18,15,20,31,14,16,9,18,18,26,11
"330",122,10,10,59,316,14,12,16,11,10,19,29,36,7,9,12,27,26,12,12,64,21,13,11,26,18,20,81,365,32,9,78,11,48,18,67,11,10,38,20
"331",12,14,47,11,13,14,16,14,19,38,14,19,9,46,14,28,10,10,12,8,10,22,11,16,49,8,22,13,13,7,9,39,11,7,13,11,14,25,44,9
"332",15,12,21,10,10,16,11,8,26,17,8,13,18,12,7,15,20,14,11,17,10,12,20,NA,15,9,39,31,12,24,14,13,16,19,488,117,12,21,13,13
"333",169,39,10,16,8,17,13,13,16,9,17,19,13,10,30,10,13,32,90,13,13,8,8,11,10,11,17,10,25,10,10,38,24,11,19,90,35,9,111,13
"334",14,11,101,11,13,12,96,10,14,13,17,8,18,13,29,26,20,10,11,8,10,38,20,80,13,108,20,45,11,18,108,31,13,18,11,13,9,20,12,8
"335",20,11,17,43,11,123,12,18,21,29,18,22,27,11,29,36,23,17,118,22,13,46,19,15,35,22,18,12,26,14,31,23,15,13,14,122,24,18,11,29
"336",22,50,16,14,12,32,9,16,13,10,9,20,26,28,17,14,11,21,14,21,11,18,11,17,24,11,10,22,52,10,34,14,20,9,11,37,10,9,9,51
"337",103,13,15,12,22,14,19,67,12,11,23,9,8,8,8,13,15,22,8,35,13,80,20,22,44,34,70,10,12,8,24,11,12,8,9,34,105,8,28,16
"338",31,14,22,11,NA,8,14,82,19,10,20,23,14,18,13,22,18,16,20,NA,26,19,14,13,16,24,9,21,11,11,243,45,13,18,491,28,9,240,11,20
"339",118,15,148,9,41,15,10,13,23,21,14,10,9,26,8,10,12,9,26,8,19,39,11,203,17,21,11,8,18,42,8,12,40,21,9,13,102,9,13,33
"340",13,21,21,16,11,15,123,19,14,26,11,136,40,145,16,30,47,48,11,13,28,9,25,11,9,47,16,148,10,9,33,43,12,28,137,49,49,13,10,7
"341",9,9,19,9,80,18,26,12,30,57,8,193,16,13,27,17,13,57,10,17,12,266,11,7,11,276,9,27,18,34,14,9,15,14,18,12,18,27,19,17
"342",10,15,8,14,10,13,23,12,13,26,10,14,15,13,9,270,12,41,24,137,18,18,13,23,11,11,15,14,19,27,8,244,8,15,9,27,19,11,11,9
"343",16,15,13,52,12,7,31,9,33,16,28,183,13,10,15,17,13,19,10,14,21,23,24,11,16,12,12,9,7,20,178,25,14,44,158,14,24,10,177,8
"344",37,19,9,36,32,25,14,16,18,62,53,12,27,11,11,61,11,10,13,17,11,27,12,14,15,15,58,10,22,10,21,9,20,24,12,18,19,9,28,32
"345",17,15,12,13,64,11,8,12,22,21,15,27,9,86,14,23,21,15,9,87,13,14,13,13,89,9,12,20,12,15,82,11,21,10,51,20,15,9,16,25
"346",14,14,86,17,17,19,8,9,38,9,13,14,10,19,14,11,21,15,14,14,14,11,90,20,13,76,35,46,12,10,9,10,13,9,26,16,20,11,11,37
"347",10,12,12,21,13,14,17,12,8,62,22,60,11,16,15,53,12,13,13,7,9,25,18,13,8,8,11,7,31,11,10,9,9,7,10,9,8,9,10,10
"348",10,13,6,7,7,13,12,11,12,12,10,13,NA,15,23,276,36,15,13,13,13,9,12,13,8,17,21,8,19,19,NA,14,29,14,8,18,14,10,NA,10
"349",31,17,21,12,10,73,21,69,62,13,12,19,15,34,33,18,26,22,36,63,10,16,30,22,28,22,23,27,30,11,12,8,40,21,20,25,9,26,16,24
"350",11,10,33,13,21,10,212,24,24,16,21,13,25,224,13,27,27,9,36,248,20,8,41,18,12,12,42,14,33,13,29,12,12,11,14,205,9,12,16,17
"351",15,36,79,25,8,9,19,34,NA,20,17,13,NA,20,17,8,NA,8,10,7,18,11,31,7,NA,33,19,10,9,11,14,18,75,81,80,19,11,12,22,20
"352",20,9,16,17,20,9,10,17,23,13,11,10,19,93,17,15,9,68,94,20,8,10,12,12,22,14,65,9,19,25,10,21,23,10,99,14,15,19,8,12
"353",45,31,25,20,27,19,28,11,57,10,12,25,17,14,39,8,12,10,29,52,10,19,15,34,12,23,22,21,15,54,30,12,23,24,25,12,13,39,19,27
"354",246,18,38,13,237,25,42,8,16,17,9,227,11,23,19,39,26,8,13,280,12,11,29,11,19,10,19,13,11,11,11,13,14,11,66,14,211,51,20,14
"355",43,16,18,13,27,14,14,82,70,12,14,12,14,10,11,32,15,14,20,10,21,11,50,21,14,12,13,15,17,23,92,12,9,81,17,84,19,10,10,9
"356",12,17,12,8,33,163,13,12,18,14,19,11,8,8,45,13,10,6,9,19,45,9,35,23,18,174,50,12,46,13,142,9,10,11,17,7,11,180,179,12
"357",12,17,16,17,9,19,NA,14,12,10,16,17,9,19,12,12,NA,148,6,22,9,10,17,19,57,9,26,44,13,12,21,12,19,469,55,10,16,15,8,462
"358",12,9,33,9,244,9,17,16,13,22,19,15,11,13,37,11,79,20,7,228,10,18,9,10,16,12,26,38,14,9,205,28,12,19,16,15,13,8,9,180
"359",89,18,10,27,20,14,49,20,27,12,18,115,18,162,20,163,10,36,8,18,12,16,10,17,8,8,53,20,13,166,60,91,12,11,7,20,12,99,7,19
"360",10,10,154,26,23,11,9,14,31,18,13,14,27,20,13,13,29,17,10,41,8,8,157,12,11,11,9,13,79,23,16,165,10,14,12,14,22,17,39,15
"361",60,38,23,14,9,19,231,13,8,18,10,11,NA,17,9,12,22,19,29,16,14,182,20,12,152,10,69,12,12,13,14,23,11,14,8,13,19,8,27,11
"362",291,10,29,156,21,19,23,27,12,13,10,12,18,13,22,9,95,296,18,13,9,9,13,11,9,13,13,43,33,14,293,23,181,35,26,32,12,38,11,14
"363",12,14,10,23,10,17,16,8,89,85,14,243,252,11,64,13,15,16,13,15,12,14,62,27,13,18,21,9,13,12,8,20,118,15,37,17,16,20,278,20
"364",12,42,12,24,19,10,11,15,19,445,85,17,10,12,21,17,30,38,12,9,17,43,45,45,49,15,12,8,16,24,12,8,33,13,18,9,17,46,38,441
"365",19,7,12,19,11,91,17,9,12,13,15,16,10,9,97,103,11,33,55,98,9,11,99,23,10,36,40,14,13,12,16,11,10,11,9,18,8,16,42,57
"366",15,8,21,24,13,8,15,14,15,181,14,17,9,10,8,43,103,11,28,21,17,68,87,20,19,67,12,18,20,11,14,13,10,56,17,17,201,25,16,113
"367",136,29,9,7,11,13,7,16,12,8,106,134,27,21,58,14,10,189,23,10,9,12,10,7,41,34,19,15,44,9,25,15,161,21,16,156,13,9,7,14
"368",14,16,21,10,13,14,9,23,18,27,26,33,11,20,15,27,13,33,28,11,13,15,12,12,27,9,40,23,10,16,12,58,251,13,14,10,266,34,14,70
"369",10,9,13,27,15,11,6,13,12,42,21,11,14,16,15,13,30,17,8,19,40,26,12,13,11,23,9,11,38,15,17,9,10,22,23,14,12,23,27,28
"370",11,279,16,14,298,16,12,20,13,25,37,23,27,13,14,20,24,10,16,14,12,16,16,72,12,16,18,49,50,9,10,20,23,11,47,10,26,24,63,28
"371",18,24,26,15,19,256,26,12,18,11,42,11,11,10,9,18,15,13,10,16,14,14,13,12,12,15,10,16,14,10,12,12,14,18,26,18,8,10,15,19
"372",82,12,8,14,18,16,10,27,10,13,18,10,22,39,22,20,22,49,75,9,13,11,9,12,11,11,12,14,21,14,13,13,12,74,9,24,8,9,12,12
"373",13,406,12,18,16,12,28,15,11,40,10,18,35,67,11,18,17,9,13,27,17,14,64,17,12,13,13,19,419,10,262,10,15,12,32,20,232,11,17,19
"374",33,36,9,20,16,12,53,15,33,23,65,10,13,13,34,21,10,22,10,11,189,31,11,12,10,13,10,12,213,15,10,22,21,16,7,214,19,9,15,208
"375",23,13,16,10,8,13,232,14,36,9,14,12,14,12,23,18,25,53,10,19,13,24,24,43,13,9,33,16,11,13,29,11,19,NA,20,18,25,477,23,12
"376",13,13,10,13,14,14,155,18,15,12,168,25,15,10,11,10,13,78,10,20,13,13,11,11,138,20,10,9,26,19,11,22,11,30,14,10,168,19,11,15
"377",131,10,25,31,12,148,25,12,12,12,19,16,146,21,21,14,388,13,35,12,28,12,11,11,12,14,393,25,17,15,376,18,20,16,12,21,21,14,368,13
"378",17,16,27,11,22,25,23,14,12,132,14,15,12,29,103,11,15,137,21,47,15,25,12,12,27,9,12,19,19,17,9,14,10,22,27,18,15,68,141,15
"379",17,17,11,14,35,14,9,15,15,9,14,NA,14,10,18,10,37,15,490,28,180,13,12,18,55,6,22,12,12,10,12,166,11,23,10,10,11,11,10,8
"380",13,34,17,18,19,9,15,14,11,12,11,11,14,11,19,14,14,23,11,11,18,38,19,14,13,11,16,14,17,13,13,8,13,13,17,14,13,36,15,12
"381",14,17,14,8,15,10,34,67,30,17,17,16,25,113,26,17,10,NA,18,17,24,12,14,11,21,17,30,14,NA,22,NA,14,12,24,9,14,18,23,NA,9
"382",8,53,57,15,12,22,8,28,7,16,12,12,32,9,18,11,25,13,19,8,11,8,11,15,56,14,14,22,28,20,11,7,11,11,39,12,14,15,54,20
"383",17,12,11,9,9,11,16,10,15,9,118,29,10,9,13,7,12,8,28,10,9,18,14,445,7,14,445,15,119,14,30,29,8,9,10,8,8,120,318,17
"384",10,27,NA,38,13,24,67,NA,13,8,17,83,15,56,10,12,NA,10,9,10,7,13,13,7,10,15,11,32,12,10,NA,37,23,421,14,9,14,11,11,12
"385",19,31,24,8,15,13,12,16,16,13,22,17,49,13,23,46,20,8,13,16,25,15,17,18,12,9,12,14,13,18,12,32,12,8,25,12,8,25,23,21
"386",32,34,11,101,7,13,7,45,49,15,24,10,62,25,12,10,18,55,12,12,16,12,240,52,47,78,11,10,15,10,59,215,11,10,24,92,21,19,10,96
"387",19,13,267,14,44,15,113,13,11,22,11,265,258,23,16,13,21,10,20,18,17,14,16,19,11,19,12,13,76,14,16,22,13,16,39,15,9,270,23,12
"388",17,18,25,93,14,14,7,12,22,9,25,11,290,11,223,8,139,10,9,10,28,10,9,7,15,15,18,16,33,12,14,37,106,10,58,17,9,134,19,10
"389",15,21,17,10,10,20,11,13,15,13,11,62,14,112,158,8,36,12,31,50,118,17,40,24,11,20,12,10,479,13,12,13,10,11,14,8,31,11,10,14
"390",11,33,15,16,165,11,9,13,12,31,25,56,20,11,14,24,9,12,12,37,8,17,159,130,27,16,88,19,21,38,10,10,11,19,96,11,28,14,59,16
"391",64,25,14,29,37,13,9,15,15,10,13,11,21,12,17,20,24,14,NA,13,15,17,25,16,23,11,184,17,30,20,21,13,10,12,210,13,NA,181,NA,17
"392",NA,16,14,14,65,33,13,11,12,10,10,11,14,NA,47,20,13,14,NA,38,25,22,36,11,14,45,17,49,13,10,13,41,36,12,19,19,17,10,84,20
"393",25,447,16,42,18,12,10,11,13,12,16,12,22,14,8,88,12,17,12,23,17,8,16,234,12,58,63,12,24,NA,485,16,11,12,12,14,50,NA,23,NA
"394",NA,9,NA,NA,19,NA,10,16,13,8,10,NA,9,NA,66,17,16,NA,NA,NA,16,25,NA,14,18,14,NA,NA,10,18,10,NA,20,NA,11,NA,10,20,21,12
"395",11,9,27,10,21,13,14,88,10,32,11,11,29,40,21,18,112,12,26,117,25,31,39,37,9,24,26,35,19,21,21,11,14,9,59,10,12,19,14,13
"396",25,17,12,14,21,24,12,16,165,34,17,36,158,11,10,22,13,23,11,21,12,19,13,20,37,13,11,28,16,24,14,16,161,161,12,11,35,14,24,26
"397",9,14,15,40,10,24,9,10,17,12,19,10,10,6,10,14,11,16,8,14,11,16,26,8,23,306,11,268,12,11,11,12,16,49,316,9,19,30,9,20
"398",52,39,12,473,9,10,20,10,14,116,15,24,48,25,16,17,178,24,18,12,23,16,214,23,19,13,14,21,27,19,27,143,40,22,13,27,9,15,14,10
"399",10,14,13,13,13,34,9,18,353,370,7,13,12,30,374,11,8,58,8,8,9,8,9,10,8,9,323,12,15,16,9,294,10,20,7,68,15,18,19,19
"400",NA,NA,NA,20,NA,14,11,186,102,14,12,38,59,9,28,NA,12,24,59,29,NA,22,NA,14,8,20,62,38,20,18,13,9,50,181,11,8,28,NA,14,30
"401",8,17,13,46,9,120,9,12,10,11,9,13,9,10,17,95,17,10,13,15,14,8,85,16,12,18,25,10,11,19,46,9,11,19,9,8,11,11,106,20
"402",35,NA,24,7,8,NA,NA,NA,NA,NA,NA,8,11,14,32,136,NA,NA,21,12,11,17,15,NA,19,NA,15,13,7,NA,NA,27,NA,NA,28,NA,NA,32,240,35
"403",21,19,19,144,9,20,9,21,182,13,32,27,14,15,10,20,177,11,9,16,21,20,68,9,8,18,12,11,19,28,11,11,18,34,16,152,170,10,10,9
"404",8,27,43,51,15,18,35,11,17,49,15,77,15,21,16,24,12,12,9,212,24,10,28,13,27,18,22,13,14,224,24,18,28,10,13,14,9,14,15,13
"405",10,8,21,15,84,13,19,10,12,86,12,13,8,410,35,114,418,17,13,29,20,24,9,15,8,10,24,37,19,11,202,15,22,16,12,12,269,13,421,64
"406",11,25,10,17,11,11,12,14,9,10,8,9,305,10,101,11,16,9,51,10,14,7,53,14,15,120,9,63,89,12,9,10,17,11,12,284,34,11,18,11
"407",10,20,107,31,8,19,12,105,24,26,29,11,9,14,11,65,12,31,12,15,9,14,12,19,11,15,13,38,14,23,14,13,13,433,14,20,10,21,27,18
"408",11,7,29,25,20,23,12,16,11,13,12,91,9,9,11,21,14,14,15,11,23,16,13,11,13,10,27,19,10,99,20,14,13,50,96,76,11,35,26,23
"409",222,9,19,485,439,14,19,12,28,8,60,18,21,48,36,20,50,11,13,15,17,95,9,21,482,34,21,43,10,16,11,21,15,23,16,9,32,31,11,20
"410",49,9,8,119,12,12,153,26,10,30,12,10,27,128,213,143,34,101,23,8,24,18,215,42,16,25,12,11,8,97,18,23,13,14,170,21,21,16,10,8
"411",214,11,19,14,202,23,14,37,10,43,33,24,31,85,8,85,25,25,23,38,71,32,6,9,17,30,25,10,26,12,53,30,25,24,28,8,11,23,16,11
"412",10,23,177,17,13,27,23,21,12,10,10,24,15,12,11,11,21,23,16,275,16,78,19,11,11,23,15,25,24,11,10,12,46,19,24,13,21,45,16,12
"413",14,20,10,96,14,112,22,18,14,17,9,16,12,12,8,24,15,9,33,15,109,12,15,11,14,59,16,13,13,13,17,21,13,24,12,47,21,18,11,22
"414",11,16,15,18,17,15,20,24,17,21,17,40,11,13,14,42,26,14,14,20,15,12,10,28,17,11,16,11,11,12,12,35,18,22,12,15,9,21,43,20
"415",24,105,17,18,11,17,11,13,8,18,11,12,10,11,16,21,12,7,100,13,17,48,11,54,12,99,8,12,14,12,10,8,11,11,15,16,9,35,12,93
"416",35,22,12,17,26,8,19,14,26,26,43,16,18,10,17,43,27,12,17,23,12,17,20,15,40,15,8,14,20,21,24,15,17,7,21,14,19,8,15,23
"417",8,30,13,101,10,9,17,9,145,15,16,13,10,10,8,28,14,9,13,24,8,11,15,15,9,9,30,19,15,142,20,10,8,14,11,9,20,25,129,48
"418",11,16,55,8,11,10,9,14,16,21,25,10,11,9,247,10,56,11,9,8,8,12,246,10,12,107,17,9,181,12,13,20,93,38,12,24,15,9,16,10
"419",117,98,10,19,122,23,12,11,14,7,60,10,16,39,12,11,14,12,13,11,65,13,33,9,61,45,13,11,50,27,10,56,36,21,34,14,31,13,9,60
"420",24,38,12,22,11,11,13,9,28,12,96,168,45,NA,20,13,8,27,14,16,14,108,9,57,92,21,18,10,27,NA,10,10,9,50,10,26,13,28,26,19
"421",35,11,16,26,41,33,8,NA,10,130,20,42,NA,34,15,31,NA,37,283,22,9,58,16,11,71,284,33,29,NA,15,28,36,15,31,15,NA,10,15,NA,NA
"422",12,13,14,14,25,76,14,9,13,218,8,10,241,10,14,39,14,14,58,51,19,32,263,17,23,17,10,14,18,10,9,13,14,10,97,9,12,13,10,17
"423",24,24,12,14,11,17,13,12,19,14,8,14,24,17,13,11,11,8,17,16,10,9,53,13,13,17,12,13,15,28,13,13,10,14,48,12,29,9,31,6
"424",34,28,54,10,14,16,12,169,13,118,29,31,16,11,143,35,14,61,25,12,58,18,74,31,39,10,14,17,14,35,16,21,9,18,10,35,77,10,47,138
"425",15,12,11,27,25,31,13,10,20,12,11,9,12,13,9,14,38,NA,NA,8,19,14,10,29,NA,12,20,14,9,20,27,19,26,8,8,12,11,NA,NA,44
"426",12,NA,34,10,11,10,9,14,19,21,NA,10,16,8,51,NA,12,27,11,12,13,25,20,13,NA,43,17,11,15,11,NA,9,18,23,10,38,11,33,33,14
"427",23,12,13,19,8,24,13,19,30,9,12,11,24,14,20,69,23,10,104,15,12,15,23,11,14,9,14,18,23,11,16,9,12,26,25,14,159,16,22,13
"428",21,22,20,17,69,33,11,15,13,118,125,14,15,18,11,14,14,94,15,13,9,11,12,13,15,14,27,21,18,17,17,15,129,10,18,12,10,18,11,13
"429",18,18,11,12,10,17,10,10,16,14,11,31,12,10,17,16,28,11,94,24,11,10,11,10,8,12,27,20,176,10,20,13,18,12,240,8,13,8,12,13
"430",10,23,12,40,66,15,11,22,134,22,14,11,140,150,19,28,17,9,10,8,8,17,129,20,21,22,13,24,7,13,23,13,71,42,16,23,7,17,19,10
"431",10,14,9,28,10,130,18,14,14,10,112,107,9,165,22,11,17,141,17,20,13,11,20,19,8,7,413,12,10,16,114,14,16,423,18,47,8,39,22,12
"432",42,13,21,9,13,12,16,11,12,19,9,14,12,16,32,18,12,53,22,26,14,51,21,11,19,46,10,11,25,9,17,56,22,17,18,9,15,9,13,25
"433",14,22,15,14,10,15,10,21,34,182,13,11,39,203,11,9,11,12,9,29,96,194,169,21,7,15,67,11,15,20,158,10,9,10,79,18,163,9,9,97
"434",25,9,20,99,158,11,10,23,47,48,15,20,20,13,14,324,8,325,8,26,14,16,27,10,14,13,9,7,10,14,286,29,11,10,21,12,14,329,19,13
"435",9,35,23,12,11,17,38,52,34,9,11,136,17,15,13,12,137,27,40,45,33,18,128,11,27,17,19,18,15,9,10,16,13,8,13,25,11,11,10,38
"436",40,48,14,17,12,13,18,14,12,16,12,48,10,13,59,12,28,27,11,12,19,13,26,15,11,30,19,10,16,13,18,41,10,14,14,19,13,25,15,14
"437",9,32,11,15,12,35,41,31,24,8,16,30,11,13,8,12,10,38,18,20,28,14,23,55,17,12,20,38,46,18,11,10,10,18,30,18,38,9,13,15
"438",58,12,32,14,16,17,22,35,10,43,19,17,378,20,9,15,17,12,12,12,10,51,15,13,12,11,42,23,22,11,320,31,346,10,10,8,10,10,15,8
"439",29,15,21,9,18,16,37,189,12,39,11,78,36,42,25,34,10,13,30,11,14,190,22,23,22,20,12,46,192,24,26,45,19,29,11,42,18,12,22,17
"440",28,37,64,22,40,24,10,11,12,26,100,31,9,13,102,9,21,20,12,13,10,36,25,17,12,30,18,98,10,12,25,12,30,17,28,9,15,31,18,13
"441",13,109,44,8,19,20,19,447,12,10,16,9,29,16,14,21,78,81,27,9,18,17,18,12,15,32,30,22,28,9,20,15,10,19,29,17,93,20,27,9
"442",12,15,25,14,20,15,7,21,10,12,18,38,60,15,12,15,11,22,11,26,45,18,33,10,19,61,27,16,28,17,24,15,15,43,31,21,26,15,8,28
"443",16,13,18,13,12,68,10,12,12,11,11,8,34,14,97,11,149,11,10,209,98,12,20,15,52,18,14,10,10,8,7,12,14,14,11,17,43,182,9,27
"444",12,112,13,30,13,28,12,11,17,19,29,114,118,9,13,10,15,17,31,15,13,10,18,11,109,34,16,11,14,22,11,19,21,31,21,17,13,39,25,42
"445",11,10,9,31,13,69,10,21,11,8,12,10,13,17,11,15,19,14,25,16,56,9,10,69,10,17,8,10,8,62,44,21,11,18,68,8,14,9,11,12
"446",21,32,13,9,19,19,17,21,13,97,34,22,11,NA,21,11,16,14,9,23,140,NA,17,164,18,NA,14,NA,11,10,9,NA,27,19,10,9,18,15,10,17
"447",19,12,19,23,12,18,12,35,47,34,16,69,22,47,9,20,151,9,38,34,15,11,9,88,10,334,25,14,15,20,30,16,104,24,18,14,335,9,23,14
"448",16,9,14,14,13,19,NA,38,11,155,37,48,14,12,15,30,45,18,20,23,9,35,NA,22,10,28,39,24,7,46,13,10,25,NA,17,14,NA,37,12,12
"449",19,23,35,13,12,14,NA,NA,17,13,15,18,13,9,12,16,15,69,36,11,11,11,11,181,13,9,18,NA,12,15,9,34,48,49,12,13,NA,51,14,8
"450",52,10,9,54,13,9,12,14,10,16,37,8,16,12,11,14,209,25,13,11,24,220,193,25,7,12,18,12,8,51,9,15,57,19,10,9,18,26,19,11
"451",12,18,23,313,30,17,390,16,10,12,39,48,8,26,25,12,32,9,10,20,18,9,368,39,39,9,11,19,407,16,12,13,13,14,37,18,11,13,10,10
"452",20,32,15,19,12,15,13,15,14,21,159,20,10,15,17,8,15,12,12,10,90,10,159,32,28,25,10,46,11,23,12,24,26,12,27,13,22,125,20,86
"453",45,28,14,30,26,79,13,98,21,17,26,10,15,130,28,9,12,13,13,64,13,42,27,15,33,32,38,13,17,7,8,15,15,13,103,8,8,21,13,62
"454",24,10,12,9,11,12,8,161,40,12,11,9,14,8,10,17,165,15,12,27,50,116,13,16,8,18,9,14,19,24,17,14,54,23,16,16,17,12,17,14
"455",15,14,268,27,9,15,10,13,7,72,9,11,268,21,10,23,50,24,12,NA,15,18,29,371,10,25,NA,23,26,21,23,14,16,243,17,19,29,28,22,29
"456",11,14,11,41,36,19,12,18,11,24,458,18,12,12,20,14,57,39,11,36,455,9,11,11,40,12,35,111,461,18,NA,13,20,9,11,25,11,10,136,12
"457",29,37,16,21,19,14,20,15,14,12,10,13,11,20,9,14,130,19,20,9,16,19,11,295,14,92,30,19,12,15,25,10,18,29,23,11,15,34,51,NA
"458",33,59,18,17,16,20,20,24,17,16,21,24,114,10,13,7,23,28,129,138,32,24,13,12,23,11,28,26,29,11,9,15,28,63,19,10,145,25,9,14
"459",NA,NA,NA,NA,8,NA,NA,NA,11,NA,22,31,NA,13,NA,12,9,11,NA,18,NA,NA,NA,28,NA,11,NA,NA,NA,17,24,NA,NA,22,NA,NA,NA,11,NA,NA
"460",54,48,11,14,355,16,11,31,15,34,17,39,10,339,11,9,11,15,10,10,331,352,11,15,20,18,16,33,10,9,52,17,14,15,15,14,30,8,8,17
"461",10,39,11,22,22,11,16,17,10,41,27,18,14,13,12,37,45,11,47,35,11,15,13,25,25,21,57,13,30,55,29,10,25,20,14,17,29,28,27,16
"462",9,11,15,9,22,13,11,16,66,9,134,28,11,9,10,12,16,8,30,38,29,24,9,117,21,12,19,13,10,14,8,14,21,16,11,17,132,128,10,16
"463",27,160,24,10,31,14,16,12,162,51,14,15,17,31,26,14,24,15,18,14,16,9,13,19,22,32,10,26,16,14,14,12,21,10,18,23,10,17,10,19
"464",99,41,21,22,13,11,10,28,8,13,14,19,12,104,19,17,20,8,38,15,18,15,125,9,14,13,112,77,15,10,8,23,12,17,17,13,16,16,14,13
"465",11,23,23,18,13,9,19,15,185,15,22,22,21,10,16,17,22,24,23,182,13,10,10,12,24,17,29,13,16,90,42,22,27,17,13,12,22,23,139,87
"466",NA,NA,10,NA,20,NA,NA,NA,NA,NA,13,11,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",37,132,11,12,14,153,27,25,13,13,31,20,34,34,15,9,174,31,74,11,12,255,23,29,25,34,14,11,33,12,9,13,11,137,11,15,25,11,25,70
"468",13,26,10,25,17,191,71,11,127,8,13,18,11,12,8,27,13,11,22,11,28,8,15,13,14,57,12,26,14,122,12,20,10,10,26,12,17,24,13,27
"469",9,10,13,15,23,10,34,8,17,42,56,52,11,9,13,18,15,16,27,38,25,30,16,26,38,54,30,26,21,15,60,11,18,45,11,49,9,30,25,52
"470",30,19,16,81,54,32,14,11,12,22,10,10,26,12,14,108,28,54,13,12,9,189,18,377,63,19,26,14,11,420,28,27,31,19,33,12,403,16,10,17
"471",14,NA,10,27,NA,18,12,20,9,NA,14,20,20,NA,NA,NA,24,NA,26,NA,NA,NA,15,NA,15,NA,NA,NA,75,NA,15,8,NA,NA,20,16,NA,15,11,NA
"472",8,11,21,13,10,61,15,8,24,49,11,11,9,9,16,12,18,11,32,15,11,50,15,12,12,24,12,13,8,14,58,25,83,9,9,24,10,19,53,11
"473",17,135,10,25,18,10,9,20,13,22,11,9,156,9,25,15,9,11,12,147,129,12,11,14,14,20,13,12,20,8,11,12,47,41,10,15,8,72,40,12
"474",19,15,17,11,25,12,13,13,14,11,16,24,17,8,12,9,8,9,10,221,8,8,6,10,10,9,15,8,27,11,8,8,13,12,15,14,11,28,31,16
"475",NA,10,32,NA,16,18,19,25,NA,95,7,NA,10,NA,NA,NA,NA,NA,9,NA,NA,NA,21,NA,18,NA,NA,NA,19,7,8,32,23,22,8,NA,18,17,NA,22
"476",16,28,7,13,13,44,12,17,NA,10,22,259,145,21,64,25,22,12,20,86,9,10,17,14,12,29,19,19,471,26,12,16,18,14,22,47,11,475,22,18
"477",12,9,18,11,17,13,7,15,48,11,14,11,8,14,11,19,36,9,11,13,20,9,12,303,8,24,18,13,9,7,294,18,17,94,9,12,12,7,34,303
"478",12,16,19,16,8,17,16,14,10,NA,177,20,12,13,11,15,7,14,23,14,57,17,158,14,17,12,16,67,182,171,20,15,11,19,21,57,38,10,13,10
